Species	C2	C3	Y1	Y2	Y3
Sodalis_praecaptivus	1	0	0	0	0
Solibacillus_sp._FSL_R5-0449	0	0	1	0	0
Solibacillus_sp._R5-41	0	0	1	0	0
Solidesulfovibrio_carbinolicus	1	0	0	0	0
Solilutibacter_oculi	1	0	0	0	0
Solwaraspora_sp._WMMD791	1	0	0	0	0
Sordaria_macrospora	0	0	0	0	1
Sphaerochaeta_globosa	0	0	1	0	0
Sphingobacterium_daejeonense	0	0	0	0	1
Sphingobacterium_lactis	0	1	0	0	0
Sphingobacterium_oryzagri	0	0	0	0	1
Sphingobacterium_sp._SRCM116780	0	0	0	0	1
Sphingobium_herbicidovorans	0	1	0	0	0
Sphingobium_naphthae	1	0	0	0	0
Sphingobium_phenoxybenzoativorans	0	0	0	0	1
Sphingobium_sp._AP49	0	1	0	0	0
Sphingobium_sp._WTD-1	1	0	0	0	0
Sphingomicrobium_maritimum	0	1	0	0	0
Sphingomonas_aerolata	1	0	0	0	0
Sphingomonas_donggukensis	1	0	0	0	0
Sphingomonas_insulae	0	1	0	0	0
Sphingomonas_kaistensis	0	1	0	0	0
Sphingomonas_lacunae	0	1	0	0	0
Sphingomonas_morindae	0	1	0	0	0
Sphingomonas_naphthae	0	0	1	0	0
Sphingomonas_panacisoli	1	0	0	0	0
Sphingomonas_paucimobilis	1	0	0	0	0
Sphingomonas_piscis	0	1	0	0	0
Sphingomonas_qomolangmaensis	0	1	0	0	0
Sphingomonas_sanxanigenens	0	1	0	0	0
Sphingomonas_sp._HDW15A	0	0	0	1	0
Sphingomonas_sp._NBWT7	0	1	0	0	0
Sphingomonas_sp._PAMC26645	1	0	0	0	0
Sphingomonas_sp._S1-29	1	0	0	0	0
Sphingomonas_sp._S2-65	1	0	0	0	0
Sphingomonas_sp._Xoc002	0	1	0	0	0
Sphingomonas_sp._Y38-1Y	1	0	0	0	0
Sphingomonas_taxi	0	0	0	0	1
Sphingomonas_xanthus	0	1	0	0	0
Sphingopyxis_fribergensis	0	0	0	0	1
Sphingopyxis_granuli	1	0	0	0	0
Sphingopyxis_lindanitolerans	0	1	0	0	0
Sphingopyxis_sp._DBS4	0	1	0	0	0
Sphingopyxis_sp._J-6	0	0	0	0	1
Sphingopyxis_sp._PAMC25046	1	0	0	0	0
Sphingopyxis_sp._PET50	0	1	0	0	0
Sphingopyxis_sp._YF1	0	1	0	0	0
Sphingorhabdus_sp.	1	0	0	0	0
Sphingorhabdus_sp._YGSMI21	1	0	0	0	0
Sphingosinicella_microcystinivorans	0	0	0	1	0
Spiribacter_halobius	1	0	0	0	0
Spirillospora_sp._CA-142024	1	0	0	0	0
Spirillospora_sp._NBC_01491	0	0	1	0	0
Spirobacillus_cienkowskii	1	0	0	0	0
Spiroplasma_diminutum	0	0	0	1	0
Spiroplasma_endosymbiont_of_Atherix_ibis	0	0	1	0	0
Spiroplasma_endosymbiont_of_Cantharis_nigra	0	0	0	1	0
Spiroplasma_endosymbiont_of_Cantharis_rufa	0	0	0	1	0
Spiroplasma_endosymbiont_of_Dioctria_linearis	0	0	0	1	0
Spiroplasma_endosymbiont_of_Diplazon_laetatorius	0	0	0	0	1
Spiroplasma_endosymbiont_of_Panorpa_germanica	1	0	0	0	0
Spiroplasma_platyhelix	0	1	0	0	0
Spiroplasma_sp._BIUS-1	0	0	0	1	0
Spirosoma_endbachense	0	0	0	0	1
Spirosoma_foliorum	0	0	0	0	1
Spirosoma_oryzicola	0	0	0	1	0
Spongiibacter_taiwanensis	0	0	0	1	0
Sporisorium_graminicola	1	0	0	0	0
Sporosarcina_pasteurii	0	0	0	1	0
Sporosarcina_ureilytica	0	0	1	0	0
Staphylococcus_arlettae	1	0	0	0	0
Staphylococcus_capitis	0	0	1	0	0
Staphylococcus_chromogenes	0	0	0	0	1
Staphylococcus_delphini	1	0	0	0	0
Staphylococcus_gallinarum	0	0	0	0	1
Staphylococcus_kloosii	0	0	0	0	1
Staphylococcus_lloydii	0	0	0	1	0
Staphylococcus_pasteuri	0	0	0	1	0
Staphylococcus_pettenkoferi	1	0	0	0	0
Staphylococcus_pseudoxylosus	0	0	0	0	1
Staphylococcus_rostri	0	0	0	0	1
Staphylococcus_saccharolyticus	0	0	1	0	0
Staphylothermus_marinus	0	0	0	1	0
Stappia_indica	0	1	0	0	0
Stenotrophomonas_acidaminiphila	0	1	0	0	0
Stenotrophomonas_sp._SAU14A_NAIMI4_8	0	0	0	0	1
Steroidobacter_denitrificans	0	1	0	0	0
Stigmatella_aurantiaca	1	0	0	0	0
Stratiformator_vulcanicus	1	0	0	0	0
Streptococcus_pantholopis	0	0	0	1	0
Streptococcus_phage_YMC-2011	0	0	0	1	0
Streptococcus_ruminantium	0	0	1	0	0
Streptococcus_sp._DAT741	0	0	0	0	1
Streptococcus_sp._DTU_2020_1000888_1_SI_GRL_NUU_041A	0	0	1	0	0
Streptococcus_sp._KS_6	0	0	0	0	1
Streptococcus_sp._ZY19097	0	0	0	1	0
Streptomyces_alboflavus	0	0	1	0	0
Streptomyces_buecherae	1	0	0	0	0
Streptomyces_caniferus	1	0	0	0	0
Streptomyces_caniscabiei	1	0	0	0	0
Streptomyces_canus	0	0	0	1	0
Streptomyces_celluloflavus	1	0	0	0	0
Streptomyces_chromofuscus	0	0	1	0	0
Streptomyces_coeruleorubidus	0	1	0	0	0
Streptomyces_cyaneofuscatus	0	0	0	0	1
Streptomyces_erythrochromogenes	1	0	0	0	0
Streptomyces_europaeiscabiei	1	0	0	0	0
Streptomyces_flavusporus	1	0	0	0	0
Streptomyces_globisporus	1	0	0	0	0
Streptomyces_gobiensis	0	1	0	0	0
Streptomyces_griseoviridis	0	0	0	1	0
Streptomyces_griseus	0	0	0	1	0
Streptomyces_halstedii	1	0	0	0	0
Streptomyces_hygroscopicus	1	0	0	0	0
Streptomyces_inhibens	0	0	0	0	1
Streptomyces_iranensis	1	0	0	0	0
Streptomyces_lavendulae	0	1	0	0	0
Streptomyces_luomodiensis	1	0	0	0	0
Streptomyces_luteireticuli	1	0	0	0	0
Streptomyces_luteoverticillatus	1	0	0	0	0
Streptomyces_lydicamycinicus	1	0	0	0	0
Streptomyces_mutabilis	1	0	0	0	0
Streptomyces_nigrescens	0	0	1	0	0
Streptomyces_okerensis	1	0	0	0	0
Streptomyces_peucetius	1	0	0	0	0
Streptomyces_platensis	1	0	0	0	0
Streptomyces_pluripotens	0	1	0	0	0
Streptomyces_prasinus	1	0	0	0	0
Streptomyces_profundus	0	0	0	1	0
Streptomyces_rapamycinicus	1	0	0	0	0
Streptomyces_rochei	0	1	0	0	0
Streptomyces_roseicoloratus	0	1	0	0	0
Streptomyces_sp._184	1	0	0	0	0
Streptomyces_sp._71268	1	0	0	0	0
Streptomyces_sp._ACT015	0	0	0	0	1
Streptomyces_sp._AHU1	0	0	1	0	0
Streptomyces_sp._AMCC400023	1	0	0	0	0
Streptomyces_sp._AM_4-1-1	0	0	0	1	0
Streptomyces_sp._BBFR51	0	1	0	0	0
Streptomyces_sp._C1-1	1	0	0	0	0
Streptomyces_sp._CA-142005	0	0	1	0	0
Streptomyces_sp._CB01881	0	0	0	1	0
Streptomyces_sp._CCM_MD2014	0	1	0	0	0
Streptomyces_sp._DSM_40750	1	0	0	0	0
Streptomyces_sp._DSS69	0	1	0	0	0
Streptomyces_sp._FZ201	1	0	0	0	0
Streptomyces_sp._Go40/10	0	1	0	0	0
Streptomyces_sp._HM190	0	0	0	1	0
Streptomyces_sp._HU2014	0	0	0	1	0
Streptomyces_sp._HUAS_15-9	1	0	0	0	0
Streptomyces_sp._JB150	0	0	0	1	0
Streptomyces_sp._JUS-F4	0	0	0	0	1
Streptomyces_sp._L7	1	0	0	0	0
Streptomyces_sp._M92	1	0	0	0	0
Streptomyces_sp._NA04227	0	1	0	0	0
Streptomyces_sp._NA13	1	0	0	0	0
Streptomyces_sp._NBC_00016	0	0	0	1	0
Streptomyces_sp._NBC_00019	1	0	0	0	0
Streptomyces_sp._NBC_00048	1	0	0	0	0
Streptomyces_sp._NBC_00076	0	1	0	0	0
Streptomyces_sp._NBC_00080	0	1	0	0	0
Streptomyces_sp._NBC_00151	0	0	1	0	0
Streptomyces_sp._NBC_00158	1	0	0	0	0
Streptomyces_sp._NBC_00162	1	0	0	0	0
Streptomyces_sp._NBC_00239	0	0	0	1	0
Streptomyces_sp._NBC_00299	1	0	0	0	0
Streptomyces_sp._NBC_00316	0	1	0	0	0
Streptomyces_sp._NBC_00354	0	1	0	0	0
Streptomyces_sp._NBC_00390	1	0	0	0	0
Streptomyces_sp._NBC_00400	0	1	0	0	0
Streptomyces_sp._NBC_00414	1	0	0	0	0
Streptomyces_sp._NBC_00454	1	0	0	0	0
Streptomyces_sp._NBC_00467	1	0	0	0	0
Streptomyces_sp._NBC_00490	1	0	0	0	0
Streptomyces_sp._NBC_00525	0	0	0	1	0
Streptomyces_sp._NBC_00536	1	0	0	0	0
Streptomyces_sp._NBC_00669	0	0	0	0	1
Streptomyces_sp._NBC_00691	1	0	0	0	0
Streptomyces_sp._NBC_00859	0	0	0	0	1
Streptomyces_sp._NBC_00879	0	0	0	1	0
Streptomyces_sp._NBC_00885	1	0	0	0	0
Streptomyces_sp._NBC_01022	1	0	0	0	0
Streptomyces_sp._NBC_01077	0	1	0	0	0
Streptomyces_sp._NBC_01089	0	1	0	0	0
Streptomyces_sp._NBC_01116	1	0	0	0	0
Streptomyces_sp._NBC_01166	0	1	0	0	0
Streptomyces_sp._NBC_01217	1	0	0	0	0
Streptomyces_sp._NBC_01255	0	1	0	0	0
Streptomyces_sp._NBC_01259	0	1	0	0	0
Streptomyces_sp._NBC_01288	1	0	0	0	0
Streptomyces_sp._NBC_01320	1	0	0	0	0
Streptomyces_sp._NBC_01341	0	0	0	1	0
Streptomyces_sp._NBC_01431	1	0	0	0	0
Streptomyces_sp._NBC_01439	1	0	0	0	0
Streptomyces_sp._NBC_01462	0	0	1	0	0
Streptomyces_sp._NBC_01478	0	0	0	1	0
Streptomyces_sp._NBC_01537	0	1	0	0	0
Streptomyces_sp._NBC_01558	0	1	0	0	0
Streptomyces_sp._NBC_01604	0	1	0	0	0
Streptomyces_sp._NBC_01723	1	0	0	0	0
Streptomyces_sp._NEAU-sy36	0	1	0	0	0
Streptomyces_sp._P1-3	1	0	0	0	0
Streptomyces_sp._P8-A8	1	0	0	0	0
Streptomyces_sp._P9-2B-2	1	0	0	0	0
Streptomyces_sp._PBH53	0	0	0	0	1
Streptomyces_sp._PCS3-D2	0	0	0	1	0
Streptomyces_sp._R11	1	0	0	0	0
Streptomyces_sp._R41	0	0	0	0	1
Streptomyces_sp._R44	1	0	0	0	0
Streptomyces_sp._Rer75	1	0	0	0	0
Streptomyces_sp._SCA2-17	1	0	0	0	0
Streptomyces_sp._SM18	0	0	0	1	0
Streptomyces_sp._SS7	0	1	0	0	0
Streptomyces_sp._SUK_48	0	1	0	0	0
Streptomyces_sp._SYP-A7185	0	0	1	0	0
Streptomyces_sp._SirexAA-E	1	0	0	0	0
Streptomyces_sp._YIM_121038	1	0	0	0	0
Streptomyces_sp._cg40	0	0	1	0	0
Streptomyces_sp._fd1-xmd	0	1	0	0	0
Streptomyces_tabacisoli	1	0	0	0	0
Streptomyces_tauricus	1	0	0	0	0
Streptomyces_thermoviolaceus	0	0	0	0	1
Streptomyces_tubbatahanensis	0	1	0	0	0
Streptomyces_violaceus	1	0	0	0	0
Streptomyces_xanthii	0	1	0	0	0
Streptomyces_xiamenensis	1	0	0	0	0
Streptosporangium_sp._CA-115845	1	0	0	0	0
Streptoverticillium_reticulum	0	1	0	0	0
Stutzerimonas_zhaodongensis	0	1	0	0	0
Suicoccus_acidiformans	1	0	0	0	0
Sulfitobacter_albidus	0	0	0	0	1
Sulfitobacter_alexandrii	0	1	0	0	0
Sulfitobacter_faviae	1	0	0	0	0
Sulfitobacter_mediterraneus	0	1	0	0	0
Sulfitobacter_sp._SK012	1	0	0	0	0
Sulfitobacter_sp._W027	1	0	0	0	0
Sulfobacillus_thermotolerans	0	0	0	0	1
Sulfolobus_acidocaldarius	0	0	0	1	0
Sulfuracidifex_tepidarius	0	0	0	0	1
Sulfuricella_denitrificans	0	1	0	0	0
Sulfuricurvum_kujiense	0	0	0	1	0
Sulfuriferula_plumbiphila	1	0	0	0	0
Sulfurimicrobium_lacus	0	1	0	0	0
Sulfurimonas_marina	0	0	0	1	0
Sulfurimonas_sp.	0	0	0	0	1
Sulfurospirillum_barnesii	0	0	0	1	0
Sulfurospirillum_multivorans	0	0	0	1	0
Sulfurovum_mangrovi	1	0	0	0	0
Sulfurovum_sp._CS9	0	0	0	1	0
Sulfurovum_sp._XGS-02	0	0	0	0	1
Sutterella_faecalis	1	0	0	0	0
Synechococcus_sp._A15-127	0	0	0	0	1
Synechococcus_sp._A15-24	1	0	0	0	0
Synechococcus_sp._A15-28	0	1	0	0	0
Synechococcus_sp._BIOS-U3-1	0	1	0	0	0
Synechococcus_sp._CC9902	0	0	1	0	0
Synechococcus_sp._JA-2-3B'a(2-13)	1	0	0	0	0
Synechococcus_sp._MIT_S9452	0	0	0	1	0
Synechococcus_sp._MIT_S9503	1	0	0	0	0
Synechococcus_sp._PROS-U-1	1	0	0	0	0
Synechococcus_sp._SynAce01	0	1	0	0	0
Synechococcus_sp._W4D4	0	1	0	0	0
Syntrophotalea_carbinolica	0	0	0	1	0
Syntrophus_aciditrophicus	0	0	0	1	0
Tabrizicola_sp.	1	0	0	0	0
Tabrizicola_sp._M-4	0	1	0	0	0
Tahibacter_amnicola	1	0	0	0	0
Talaromyces_marneffei	0	0	0	1	0
Talaromyces_rugulosus	0	0	0	1	0
Tardiphaga_sp._42S5	0	1	0	0	0
Tatumella_citrea	1	0	0	0	0
Taylorella_equigenitalis	1	0	0	0	0
Tenacibaculum_finnmarkense	0	0	0	1	0
Tenacibaculum_jejuense	0	0	0	1	0
Tenacibaculum_ovolyticum	0	0	0	1	0
Tenacibaculum_sp._nBUS_03	0	0	0	0	1
Tepidanaerobacter_acetatoxydans	0	1	0	0	0
Terasakiella_sp._SH-1	0	0	0	1	0
Teredinibacter_turnerae	0	1	0	0	0
Terrabacter_sp._BE26	1	0	0	0	0
Tessaracoccus_timonensis	1	0	0	0	0
Tetragenococcus_koreensis	0	0	0	0	1
Thalassiosira_pseudonana	0	0	0	0	1
Thalassobaculum_sp._OXR-137	1	0	0	0	0
Thalassolituus_hydrocarboniclasticus	1	0	0	0	0
Thalassolituus_oleivorans	0	1	0	0	0
Thalassospira_indica	1	0	0	0	0
Thalassospira_tepidiphila	1	0	0	0	0
Thalassotalea_nanhaiensis	0	0	0	1	0
Thalassotalea_sp._PS06	1	0	0	0	0
Thauera_chlorobenzoica	1	0	0	0	0
Thauera_sp._JM12B12	0	0	0	0	1
Thauera_sp._WB-2	1	0	0	0	0
Theileria_orientalis	0	0	0	1	0
Thermoanaerobacterium_sp._RBIITD	0	0	1	0	0
Thermobaculum_terrenum	1	0	0	0	0
Thermochromatium_tepidum	0	1	0	0	0
Thermococcus_paralvinellae	0	0	0	1	0
Thermococcus_profundus	0	1	0	0	0
Thermocoleostomius_sinensis	0	0	0	1	0
Thermodesulfobium_narugense	0	0	1	0	0
Thermodesulfovibrio_obliviosus	0	0	0	1	0
Thermoflavifilum_sp.	1	0	0	0	0
Thermoleptolyngbya_oregonensis	0	1	0	0	0
Thermosediminibacter_oceani	1	0	0	0	0
Thermosynechococcus_sp.	1	0	0	0	0
Thermosynechococcus_sp._NK55a	0	0	0	1	0
Thermus_brockianus	1	0	0	0	0
Thermus_scotoductus	1	0	0	0	0
Thioalkalivibrio_versutus	0	1	0	0	0
Thiobacillus_sp.	0	0	0	1	0
Thioclava_electrotropha	0	1	0	0	0
Thiohalobacter_thiocyanaticus	0	1	0	0	0
Thiomicrorhabdus_sediminis	0	0	0	1	0
Thiorhodovibrio_frisius	0	1	0	0	0
Thiothrix_litoralis	0	1	0	0	0
Thiothrix_unzii	0	1	0	0	0
Treponema_sp._OMZ_787	1	0	0	0	0
Treponema_sp._OMZ_857	0	0	0	1	0
Tsukamurella_paurometabola	0	0	1	0	0
Tsukamurella_sp._PLM1	1	0	0	0	0
Tundrisphaera_sp._TA3	0	1	0	0	0
Tunturiibacter_psychrotolerans	0	0	0	1	0
Ureibacillus_chungkukjangi	0	0	0	0	1
Usitatibacter_palustris	0	0	0	0	1
Vaginimicrobium_propionicum	0	0	0	1	0
Vagococcus_intermedius	0	0	0	1	0
Vagococcus_lutrae	0	0	0	1	0
Vagococcus_xieshaowenii	0	0	0	1	0
Variovorax_sp._278MFTsu5.1	0	1	0	0	0
Variovorax_sp._PBL-E5	1	0	0	0	0
Variovorax_sp._R-27	1	0	0	0	0
Variovorax_sp._UC74_104	0	0	0	0	1
Variovorax_ureilyticus	1	0	0	0	0
Verrucomicrobium_sp._GAS474	0	1	0	0	0
Verrucosispora_sp._WMMD1129	1	0	0	0	0
Vibrio_aerogenes	0	0	0	1	0
Vibrio_apostichopi	0	0	0	1	0
Vibrio_astriarenae	1	0	0	0	0
Vibrio_campbellii	0	1	0	0	0
Vibrio_chagasii	1	0	0	0	0
Vibrio_coralliilyticus	0	0	0	1	0
Vibrio_cyclitrophicus	1	0	0	0	0
Vibrio_diabolicus	0	0	0	1	0
Vibrio_echinoideorum	0	1	0	0	0
Vibrio_furnissii	0	1	0	0	0
Vibrio_palustris	1	0	0	0	0
Vibrio_rhizosphaerae	1	0	0	0	0
Vibrio_sp._B1FLJ16	0	0	0	0	1
Vibrio_sp._DW001	0	0	0	0	1
Vibrio_sp._SNU_ST1	0	0	0	1	0
Vibrio_sp._STUT-A11	1	0	0	0	0
Vibrio_sp._YMD68	0	0	0	1	0
Vibrio_splendidus	1	0	0	0	0
Vibrio_tapetis	1	0	0	0	0
Vibrio_vulnificus	0	1	0	0	0
Virgibacillus_flavescens	1	0	0	0	0
Virgibacillus_phasianinus	1	0	0	0	0
Vitreoscilla_filiformis	1	0	0	0	0
Vreelandella_sp._F11	0	0	0	0	1
Vulcanimicrobium_alpinum	0	1	0	0	0
Waddlia_chondrophila	0	0	0	1	0
Weissella_soli	0	0	0	1	0
Wenzhouxiangella_marina	1	0	0	0	0
Wielerella_bovis	1	0	0	0	0
Williamsia_herbipolensis	0	1	0	0	0
Winogradskyella_ouciana	0	0	0	1	0
Winogradskyella_sp._PG-2	0	0	0	0	1
Wohlfahrtiimonas_chitiniclastica	0	0	0	1	0
Wolbachia_endosymbiont_of_Cantharis_cryptica	0	0	0	1	0
Xanthomonas_albilineans	0	0	0	0	1
Xanthomonas_arboricola	1	0	0	0	0
Xanthomonas_cerealis	1	0	0	0	0
Xanthomonas_citri	0	1	0	0	0
Xanthomonas_graminis	1	0	0	0	0
Xanthomonas_oryzae	0	0	0	0	1
Xanthomonas_sp._10-10	1	0	0	0	0
Xanthomonas_sp._SI	0	1	0	0	0
Xenorhabdus_bovienii	0	0	0	1	0
Xylanimonas_cellulosilytica	0	1	0	0	0
Xylanimonas_sp._McL0601	1	0	0	0	0
Xylella_taiwanensis	0	1	0	0	0
Yersinia_enterocolitica	0	0	1	0	0
Yersinia_pseudotuberculosis	1	0	0	0	0
Yersinia_ruckeri	0	0	0	0	1
Yersinia_sp._HM-2024	1	0	0	0	0
Yoonia_phaeophyticola	1	0	0	0	0
Yoonia_rhodophyticola	0	0	0	1	0
Zhaonella_formicivorans	1	0	0	0	0
Zhihengliuella_sp._ISTPL4	1	0	0	0	0
Zobellia_alginiliquefaciens	1	0	0	0	0
Zophobihabitans_entericus	0	1	0	0	0
Zymobacter_palmae	0	1	0	0	0
Zymomonas_mobilis	0	0	0	1	0
Zymoseptoria_tritici	0	0	0	1	0
[Leptolyngbya]_sp._PCC_7376	0	0	0	1	0
[Mycobacterium]_burgundiense	1	0	0	0	0
[Phormidium]_sp._ETS-05	0	1	0	0	0
endosymbiont_DhMRE_of_Dentiscutata_heterogama	0	1	0	0	0
Acaryochloris_marina	0	0	0	0	0
Acetobacterium_sp._KB-1	0	0	0	0	0
Acidithiobacillus_ferridurans	0	0	0	0	0
Acidithiobacillus_sp._M4-SHS-6	0	0	0	0	0
Acidithiobacillus_sulfuriphilus	0	0	0	0	0
Acidothermus_cellulolyticus	0	0	0	0	0
Acidovorax_delafieldii	0	0	0	0	0
Acidovorax_facilis	0	0	0	0	0
Acidovorax_sp._GBBC_1281	0	0	0	0	0
Acinetobacter_indicus	0	0	0	0	0
Acinetobacter_schindleri	0	0	0	0	0
Acinetobacter_thermotolerans	0	0	0	0	0
Actinomadura_verrucosospora	0	0	0	0	0
Actinomycetospora_sp._CA-084318	0	0	0	0	0
Actinopolymorpha_singaporensis	0	0	0	0	0
Actinosynnema_pretiosum	0	0	0	0	0
Acuticoccus_sp._MNP-M23	0	0	0	0	0
Adhaeretor_mobilis	0	0	0	0	0
Advenella_kashmirensis	0	0	0	0	0
Aeromonas_caviae	0	0	0	0	0
Aeromonas_sp._ASNIH1	0	0	0	0	0
Aerosticca_soli	0	0	0	0	0
Aestuariispira_ectoiniformans	0	0	0	0	0
Agrobacterium_fabrum	0	0	0	0	0
Agrococcus_terreus	0	0	0	0	0
Akkermansia_sp._EB-AMDK43	0	0	0	0	0
Akkermansia_sp._JRP_AM1	0	0	0	0	0
Alcaligenes_faecalis	0	0	0	0	0
Alcaligenes_nematophilus	0	0	0	0	0
Algimonas_porphyrae	0	0	0	0	0
Algirhabdus_cladophorae	0	0	0	0	0
Aliamphritea_ceti	0	0	0	0	0
Alicyclobacillus_dauci	0	0	0	0	0
Alishewanella_sp._d11	0	0	0	0	0
Alloyangia_pacifica	0	0	0	0	0
Altererythrobacter_sp._BO-6	0	0	0	0	0
Amaricoccus_sp._B4	0	0	0	0	0
Aminirod_propionatiphilus	0	0	0	0	0
Amycolatopsis_keratiniphila	0	0	0	0	0
Amycolatopsis_roodepoortensis	0	0	0	0	0
Amycolatopsis_sp._DG1A-15b	0	0	0	0	0
Amycolatopsis_sp._FU40	0	0	0	0	0
Amycolatopsis_sp._NBC_00348	0	0	0	0	0
Amycolatopsis_sp._NBC_01488	0	0	0	0	0
Amycolatopsis_sp._YIM_10	0	0	0	0	0
Anaerocellum_danielii	0	0	0	0	0
Anaeromyxobacter_oryzae	0	0	0	0	0
Anaeromyxobacter_sp._K	0	0	0	0	0
Anatilimnocola_sp._NA78	0	0	0	0	0
Aquicoccus_sp._G2-2	0	0	0	0	0
Aquipluma_nitroreducens	0	0	0	0	0
Arachidicoccus_terrestris	0	0	0	0	0
Arcanobacterium_canis	0	0	0	0	0
Archaeoglobus_veneficus	0	0	0	0	0
Arcobacter_sp.	0	0	0	0	0
Arsenophonus_nasoniae	0	0	0	0	0
Arsenophonus_symbiont_of_Ornithomya_chloropus	0	0	0	0	0
Arthrobacter_jiangjiafuii	0	0	0	0	0
Arthrobacter_koreensis	0	0	0	0	0
Arthrobacter_sp._EM1	0	0	0	0	0
Arthrobacter_sp._Rue61a	0	0	0	0	0
Arthrobacter_sp._StoSoilB20	0	0	0	0	0
Arthrobacter_sp._UKPF54-2	0	0	0	0	0
Arthrobacter_sp._YA7-1	0	0	0	0	0
Arthrobacter_sulfonylureivorans	0	0	0	0	0
Arthrobacter_woluwensis	0	0	0	0	0
Atlantibacter_subterraneus	0	0	0	0	0
Aurantimonas_sp._HBX-1	0	0	0	0	0
Azoarcus_sp._DN11	0	0	0	0	0
Azospira_oryzae	0	0	0	0	0
Azospirillum_sp._A26	0	0	0	0	0
Azotobacter_vinelandii	0	0	0	0	0
Bacillus_halotolerans	0	0	0	0	0
Bacillus_luti	0	0	0	0	0
Bacillus_sp._7D3	0	0	0	0	0
Bacillus_sp._FSL_P4-0322	0	0	0	0	0
Bacillus_sp._N1-1	0	0	0	0	0
Baekduia_alba	0	0	0	0	0
Bergeyella_cardium	0	0	0	0	0
Bifidobacterium_sp._ESL0682	0	0	0	0	0
Bifidobacterium_sp._ESL0790	0	0	0	0	0
Billgrantia_tianxiuensis	0	0	0	0	0
Blastochloris_viridis	0	0	0	0	0
Blastococcus_sp._HT6-30	0	0	0	0	0
Bordetella_parapertussis	0	0	0	0	0
Bordetella_sp._H567	0	0	0	0	0
Bosea_sp._685	0	0	0	0	0
Bosea_sp._AS-1	0	0	0	0	0
Botrimarina_mediterranea	0	0	0	0	0
Brachymonas_wangyanguii	0	0	0	0	0
Bradyrhizobium_genosp._L	0	0	0	0	0
Bradyrhizobium_genosp._P	0	0	0	0	0
Bradyrhizobium_guangzhouense	0	0	0	0	0
Bradyrhizobium_sp._187	0	0	0	0	0
Bradyrhizobium_sp._62B	0	0	0	0	0
Bradyrhizobium_sp._CB1650	0	0	0	0	0
Bradyrhizobium_sp._CCBAU_53351	0	0	0	0	0
Bradyrhizobium_sp._LLZ17	0	0	0	0	0
Bradyrhizobium_sp._NDS-1	0	0	0	0	0
Bradyrhizobium_sp._vgs-9	0	0	0	0	0
Bremerella_sp._TYQ1	0	0	0	0	0
Brevibacillus_composti	0	0	0	0	0
Brevibacterium_zhoupengii	0	0	0	0	0
Brevundimonas_sp._MF30-B	0	0	0	0	0
Brevundimonas_sp._SL130	0	0	0	0	0
Burkholderia_pseudomultivorans	0	0	0	0	0
Burkholderia_sp._NRF60-BP8	0	0	0	0	0
Burkholderia_stabilis	0	0	0	0	0
Burkholderia_stagnalis	0	0	0	0	0
Calothrix_sp._PCC_7507	0	0	0	0	0
Candidatus_Aquiluna_sp._UB-MaderosW2red	0	0	0	0	0
Candidatus_Caldatribacterium_saccharofermentans	0	0	0	0	0
Candidatus_Cardinium_hertigii	0	0	0	0	0
Candidatus_Endomicrobiellum_trichonymphae	0	0	0	0	0
Candidatus_Ferrigenium_straubiae	0	0	0	0	0
Candidatus_Methylacidiphilum_infernorum	0	0	0	0	0
Candidatus_Methylocalor_cossyra	0	0	0	0	0
Candidatus_Mycobacterium_wuenschmannii	0	0	0	0	0
Caproicibacterium_lactatifermentans	0	0	0	0	0
Castellaniella_sp._MT123	0	0	0	0	0
Caulobacter_sp._NIBR2454	0	0	0	0	0
Caulobacter_sp._UC70_42	0	0	0	0	0
Cellulomonas_chengniuliangii	0	0	0	0	0
Cellulomonas_wangsupingiae	0	0	0	0	0
Cellvibrio_sp._PSBB006	0	0	0	0	0
Chitinivorax_sp._PXF-14	0	0	0	0	0
Chitinophaga_filiformis	0	0	0	0	0
Chitinophaga_sp._MM2321	0	0	0	0	0
Chitinophaga_sp._XS-30	0	0	0	0	0
Chromobacterium_haemolyticum	0	0	0	0	0
Chromobacterium_sp._CV08	0	0	0	0	0
Chromobacterium_sp._IIBBL_290-4	0	0	0	0	0
Chryseobacterium_sp._PTM-20240506	0	0	0	0	0
Citrobacter_cronae	0	0	0	0	0
Citrobacter_sedlakii	0	0	0	0	0
Citrobacter_sp._RHBSTW-00446	0	0	0	0	0
Clavibacter_michiganensis	0	0	0	0	0
Comamonas_piscis	0	0	0	0	0
Comamonas_sp._NLF-1-9	0	0	0	0	0
Conexibacter_sp._SYSU_D00693	0	0	0	0	0
Corynebacterium_auriscanis	0	0	0	0	0
Corynebacterium_bovis	0	0	0	0	0
Corynebacterium_deserti	0	0	0	0	0
Corynebacterium_falsenii	0	0	0	0	0
Corynebacterium_glyciniphilum	0	0	0	0	0
Corynebacterium_jeddahense	0	0	0	0	0
Corynebacterium_liangguodongii	0	0	0	0	0
Corynebacterium_sp._YSMAA1_1_F7	0	0	0	0	0
Corynebacterium_sphenisci	0	0	0	0	0
Croceicoccus_naphthovorans	0	0	0	0	0
Cupriavidus_gilardii	0	0	0	0	0
Cupriavidus_malaysiensis	0	0	0	0	0
Curtobacterium_sp._L1-20	0	0	0	0	0
Curtobacterium_sp._L3-7	0	0	0	0	0
Curtobacterium_sp._MCLR17_007	0	0	0	0	0
