Taxonomy	C1	C2
Escherichia virus HY01	0	0
Escherichia virus HY02	0	0
Escherichia virus HY03	0	0
Escherichia virus HZ2R8	0	0
Escherichia virus HZP2	0	0
Escherichia virus I22	0	0
Escherichia virus ID21	0	0
Escherichia virus ID32	0	0
Escherichia virus ID52	0	0
Escherichia virus ID62	0	0
Escherichia virus If1	0	0
Escherichia virus IME08	0	0
Escherichia virus Ime09	0	0
Escherichia virus IME11	0	0
Escherichia virus IME18	0	0
Escherichia virus IME253	0	0
Escherichia virus IME347	0	0
Escherichia virus IME542	0	0
Escherichia virus IMM002	0	0
Escherichia virus J8-65	0	0
Escherichia virus JenK1	0	0
Escherichia virus JenP1	0	0
Escherichia virus JenP2	0	0
Escherichia virus JES2013	0	0
Escherichia virus JH2	0	0
Escherichia virus JL1	0	0
Escherichia virus JMPW1	0	0
Escherichia virus JMPW2	0	0
Escherichia virus JS09	0	0
Escherichia virus JS10	0	0
Escherichia virus JS98	0	0
Escherichia virus JSE	0	0
Escherichia virus K1-5	0	0
Escherichia virus K1E	0	0
Escherichia virus K1F	0	0
Escherichia virus K1G	0	0
Escherichia virus K1H	0	0
Escherichia virus K1ind1	0	0
Escherichia virus K1ind2	0	0
Escherichia virus K	0	0
Escherichia virus K30	0	0
Escherichia virus KP26	0	0
Escherichia virus KWBSE43-6	0	0
Escherichia virus Lambda	0	0
Escherichia virus Lidtsur	0	0
Escherichia virus LL11	0	0
Escherichia virus LL2	0	0
Escherichia virus LL5	0	0
Escherichia virus LM33P1	0	0
Escherichia virus M13	0	0
Escherichia virus mEp234	0	0
Escherichia virus mEpX1	0	0
Escherichia virus mEpX2	0	0
Escherichia virus Min27	0	0
Escherichia virus Minorna	0	0
Escherichia virus MS2	0	0
Escherichia virus Mu	0	0
Escherichia virus Murica	0	0
Escherichia virus mutPK1A2	0	0
Escherichia virus MX01	0	0
Escherichia virus N15	0	0
Escherichia virus N30	0	0
Escherichia virus N4	0	0
Escherichia virus NBD2	0	0
Escherichia virus NC28	0	0
Escherichia virus NC29	0	0
Escherichia virus NC35	0	0
Escherichia virus NCA	0	0
Escherichia virus NJ01	0	0
Escherichia virus O157tp3	0	0
Escherichia virus O157tp6	0	0
Escherichia virus OSYSP	0	0
Escherichia virus P1	0	0
Escherichia virus P2	0	0
Escherichia virus P483	0	0
Escherichia virus P694	0	0
Escherichia virus PA2	0	0
Escherichia virus PA28	0	0
Escherichia virus PBECO4	0	0
Escherichia virus PE3-1	0	0
Escherichia virus PGT2	0	0
Escherichia virus PhAPEC2	0	0
Escherichia virus phAPEC8	0	0
Escherichia virus PhaxI	0	0
Escherichia virus phi1	0	0
Escherichia virus phiAPCEc03	0	0
Escherichia virus phiEB49	0	0
Escherichia virus phiEco32	0	0
Escherichia virus phiJLA23	0	0
Escherichia virus phiK	0	0
Escherichia virus PhiKT	0	0
Escherichia virus phiLLS	0	0
Escherichia virus phiV10	0	0
Escherichia virus phiX174	0	0
Escherichia virus Pollock	0	0
Escherichia virus pro147	0	0
Escherichia virus pro483	0	0
Escherichia virus PTXU04	0	0
Escherichia virus Qbeta	0	0
Escherichia virus QL01	0	0
Escherichia virus RB14	0	0
Escherichia virus RB16	0	0
Escherichia virus RB3	0	0
Escherichia virus RB32	0	0
Escherichia virus RB43	0	0
Escherichia virus RB49	0	0
Escherichia virus RB69	0	0
Escherichia virus RCS47	0	0
Escherichia virus Ro45lw	0	0
Escherichia virus Rogue1	0	0
Escherichia virus Rtp	0	0
Escherichia virus S523	0	0
Escherichia virus saus132	0	0
Escherichia virus Schickermooser	0	0
Escherichia virus SECphi27	0	0
Escherichia virus Septima11	0	0
Escherichia virus Seurat	0	0
Escherichia virus SH2	0	0
Escherichia virus Skarpretter	0	0
Escherichia virus slur03	0	0
Escherichia virus slur04	0	0
Escherichia virus slur09	0	0
Escherichia virus slur16	0	0
Escherichia virus Sortsne	0	0
Escherichia virus SRT7	0	0
Escherichia virus SRT8	0	0
Escherichia virus SSL2009a	0	0
Escherichia virus ST0	0	0
Escherichia virus St1	0	0
Escherichia virus ST31	0	0
Escherichia virus ST32	0	0
Escherichia virus Stx2 II	0	0
Escherichia virus SU10	0	0
Escherichia virus SUSP1	0	0
Escherichia virus SUSP2	0	0
Escherichia virus swan01	0	0
Escherichia virus T1	0	0
Escherichia virus T3	0	0
Escherichia virus T4	0	0
Escherichia virus T5	0	0
Escherichia virus T7	0	0
Escherichia virus Talmos	0	0
Escherichia virus TL2011	0	0
Escherichia virus TLS	0	0
Escherichia virus TP1	0	0
Escherichia virus UAB78	0	0
Escherichia virus V18	0	0
Escherichia virus V5	0	0
Escherichia virus Vec13	0	0
Escherichia virus VEc3	0	0
Escherichia virus VEc33	0	0
Escherichia virus VpaE1	0	0
Escherichia virus VR20	0	0
Escherichia virus VR25	0	0
Escherichia virus VR26	0	0
Escherichia virus VR5	0	0
Escherichia virus VR7	0	0
Escherichia virus WA45	0	0
Escherichia virus WFC	0	0
Escherichia virus WFH	0	0
Escherichia virus WG01	0	0
Escherichia virus Wphi	0	0
Escherichia virus wV8	0	0
Escherichia virus YD2008s	0	0
Escherichia virus YZ1	0	0
Escherichia virus ZG49	0	0
Esparto virus	0	0
Espirito Santo virus	0	0
Estrella lausannensis	0	0
Etaarterivirus ugarco 1	0	0
Etapapillomavirus 1	0	0
Ethanoligenens harbinense	0	0
Etheostoma fonticola aquareovirus	0	0
Ethiopian tobacco bushy top virus	0	0
Ethiopian tobacco bushy top virus satellite RNA	0	0
Eubacterium callanderi	0	0
[Eubacterium] cellulosolvens	1	0
Eubacterium limosum	0	0
Eubacterium maltosivorans	0	0
Eubacterium sp. NSJ-61	0	0
Eubenangee virus	0	0
Euhalothece natronophila	0	0
Eulipotyphla protoparvovirus 1	0	0
Euonymus yellow vein virus	0	0
Eupatorium vein clearing virus	0	0
Eupatorium yellow vein betasatellite	0	0
Eupatorium yellow vein mosaic betasatellite	0	0
Eupatorium yellow vein mosaic virus	0	0
Eupatorium yellow vein virus	0	0
Euphorbia caput-medusae latent virus	0	0
Euphorbia heterophylla associated gemycircularvirus	0	0
Euphorbia leaf curl Guangxi virus	0	0
Euphorbia leaf curl virus	0	0
Euphorbia mosaic Peru virus	0	0
Euphorbia mosaic virus	0	0
Euphorbia ringspot virus	0	0
Euphorbia yellow leaf curl virus	0	0
Euphorbia yellow mosaic alphasatellite	0	0
Euphorbia yellow mosaic virus	0	0
Euproctis pseudoconspersa nucleopolyhedrovirus	0	0
Euprosterna elaeasa virus	0	0
European bat 1 lyssavirus	0	0
European bat 2 lyssavirus	0	0
European brown hare syndrome virus	0	0
European catfish circovirus	0	0
European mountain ash ringspot-associated emaravirus	0	0
Euscelidius variegatus virus 1	0	0
Euzebya sp. DY32-46	0	1
Euzebyella marina	1	0
Everglades virus	0	0
Ewingella americana	0	0
Exiguobacterium acetylicum	0	0
Exiguobacterium antarcticum	0	0
Exiguobacterium arabatum	0	0
Exiguobacterium mexicanum	0	0
Exiguobacterium sibiricum	0	0
Exiguobacterium sp. AT1b	0	0
Exiguobacterium sp. Helios	0	0
Exiguobacterium sp. MH3	0	0
Exiguobacterium sp. N4-1P	0	0
Exiguobacterium sp. S3-2	0	0
Exiguobacterium sp. U13-1	0	0
Exiguobacterium sp. ZWU0009	0	0
Exomis microphylla latent virus	0	0
Eyach coltivirus	0	0
Ezakiella massiliensis	0	2
Faba bean necrotic stunt alphasatellite 1	0	0
Faba bean necrotic stunt alphasatellite 2	0	0
Faba bean necrotic stunt virus	0	0
Faba bean necrotic yellows alphasatellite 2	0	0
Faba bean necrotic yellows C11 alphasatellite	0	0
Faba bean necrotic yellows C1 alphasatellite	0	0
Faba bean necrotic yellows C7 alphasatellite	0	0
Faba bean necrotic yellows virus	0	0
Faba bean yellow leaf virus	0	0
Faecalibacterium prausnitzii	0	0
Faecalibacterium virus Brigit	0	0
Faecalibacterium virus Epona	0	0
Faecalibacterium virus Lagaffe	0	0
Faecalibacterium virus Lugh	0	0
Faecalibacterium virus Mushu	0	0
Faecalibacterium virus Oengus	0	0
Faecalibacterium virus Taranis	0	0
Faecalibacterium virus Toutatis	0	0
Faecalibaculum rodentium	0	0
Faecalitalea cylindroides	0	0
Fako virus	0	0
Falcon aviadenovirus A	0	0
Falcon picornavirus	0	0
Fall chinook aquareovirus	0	0
False black widow spider associated circular virus 1	0	0
Farfantepenaeus duorarum circovirus	0	0
Farfantepenaeus duorarum pink shrimp associated circular virus	0	0
Farmington virus	0	0
Fastidiosipila sanguinis	1	0
Fathead minnow nidovirus 1	0	0
Feldmannia species virus	0	0
Felid alphaherpesvirus 1	0	0
Felid gammaherpesvirus 1	0	0
Feline associated cyclovirus 1	0	0
Feline astrovirus 2	0	0
Feline calicivirus	0	0
Feline foamy virus	0	0
Feline immunodeficiency virus	0	0
Feline leukemia virus	0	0
Feline morbillivirus	0	0
Feline picornavirus	0	0
Feline stool-associated circular virus KU14	0	0
Felis catus papillomavirus type 5	0	0
Ferak feravirus	0	0
Ferret coronavirus	0	0
Ferrimonas balearica	0	0
Ferrimonas sp. S7	0	0
Ferriphaselus amnicola	0	0
Ferroglobus placidus	0	0
Ferroplasma acidarmanus	0	0
Ferroplasma acidiphilum	0	0
Ferrovibrio terrae	0	0
Fervidicoccus fontis	0	0
Fervidobacterium changbaicum	0	0
Fervidobacterium islandicum	0	0
Fervidobacterium nodosum	1	0
Fervidobacterium pennivorans	0	0
Festuca pratensis amalgavirus 1	0	0
Festuca pratensis amalgavirus 2	0	0
Fibrella aestuarina	0	0
Fibrella sp. ES10-3-2-2	1	0
Fibrisoma limi	0	0
Fibrobacter succinogenes	0	0
Fictibacillus arsenicus	0	0
Fictibacillus phosphorivorans	0	1
Fiddler Crab associated circular virus	0	0
Fig badnavirus 1	0	0
Fig cryptic virus	0	0
Fig fleck-associated virus	0	0
Fig mosaic emaravirus	0	0
Figwort mosaic virus	0	0
Fiji disease virus	0	0
Fikirini ledantevirus	0	0
Filifactor alocis	877	0
Filimonas lacunae	0	0
Fimbriimonas ginsengisoli	0	0
Finch circovirus	0	0
Finegoldia magna	3	0
Finkel-Biskis-Jinkins murine sarcoma virus	0	0
Fire ant associated circular virus 1	0	0
Fisavirus 1	0	0
Fischerella sp. NIES-3754	0	0
Fischerella sp. NIES-4106	0	0
Flagellimonas maritima	0	0
Flamingopox virus FGPVKD09	0	0
Flammeovirga pectinis	0	1
Flammeovirga sp. MY04	0	0
Flammulina velutipes browning virus	0	0
Flanders hapavirus	0	0
Flaviflexus salsibiostraticola	0	0
Flaviflexus sp. dk850	0	0
Flaviflexus sp. H23T48	0	0
Flavihumibacter sp. SB-02	0	0
Flavisolibacter ginsenosidimutans	0	0
Flavisolibacter sp. 17J28-1	0	0
Flavisolibacter tropicus	0	0
Flavivirga eckloniae	0	0
Flavobacterium album	0	0
Flavobacterium alkalisoli	0	0
Flavobacterium anhuiense	0	0
Flavobacterium arcticum	0	0
Flavobacterium branchiophilum	0	0
Flavobacterium columnare	1	0
Flavobacterium commune	0	0
Flavobacterium crassostreae	0	0
Flavobacterium crocinum	0	0
Flavobacterium faecale	0	0
Flavobacterium gilvum	0	0
Flavobacterium haoranii	0	0
Flavobacterium indicum	0	1
Flavobacterium johnsoniae	0	0
Flavobacterium kingsejongi	0	0
Flavobacterium magnum	0	0
Flavobacterium nackdongense	0	0
Flavobacterium nitrogenifigens	0	0
Flavobacterium pallidum	0	0
Flavobacterium phage 11b	0	0
Flavobacterium phage Fpv10	0	0
Flavobacterium phage Fpv11	0	0
Flavobacterium phage Fpv20	0	0
Flavobacterium phage Fpv2	0	0
Flavobacterium phage Fpv3	0	0
Flavobacterium phage Fpv5	0	0
Flavobacterium phage Fpv6	0	0
Flavobacterium phage Fpv7	0	0
Flavobacterium phage Fpv8	0	0
Flavobacterium phage vB_FspM_lotta8-1	0	0
Flavobacterium phage vB_FspM_pippi8-1	0	0
Flavobacterium phage vB_FspS_filifjonk9-1	0	0
Flavobacterium phage vB_FspS_hattifnatt9-1	0	0
Flavobacterium phage vB_FspS_hemulen6-1	0	0
Flavobacterium phage vB_FspS_laban6-1	0	0
Flavobacterium phage vB_FspS_lillamy9-1	0	0
Flavobacterium phage vB_FspS_morran9-1	0	0
Flavobacterium phage vB_FspS_mumin9-1	0	0
Flavobacterium phage vB_FspS_mymlan6-1	0	0
Flavobacterium phage vB_FspS_sniff9-1	0	0
Flavobacterium phage vB_FspS_snork6-1	0	0
Flavobacterium phage vB_FspS_snusmum6-1	0	0
Flavobacterium phage vB_FspS_stinky9-1	0	0
Flavobacterium phage vB_FspS_tant8-1	0	0
Flavobacterium phage vB_FspS_tooticki6-1	0	0
Flavobacterium psychrophilum	0	0
Flavobacterium sangjuense	0	0
Flavobacterium sediminis	0	0
Flavobacterium sp. 140616W15	0	0
Flavobacterium sp.	0	0
Flavobacterium sp. CJ74	0	1
Flavobacterium sp. HYN0086	0	0
Flavobacterium sp. I3-2	0	0
Flavobacterium sp. KBS0721	0	0
Flavobacterium sp. KI723T1	0	0
Flavobacterium sp. KP1	0	0
Flavobacterium sp. LPB0248	0	0
Flavobacterium sp. M31R6	0	0
Flavobacterium sp. MDT1-60	0	0
Flavobacterium sp. P2-65	0	0
Flavobacterium sp. Sr18	0	0
Flavobacterium sp. xlx-214	0	0
Flavobacterium virus 1H	0	0
Flavobacterium virus 23T	0	0
Flavobacterium virus 2A	0	0
Flavobacterium virus 6H	0	0
Flavobacterium virus FCL2	0	0
Flavobacterium virus FCV1	0	0
Flavobacterium virus FLiP	0	0
Flavobacterium virus Fpv1	0	0
Flavobacterium virus Fpv4	0	0
Flavonifractor plautii	0	0
Flexal mammarenavirus	0	0
Flexistipes sinusarabici	0	0
Flintibacter sp. KGMB00164	0	0
Flock House virus	0	0
Fluoribacter dumoffii	0	0
Fluviicola taffensis	0	0
Fly associated circular virus 4	0	0
Fly associated circular virus 5	0	0
Fly associated circular virus 6	0	0
Fly associated circular virus 7	0	0
Fly wubeivirus	0	0
Foot-and-mouth disease virus	0	0
Formica exsecta virus 1	0	0
Formica exsecta virus 2	0	0
Formosa agariphila	1	0
Formosa sediminum	0	0
Formosa sp. Hel1_31_208	0	0
Formosa sp. Hel1_33_131	0	1
Formosa sp. Hel3_A1_48	1	0
Formosa sp. L2A11	0	0
Fort Crockett virus	0	0
Fort Morgan virus	0	0
Fort Sherman orthobunyavirus	0	0
Foussvirus S46C10	0	0
Fowl aviadenovirus A	0	0
Fowl aviadenovirus B	0	0
Fowl aviadenovirus C	0	0
Fowl aviadenovirus D	0	0
Fowl aviadenovirus E	0	0
Fowlpox virus	0	0
Fox fecal rhabdovirus	0	0
Foxtail mosaic virus	0	0
Fragaria chiloensis cryptic virus	0	0
Fragaria chiloensis latent virus	0	0
Fragaria vesca	0	0
Francisella adeliensis	0	0
Francisella frigiditurris	0	0
Francisella halioticida	0	0
Francisella hispaniensis	0	0
Francisella marina	0	0
Francisella noatunensis	0	0
Francisella opportunistica	0	0
Francisella orientalis	0	0
Francisella persica	0	0
Francisella philomiragia	0	0
Francisella salina	0	0
Francisella sp. FSC1006	0	0
Francisella sp. LA112445	0	0
Francisella sp. MA067296	0	0
Francisella sp. Scap27	0	0
Francisella tularensis	0	0
Francisella uliginis	0	0
Frangipani mosaic virus	0	0
Frankia alni	0	0
Frankia casuarinae	0	0
Frankia inefficax	0	0
Frankia sp. EAN1pec	0	0
Frankia sp. QA3	0	0
Frankia torreyi	0	0
Frateuria aurantia	0	0
Frederiksenia canicola	0	2
Freesia mosaic virus	0	0
French bean leaf curl betasatellite	0	0
French bean leaf curl virus	0	0
French bean severe leaf curl virus	0	0
Friedmanniella luteola	0	0
Friedmanniella sagamiharensis	0	0
Frigoribacterium sp. NBH87	0	0
Frigoriglobus tundricola	0	0
Frijoles phlebovirus	0	0
Frischella perrara	0	0
Fritillary virus Y	0	0
Frog siadenovirus A	0	0
Frog virus 3	0	0
Frondihabitans sp. 762G35	0	0
Frondihabitans sp. PAMC 28766	0	0
Fruit bat alphaherpesvirus 1	0	0
Fuerstia marisgermanicae	0	0
Fugong orthohantavirus	0	0
Fujinami sarcoma virus	0	0
Fukuoka ledantevirus	0	0
Furcraea necrotic streak virus	0	0
Fur seal associated gemycircularvirus 1	0	0
Fur seal faeces associated circular DNA virus	0	0
Fur seal picorna-like virus	0	0
Fusarium asiaticum victorivirus 1	0	0
Fusarium coeruleum mitovirus 1	0	0
Fusarium deltaflexivirus 1	0	0
Fusarium globosum mitovirus 1	0	0
Fusarium graminearum alternavirus 1	0	0
Fusarium graminearum dsRNA mycovirus-1	0	0
Fusarium graminearum dsRNA mycovirus-3	0	0
Fusarium graminearum dsRNA mycovirus-4	0	0
Fusarium graminearum hypovirus 1	0	0
Fusarium graminearum hypovirus 2	0	0
Fusarium graminearum mycotymovirus 1	0	0
Fusarium langsethiae hypovirus 1	0	0
Fusarium oxysporum chrysovirus 2	0	0
Fusarium poae alternavirus 1	0	0
Fusarium poae dsRNA virus 2	0	0
Fusarium poae dsRNA virus 3	0	0
Fusarium poae fusarivirus 1	0	0
Fusarium poae mitovirus 1	0	0
Fusarium poae mitovirus 2	0	0
Fusarium poae mitovirus 3	0	0
Fusarium poae mitovirus 4	0	0
Fusarium poae mycovirus 1	0	0
Fusarium poae mycovirus 2	0	0
Fusarium poae narnavirus 1	0	0
Fusarium poae narnavirus 2	0	0
Fusarium poae negative-stranded virus 1	0	0
Fusarium poae negative-stranded virus 2	0	0
Fusarium poae partitivirus 2	0	0
Fusarium poae victorivirus 1	0	0
Fusarium poae virus 1	0	0
Fusarium solani virus 1	0	0
Fusobacterium gonidiaformans	1	0
Fusobacterium hwasookii	2206	5
Fusobacterium mortiferum	0	0
Fusobacterium necrophorum	8	0
Fusobacterium nucleatum	7271	106
Fusobacterium periodonticum	44	0
Fusobacterium pseudoperiodonticum	210	14
Fusobacterium sp. NSJ-57	2	0
Fusobacterium sp. oral taxon 203	231	1
Fusobacterium ulcerans	1	0
Fusobacterium varium	0	0
Fusong orthohantavirus	0	0
Fussvirus S30C28	0	0
Gadgets Gully virus	0	0
Gaillardia latent virus	0	0
Gairo mammarenavirus	0	0
Galbibacter sp. BG1	0	0
Galinsoga mosaic virus	0	0
Gallaecimonas mangrovi	0	2
Gallibacterium anatis	0	1
Gallid alphaherpesvirus 1	0	0
Gallid alphaherpesvirus 2	0	0
Gallid alphaherpesvirus 3	0	0
Galliform aveparvovirus 1	0	0
Gallionella capsiferriformans	0	0
Gallivirus A	0	0
Gallivirus Pf-CHK1/GV	0	0
Gamboa mosquito virus	0	0
Gamboa orthobunyavirus	0	0
Gammaarterivirus lacdeh	0	0
Gammapapillomavirus 10	0	0
Gammapapillomavirus 11	0	0
Gammapapillomavirus 12	0	0
Gammapapillomavirus 13	0	0
Gammapapillomavirus 1	0	0
Gammapapillomavirus 14	0	0
Gammapapillomavirus 15	0	0
Gammapapillomavirus 16	0	0
Gammapapillomavirus 17	0	0
Gammapapillomavirus 18	0	0
Gammapapillomavirus 19	0	0
Gammapapillomavirus 20	0	0
Gammapapillomavirus 21	0	0
Gammapapillomavirus 22	0	0
Gammapapillomavirus 23	0	0
Gammapapillomavirus 2	0	0
Gammapapillomavirus 24	0	0
Gammapapillomavirus 25	0	0
Gammapapillomavirus 26	0	0
Gammapapillomavirus 27	0	0
Gammapapillomavirus 3	0	0
Gammapapillomavirus 4	0	0
Gammapapillomavirus 5	0	0
Gammapapillomavirus 6	0	0
Gammapapillomavirus 7	0	0
Gammapapillomavirus 8	0	0
Gammapapillomavirus 9	0	0
Gammapapillomavirus sp.	0	0
Gammapleolipovirus His2	0	0
Gammarus sp. amphipod associated circular virus	0	0
Ganda orthophasmavirus	0	0
Gannoruwa bat lyssavirus	0	0
Gardnerella vaginalis	0	0
Garlic common latent virus	0	0
Garlic mite-borne filamentous virus	0	0
Garlic virus A	0	0
Garlic virus B	0	0
Garlic virus C	0	0
Garlic virus D	0	0
Garlic virus E	0	0
Garlic virus X	0	0
Garrulus glandarius associated circular virus 1	0	0
Gastropod associated circular ssDNA virus	0	0
Gata virus	0	0
Gayfeather mild mottle virus	0	0
Geitlerinema sp. PCC 7407	0	0
Gemella haemolysans	15	46
Gemella morbillorum	923	1
Gemella sanguinis	11	25
Gemella sp. ND 6198	0	2
Gemella sp. oral taxon 928	7	5
Geminocystis herdmanii	0	0
Geminocystis sp. NIES-3708	0	0
Geminocystis sp. NIES-3709	0	0
Gemmata massiliana	0	0
Gemmata obscuriglobus	0	0
Gemmata sp. SH-PL17	0	0
Gemmatimonas aurantiaca	0	0
Gemmatimonas phototrophica	0	0
Gemmatimonas sp. TET16	0	0
Gemmatirosa kalamazoonesis	0	0
Gemmobacter sp. HYN0069	0	0
Gemycircularvirus HV-GcV1	0	0
Gemycircularvirus sp.	0	0
Gentian Kobu-sho-associated virus	0	0
Gentian mosaic virus	0	0
Gentian ovary ringspot virus	0	0
Geoalkalibacter subterraneus	0	0
Geobacillus genomosp. 3	0	0
Geobacillus kaustophilus	0	0
Geobacillus phage GBK2	0	0
Geobacillus sp. 1121	0	0
Geobacillus sp. 44B	0	0
Geobacillus sp. 44C	0	0
Geobacillus sp. 46C-IIa	0	0
Geobacillus sp. 47C-IIb	0	0
Geobacillus sp. 610	0	0
Geobacillus sp. C56-T3	0	0
Geobacillus sp. E263	0	0
Geobacillus sp. GHH01	0	0
Geobacillus sp. JS12	0	0
Geobacillus sp. WCH70	0	0
Geobacillus sp. Y412MC52	0	0
Geobacillus sp. Y412MC61	0	0
Geobacillus sp. Y4.1MC1	0	0
Geobacillus stearothermophilus	0	0
Geobacillus subterraneus	0	0
Geobacillus thermocatenulatus	0	0
Geobacillus thermodenitrificans	0	0
Geobacillus thermoleovorans	0	0
Geobacillus virus E2	0	0
Geobacillus virus E3	0	0
Geobacillus virus GBSV1	0	0
Geobacillus virus Tp84	0	0
Geobacillus zalihae	0	0
Geobacter anodireducens	0	0
Geobacter bemidjiensis	0	0
Geobacter bremensis	0	0
Geobacter daltonii	0	0
Geobacter lovleyi	0	0
Geobacter metallireducens	0	0
Geobacter pickeringii	0	0
Geobacter sp. DSM 9736	0	0
Geobacter sp. FeAm09	0	0
Geobacter sp. M18	0	0
Geobacter sp. M21	0	0
Geobacter sulfurreducens	0	0
Geobacter uraniireducens	0	0
Geodermatophilus obscurus	0	0
Geoglobus acetivorans	0	0
Geoglobus ahangari	0	0
Georgenia faecalis	0	0
Georgenia sp. Z294	0	0
Georgenia sp. Z443	0	0
Georhizobium profundi	0	0
Geosporobacter ferrireducens	1	0
Geovibrio thiophilus	0	0
Gerrid arlivirus	0	0
Gerygone associated gemycircularvirus 1	0	0
Gerygone associated gemycircularvirus 2	0	0
Gerygone associated gemycircularvirus 3	0	0
Getah virus	0	0
Ghanaian bat henipavirus	0	0
Giant house spider associated circular virus 1	0	0
Giant house spider associated circular virus 2	0	0
Giant house spider associated circular virus 3	0	0
Giant house spider associated circular virus 4	0	0
Giant panda anellovirus	0	0
Giant panda associated gemycircularvirus	0	0
Giant panda circovirus 1	0	0
Giant panda circovirus 2	0	0
Giant panda circovirus 3	0	0
Giant panda circovirus 4	0	0
Giardia lamblia virus	0	0
Gibbon ape leukemia virus	0	0
Gibbsiella quercinecans	0	0
Giessen reptarenavirus	0	0
Gigaspora margarita giardia-like virus 1	0	0
Gigaspora margarita mitovirus 1	0	0
Gigaspora margarita mitovirus 2	0	0
Gigaspora margarita mitovirus 3	0	0
Gigaspora margarita mitovirus 4	0	0
Gill-associated virus	0	0
Gilliamella apicola	0	1
Gillisia sp. Hel1_33_143	0	0
Gilvibacter sp. SZ-19	0	0
Gimesia benthica	0	0
Gimesia maris	0	0
Glaciecola amylolytica	0	0
Glaciecola nitratireducens	0	0
Glaciihabitans sp. INWT7	0	0
Glaesserella parasuis	0	3
Glaesserella sp. 15-184	0	3
Glis glis polyomavirus 1	0	0
Gloeobacter kilaueensis	0	0
Gloeobacter violaceus	0	0
Gloeocapsa sp. PCC 7428	0	0
Gloeomargarita lithophora	0	0
Gloeothece citriformis	0	0
Gloeothece verrucosa	0	0
Gloriosa stripe mosaic virus	0	0
Glossina hytrosavirus	0	0
Gluconacetobacter diazotrophicus	0	0
Gluconobacter albidus	0	0
Gluconobacter oxydans	0	0
Gluconobacter thailandicus	0	0
Gluconobacter virus GC1	0	0
Glutamicibacter arilaitensis	0	0
Glutamicibacter creatinolyticus	0	0
Glutamicibacter halophytocola	0	0
Glutamicibacter mishrai	0	0
Glutamicibacter nicotianae	0	0
Glutamicibacter sp. ZJUTW	0	0
Glycine max	0	0
Glycine soja	0	0
Glycocaulis alkaliphilus	0	0
Glypta fumiferanae ichnovirus	0	0
Goat associated cyclovirus 1	0	0
Goatpox virus	0	0
Goat torovirus	0	0
Gokushovirinae Bog1183_53	0	0
Gokushovirinae Bog5712_52	0	0
Gokushovirinae Bog8989_22	0	0
