Kingdom	Phylum	Class	Order	Family	Genus	Cancer: mean rel. freq. (%)	Cancer: std. dev. (%)	Normal: mean rel. freq. (%)	Normal: std. dev. (%)	p-values	p-values (corrected)	Difference between means	95.0% lower CI	95.0% upper CI	Note	C1	C1: parent seq. count	C1: rel. freq. (%)	C3	C3: parent seq. count	C3: rel. freq. (%)	C4	C4: parent seq. count	C4: rel. freq. (%)	C5	C5: parent seq. count	C5: rel. freq. (%)	N1	N1: parent seq. count	N1: rel. freq. (%)	N2	N2: parent seq. count	N2: rel. freq. (%)	N3	N3: parent seq. count	N3: rel. freq. (%)	N4	N4: parent seq. count	N4: rel. freq. (%)	N5	N5: parent seq. count	N5: rel. freq. (%)	N6	N6: parent seq. count	N6: rel. freq. (%)	
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	2.20336727966	3.81634407611	11.4290952824	5.55544612974	0.0244128659734	0.0244128659734	-9.22572800277	-16.9076875214	-1.54376848408		0.0	100.0	0.0	0.0	100.0	0.0	8.81347	100.00001	8.81346911865	0.0	100.0	0.0	17.86949	100.0	17.86949	7.772	100.0	7.772	19.87109	99.99999	19.8710919871	10.93973	100.00002	10.9397278121	5.29042	99.99999	5.29042052904	6.83184	99.99998	6.83184136637	
k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	26.6862297577	10.0829068523	5.04707027935	3.54455128649	0.0295019981866	0.0295019981866	21.6391594784	3.78033022231	39.4979887345		34.14482	100.0	34.14482	34.34449	100.0	34.34449	9.69062	100.00001	9.69061903094	28.56499	100.0	28.56499	8.67558	100.0	8.67558	0.0	100.0	0.0	3.77161	99.99999	3.77161037716	5.06707	100.00002	5.06706898659	2.41283	99.99999	2.41283024128	10.35533	99.99998	10.3553320711	
k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Veillonella	2.20996484706	2.51493557337	11.6371824356	7.7324720573	0.0422863339102	0.0422863339102	-9.4272175885	-18.4125648826	-0.441870294399		0.0	100.0	0.0	2.72231	100.0	2.72231	6.11755	100.00001	6.11754938825	0.0	100.0	0.0	3.65562	100.0	3.65562	24.56425	100.0	24.56425	7.29688	99.99999	7.29688072969	3.13128	100.00002	3.13127937374	17.25084	99.99999	17.2508417251	13.92422	99.99998	13.9242227848	
k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	Unclassified f__Leptotrichiaceae	7.52007240878	4.9680910635	2.24318007904	2.36894760568	0.162611606259	0.162611606259	5.27689232974	-3.36193532675	13.9157199862		2.61363	100.0	2.61363	15.16041	100.0	15.16041	3.64886	100.00001	3.64885963511	8.65739	100.0	8.65739	2.22141	100.0	2.22141	7.30533	100.0	7.30533	1.68268	99.99999	1.68268016827	0.0	100.00002	0.0	1.43964	99.99999	1.43964014396	0.81002	99.99998	0.810020162004	
k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Rothia	1.67761483224	2.90571412497	8.55153045252	9.7104563395	0.187466097267	0.187466097267	-6.87391562028	-18.1078953716	4.36006413105		0.0	100.0	0.0	0.0	100.0	0.0	6.71046	100.00001	6.71045932895	0.0	100.0	0.0	0.0	100.0	0.0	4.25224	100.0	4.25224	12.29035	99.99999	12.290351229	6.63533	100.00002	6.63532867293	28.13126	99.99999	28.1312628131	0.0	99.99998	0.0	
