# Gene Family	C1	C2
K02194|g__Sphingomonas.s__Sphingomonas_melonis	0	7.3800738007
K02200|g__Sphingomonas.s__Sphingomonas_melonis	0	6.4308681672
K02204|unclassified	0	4.3525571273
K02226|g__Fusobacterium.s__Fusobacterium_nucleatum	10.5042016807	0
K02237|g__Fusobacterium.s__Fusobacterium_nucleatum	16.2412993039	0
K02257|g__Sphingomonas.s__Sphingomonas_melonis	0	3.640776699
K02275|unclassified	0	3.2217656249
K02276|g__Sphingomonas.s__Sphingomonas_melonis	0	3.6014405762
K02279|g__Sphingomonas.s__Sphingomonas_melonis	0	5.2798310454
K02291|unclassified	0	3.4195933457
K02299|g__Sphingomonas.s__Sphingomonas_melonis	0	13.2397694318
K02303|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.0627871363	0
K02335|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.7647600489	0
K02337|g__Sphingomonas.s__Sphingomonas_melonis	0	4.9897270326
K02341|g__Fusobacterium.s__Fusobacterium_nucleatum	10.3896103896	0
K02342|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.4771048744	0
K02342|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.9084194978	0
K02346|g__Fusobacterium.s__Fusobacterium_nucleatum	5.7602044601	0
K02355|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7971880622	0
K02355|g__Haemophilus.s__Haemophilus_influenzae	0	0.4992511233
K02355|g__Haemophilus.s__Haemophilus_parainfluenzae	0	2.9905147279
K02355|g__Haemophilus.s__Haemophilus_sputorum	0	2.9960114657
K02355|g__Sphingomonas.s__Sphingomonas_melonis	0	4.5135406219
K02356|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.2826552463	0
K02356|g__Haemophilus.s__Haemophilus_parainfluenzae	0	4.2826552463
K02357|g__Fusobacterium.s__Fusobacterium_nucleatum	9.4851631136	0
K02358|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.9191176471	0
K02358|g__Capnocytophaga.s__Capnocytophaga_sputigena	8.2720588235	0
K02358|g__Haemophilus.s__Haemophilus_parainfluenzae	0	2.0060180542
K02358|g__Haemophilus.s__Haemophilus_sputorum	0	5.6179775281
K02372|g__Fusobacterium.s__Fusobacterium_nucleatum	9.2024539877	0
K02379|g__Sphingomonas.s__Sphingomonas_melonis	0	7.0873692579
K02386|g__Sphingomonas.s__Sphingomonas_melonis	0	7.1599045346
K02394|g__Sphingomonas.s__Sphingomonas_melonis	0	4.995004995
K02395|g__Capnocytophaga.s__Capnocytophaga_sputigena	9.2165898618	0
K02411|unclassified	0	3.7831021438
K02416|g__Sphingomonas.s__Sphingomonas_melonis	0	8.9392133492
K02419|g__Sphingomonas.s__Sphingomonas_melonis	0	3.75
K02420|g__Sphingomonas.s__Sphingomonas_melonis	0	17.6470588235
K02427|g__Haemophilus.s__Haemophilus_sputorum	0	3.7950664137
K02429|g__Haemophilus.s__Haemophilus_sputorum	0	4.2122999158
K02429|g__Sphingomonas.s__Sphingomonas_melonis	0	4.6332046332
K02433|g__Fusobacterium.s__Fusobacterium_nucleatum	8.1001472754	0
K02434|g__Sphingomonas.s__Sphingomonas_melonis	0	4.3891733723
K02435|g__Fusobacterium.s__Fusobacterium_nucleatum	5.2356020942	0
K02435|g__Sphingomonas.s__Sphingomonas_melonis	0	9.8522167488
K02446|g__Fusobacterium.s__Fusobacterium_nucleatum	7.9702444208	0
K02452|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3835800808
K02454|g__Fusobacterium.s__Fusobacterium_nucleatum	7.4190083331	0
K02454|g__Sphingomonas.s__Sphingomonas_melonis	0	6.6711140761
K02469|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	3.314001657	0
K02469|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.7282518641	0
K02470|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.0672358591	0
K02470|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.3276505061	0
K02470|g__Fusobacterium.s__Fusobacterium_nucleatum	6.9278894794	0
K02470|g__Sphingomonas.s__Sphingomonas_melonis	0	5.4257095159
K02483|g__Sphingomonas.s__Sphingomonas_melonis	0	23.3614172639
K02502|unclassified	0	2.8138759268
K02517|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.2151238592	0
K02518|g__Sphingomonas.s__Sphingomonas_melonis	0	6.8493150685
K02519|g__Fusobacterium.s__Fusobacterium_nucleatum	9.7947761194	0
K02520|g__Sphingomonas.s__Sphingomonas_melonis	0	6.9124423963
K02527|g__Fusobacterium.s__Fusobacterium_nucleatum	10.9709270433	0
K02528|unclassified	0	4.8780487805
K02529|g__Sphingomonas.s__Sphingomonas_melonis	0	9.8167211244
K02535|unclassified	0	3.385367884
K02536|g__Fusobacterium.s__Fusobacterium_nucleatum	9.0702947846	0
K02557|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.1746442432	0
K02563|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7940590345	0
K02601|unclassified	7.3126142596	0
K02647|g__Fusobacterium.s__Fusobacterium_nucleatum	5.0403225806	0
K02687|g__Fusobacterium.s__Fusobacterium_nucleatum	7.2028811525	0
K02824|g__Fusobacterium.s__Fusobacterium_nucleatum	10.6761565836	0
K02835|g__Fusobacterium.s__Fusobacterium_nucleatum	6.1622768102	0
K02835|g__Sphingomonas.s__Sphingomonas_melonis	0	8.1883316274
K02838|g__Fusobacterium.s__Fusobacterium_nucleatum	5.274570676	0
K02860|g__Fusobacterium.s__Fusobacterium_nucleatum	11.8483412322	0
K02863|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.7796610169	0
K02863|g__Fusobacterium.s__Fusobacterium_nucleatum	6.5789473684	0
K02864|g__Fusobacterium.s__Fusobacterium_nucleatum	7.2639225182	0
K02867|g__Fusobacterium.s__Fusobacterium_nucleatum	9.2024539877	0
K02867|g__Haemophilus.s__Haemophilus_parainfluenzae	0	3.0395136778
K02867|g__Haemophilus.s__Haemophilus_sputorum	0	6.0790273556
K02871|g__Sphingomonas.s__Sphingomonas_melonis	0	6.7156379749
K02874|g__Alloprevotella.s__Prevotella_sp_oral_taxon_473	3.7593984962	0
K02874|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.6512779877	0
K02874|g__Fusobacterium.s__Fusobacterium_nucleatum	9.2561339048	0
K02874|g__Sphingomonas.s__Sphingomonas_melonis	0	14.8698884758
K02874|unclassified	0	1.996007984
K02876|g__Capnocytophaga.s__Capnocytophaga_sputigena	9.9009206764	0
K02876|g__Fusobacterium.s__Fusobacterium_nucleatum	7.8141783029	0
K02876|g__Haemophilus.s__Haemophilus_parainfluenzae	0	5.9701492537
K02876|g__Haemophilus.s__Haemophilus_sputorum	0	5.9701492537
K02878|g__Fusobacterium.s__Fusobacterium_nucleatum	9.2024539877	0
K02879|g__Fusobacterium.s__Fusobacterium_nucleatum	7.96812749	0
K02881|unclassified	0	3.1347962382
K02886|g__Fusobacterium.s__Fusobacterium_nucleatum	5.4719562244	0
K02887|g__Fusobacterium.s__Fusobacterium_nucleatum	19.1800285507	0
K02887|unclassified	0.5880152967	0
K02888|g__Sphingomonas.s__Sphingomonas_melonis	0	5.076142132
K02890|g__Fusobacterium.s__Fusobacterium_nucleatum	14.6542607878	0
K02890|g__Haemophilus.s__Haemophilus_sputorum	0	4.2918454936
K02890|g__Sphingomonas.s__Sphingomonas_melonis	0	7.1942446043
K02892|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.3191489362	0
K02895|g__Capnocytophaga.s__Capnocytophaga_sputigena	16.1851452154	0
K02895|g__Fusobacterium.s__Fusobacterium_nucleatum	10.4140238789	0
K02897|g__Haemophilus.s__Haemophilus_sputorum	0	5.3191489362
K02899|g__Haemophilus.s__Haemophilus_sputorum	0	6.3291139241
K02902|g__Fusobacterium.s__Fusobacterium_nucleatum	12.6582278481	0
K02904|g__Filifactor.s__Filifactor_alocis	10.8695652174	0
K02904|g__Fusobacterium.s__Fusobacterium_nucleatum	30.1204819277	0
K02904|unclassified	0	6.3694267516
K02906|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.861003861	0
K02906|g__Fusobacterium.s__Fusobacterium_nucleatum	9.328358209	0
K02907|g__Fusobacterium.s__Fusobacterium_nucleatum	23.2558139535	0
K02907|g__Haemophilus.s__Haemophilus_sputorum	0	25.974025974
K02909|g__Fusobacterium.s__Fusobacterium_nucleatum	13.698630137	0
K02909|g__Haemophilus.s__Haemophilus_sputorum	0	8.8495575221
K02911|g__Fusobacterium.s__Fusobacterium_nucleatum	25.0	0
K02911|g__Haemophilus.s__Haemophilus_sputorum	0	14.0845070423
K02913|g__Haemophilus.s__Haemophilus_parainfluenzae	0	14.0845070423
K02913|g__Sphingomonas.s__Sphingomonas_melonis	0	29.4117647059
K02913|unclassified	7.5187969925	10.908562595
K02914|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	16.9491525424	0
K02914|g__Capnocytophaga.s__Capnocytophaga_sputigena	33.8983050847	0
K02914|g__Haemophilus.s__Haemophilus_parainfluenzae	0	28.5714285714
K02916|g__Sphingomonas.s__Sphingomonas_melonis	0	24.184854766
K02916|unclassified	6.25	0
K02926|g__Fusobacterium.s__Fusobacterium_nucleatum	7.2697912321	0
K02931|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5482438525	0
K02931|g__Haemophilus.s__Haemophilus_parainfluenzae	0	6.8181818182
K02931|g__Haemophilus.s__Haemophilus_sputorum	0	4.5454545455
K02931|g__Sphingomonas.s__Sphingomonas_melonis	0	6.1855670103
K02933|g__Fusobacterium.s__Fusobacterium_nucleatum	13.8248847926	0
K02933|g__Sphingomonas.s__Sphingomonas_melonis	0	5.7133648227
K02935|g__Haemophilus.s__Haemophilus_parainfluenzae	0	7.3529411765
K02945|g__Fusobacterium.s__Fusobacterium_nucleatum	9.2281879195	0
K02946|g__Aggregatibacter.s__Aggregatibacter_segnis	4.7169811321	0
K02946|g__Gemella.s__Gemella_morbillorum	9.5693779904	0
K02946|g__Haemophilus.s__Haemophilus_sputorum	0	4.7169811321
K02948|g__Alloprevotella.s__Prevotella_sp_oral_taxon_473	6.8965517241	0
K02948|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2413793103	0
K02948|g__Haemophilus.s__Haemophilus_sputorum	0	10.3448275862
K02950|g__Fusobacterium.s__Fusobacterium_nucleatum	24.2014982129	0
K02950|g__Sphingomonas.s__Sphingomonas_melonis	0	5.4581581805
K02952|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.8181818182	0
K02952|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.2727272727	0
K02952|g__Fusobacterium.s__Fusobacterium_nucleatum	15.5642023346	0
K02952|g__Haemophilus.s__Haemophilus_parainfluenzae	0	3.8910505837
K02952|g__Haemophilus.s__Haemophilus_sputorum	0	3.8910505837
K02952|unclassified	2.8461708218	0
K02954|g__Aggregatibacter.s__Aggregatibacter_segnis	14.09512773	0
K02954|g__Fusobacterium.s__Fusobacterium_nucleatum	21.2765957447	0
K02954|unclassified	6.6225165563	0
K02956|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	11.7647058824	0
K02956|g__Fusobacterium.s__Fusobacterium_nucleatum	18.9873417722	0
K02956|g__Haemophilus.s__Haemophilus_sputorum	0	11.7647058824
K02961|g__Fusobacterium.s__Fusobacterium_nucleatum	26.3822367079	0
K02963|g__Fusobacterium.s__Fusobacterium_nucleatum	25.2100840336	0
K02965|g__Fusobacterium.s__Fusobacterium_nucleatum	8.7590593981	0
K02967|g__Fusobacterium.s__Fusobacterium_nucleatum	7.7639751553	0
K02967|g__Haemophilus.s__Haemophilus_parainfluenzae	0	4.8154093098
K02968|g__Fusobacterium.s__Fusobacterium_nucleatum	17.3410404624	0
K02970|g__Gemella.s__Gemella_morbillorum	13.5135135135	0
K02982|g__Fusobacterium.s__Fusobacterium_nucleatum	5.3571428571	0
K02982|g__Haemophilus.s__Haemophilus_parainfluenzae	0	1.6447368421
K02982|g__Haemophilus.s__Haemophilus_sputorum	0	3.2894736842
K02986|g__Fusobacterium.s__Fusobacterium_nucleatum	14.2688138408	0
K02988|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8571428571	0
K02992|g__Fusobacterium.s__Fusobacterium_nucleatum	16.2689224837	0
K02992|g__Sphingomonas.s__Sphingomonas_melonis	0	6.7800026278
K02996|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6030066542	0
K02996|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3103201074
K03040|g__Fusobacterium.s__Fusobacterium_nucleatum	5.7171610053	0
K03043|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.6172506739	0
K03043|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.3126684636	0
K03043|g__Fusobacterium.s__Fusobacterium_nucleatum	9.5513748191	0
K03046|g__Fusobacterium.s__Fusobacterium_nucleatum	12.1762000915	0
K03060|g__Sphingomonas.s__Sphingomonas_melonis	0	8.1632653061
K03070|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0.6140620203	0
K03070|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.2905301869	0
K03070|g__Fusobacterium.s__Fusobacterium_nucleatum	6.6830995872	0
K03073|g__Sphingomonas.s__Sphingomonas_melonis	0	10.2040816327
K03073|unclassified	2.8653295129	0
K03076|g__Fusobacterium.s__Fusobacterium_nucleatum	9.759583661	0
K03078|g__Haemophilus.s__Haemophilus_sputorum	0	5.1635111876
K03088|g__Sphingomonas.s__Sphingomonas_melonis	0	13.671875
K03100|g__Filifactor.s__Filifactor_alocis	4.4247787611	0
K03101|g__Filifactor.s__Filifactor_alocis	5.4794520548	0
K03101|unclassified	4.1279713726	0
K03106|g__Fusobacterium.s__Fusobacterium_nucleatum	6.4777327935	0
K03110|g__Sphingomonas.s__Sphingomonas_melonis	0	3.5756853397
K03113|g__Capnocytophaga.s__Capnocytophaga_sputigena	13.3928571429	0
K03116|g__Capnocytophaga.s__Capnocytophaga_sputigena	18.691588785	0
K03118|g__Sphingomonas.s__Sphingomonas_melonis	0	3.6840900118
K03147|g__Fusobacterium.s__Fusobacterium_nucleatum	9.5854649431	0
K03168|g__Sphingomonas.s__Sphingomonas_melonis	0	4.4462409054
K03168|unclassified	0	3.064351379
K03177|g__Fusobacterium.s__Fusobacterium_nucleatum	10.4712041885	0
K03215|unclassified	5.957321978	0
K03217|g__Fusobacterium.s__Fusobacterium_nucleatum	13.5135135135	0
K03218|g__Fusobacterium.s__Fusobacterium_nucleatum	9.9173553719	0
K03270|g__Fusobacterium.s__Fusobacterium_nucleatum	9.828009828	0
K03271|g__Fusobacterium.s__Fusobacterium_nucleatum	10.3092783505	0
K03274|g__Fusobacterium.s__Fusobacterium_nucleatum	8.8987764182	0
K03282|g__Filifactor.s__Filifactor_alocis	3.5587188612	0
K03282|g__Haemophilus.s__Haemophilus_sputorum	0	6.8259385666
K03286|g__Fusobacterium.s__Fusobacterium_nucleatum	13.6948062492	0
K03305|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.0994390617	0
K03305|g__Sphingomonas.s__Sphingomonas_melonis	0	4.6647230321
K03308|unclassified	6.1890903878	0
K03312|unclassified	4.3668122271	0
K03321|g__Sphingomonas.s__Sphingomonas_melonis	0	5.8394160584
K03322|g__Sphingomonas.s__Sphingomonas_melonis	0	7.4503311258
K03386|g__Sphingomonas.s__Sphingomonas_melonis	0	8.6206896552
K03387|g__Sphingomonas.s__Sphingomonas_melonis	0	4.0349697377
K03406|g__Sphingomonas.s__Sphingomonas_melonis	0	14.412555444
K03408|g__Sphingomonas.s__Sphingomonas_melonis	0	21.8160963067
K03409|g__Sphingomonas.s__Sphingomonas_melonis	0	13.4009497567
K03412|g__Sphingomonas.s__Sphingomonas_melonis	0	6.5005417118
K03413|unclassified	3.0487804878	6.0241510393
K03431|unclassified	9.0634441088	0
K03438|g__Fusobacterium.s__Fusobacterium_nucleatum	21.9025922356	0
K03439|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	3.4423407917	0
K03439|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.8846815835	0
K03439|g__Fusobacterium.s__Fusobacterium_nucleatum	10.9709270433	0
K03439|g__Sphingomonas.s__Sphingomonas_melonis	0	6.8846815835
K03453|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.2151238592	0
K03466|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.3170731707	0
K03469|g__Sphingomonas.s__Sphingomonas_melonis	0	8.4269662921
K03495|unclassified	4.750521924	0
K03496|g__Fusobacterium.s__Fusobacterium_nucleatum	4.8154093098	0
K03496|g__Sphingomonas.s__Sphingomonas_melonis	0	7.3206442167
K03497|unclassified	0	3.4443168772
K03499|unclassified	6.7975830816	0
K03501|g__Fusobacterium.s__Fusobacterium_nucleatum	6.6777963272	0
K03517|g__Sphingomonas.s__Sphingomonas_melonis	0	5.4704595186
K03517|unclassified	6.5566431493	0
K03525|unclassified	3.6649682759	0
K03526|g__Sphingomonas.s__Sphingomonas_melonis	0	8.7548638132
K03527|g__Fusobacterium.s__Fusobacterium_nucleatum	9.2281879195	0
K03527|g__Haemophilus.s__Haemophilus_sputorum	0	4.7337278107
K03536|g__Fusobacterium.s__Fusobacterium_nucleatum	8.4745762712	0
K03544|g__Fusobacterium.s__Fusobacterium_nucleatum	8.5509873368	0
K03544|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9726962457
K03545|g__Fusobacterium.s__Fusobacterium_nucleatum	8.3612040134	0
K03545|g__Sphingomonas.s__Sphingomonas_melonis	0	8.794364658
K03545|unclassified	3.2255017357	0
K03551|g__Fusobacterium.s__Fusobacterium_nucleatum	10.9051254089	0
K03551|g__Sphingomonas.s__Sphingomonas_melonis	0	4.3336944745
K03553|g__Fusobacterium.s__Fusobacterium_nucleatum	8.7040618956	0
K03555|unclassified	5.2710843373	0
K03559|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	3.4843205575	0
K03559|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.4843205575	0
K03559|g__Fusobacterium.s__Fusobacterium_nucleatum	8.6754104056	0
K03559|g__Sphingomonas.s__Sphingomonas_melonis	0	12.1580547112
K03561|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	3.164556962	0
K03561|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.3291139241	0
K03561|g__Fusobacterium.s__Fusobacterium_nucleatum	6.8450510459	0
K03566|g__Sphingomonas.s__Sphingomonas_melonis	0	5.076142132
K03568|g__Sphingomonas.s__Sphingomonas_melonis	0	5.2710843373
K03569|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	2.1528525296	0
K03569|g__Capnocytophaga.s__Capnocytophaga_sputigena	10.764262648	0
K03588|unclassified	4.1841004184	0
K03590|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.5078888054	0
K03592|unclassified	0	3.2061467204
K03595|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.6726342711	0
K03596|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	2.0371648009	0
K03596|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.0341374973	0
K03612|unclassified	10.0200400802	0
K03621|g__Fusobacterium.s__Fusobacterium_nucleatum	7.6347783021	0
K03625|g__Sphingomonas.s__Sphingomonas_melonis	0	8.4985835694
K03628|g__Fusobacterium.s__Fusobacterium_nucleatum	6.1295971979	0
K03629|g__Fusobacterium.s__Fusobacterium_nucleatum	8.870495709	0
K03630|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	4.1683853176	0
K03630|g__Fusobacterium.s__Fusobacterium_nucleatum	11.6861435726	0
K03631|g__Fusobacterium.s__Fusobacterium_nucleatum	7.0422535211	0
K03642|unclassified	0	3.984063745
K03643|g__Sphingomonas.s__Sphingomonas_melonis	0	4.8076923077
K03644|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.585335019	0
K03650|g__Fusobacterium.s__Fusobacterium_nucleatum	7.0977917981	0
K03650|unclassified	0	5.6451612903
K03652|g__Sphingomonas.s__Sphingomonas_melonis	0	11.0619469027
K03653|g__Fusobacterium.s__Fusobacterium_nucleatum	7.2202166065	0
K03657|g__Sphingomonas.s__Sphingomonas_melonis	0	5.4894784995
K03657|unclassified	4.5686198682	0
K03665|g__Sphingomonas.s__Sphingomonas_melonis	0	4.6059714909
K03666|g__Sphingomonas.s__Sphingomonas_melonis	0	6.4898342263
K03684|g__Sphingomonas.s__Sphingomonas_melonis	0	5.7581573896
K03685|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.0698027314	0
K03685|g__Sphingomonas.s__Sphingomonas_melonis	0	5.2724077329
K03686|g__Haemophilus.s__Haemophilus_sputorum	0	3.9138943249
K03686|unclassified	5.244360882	0
K03695|g__Fusobacterium.s__Fusobacterium_nucleatum	8.0680515733	0
K03695|g__Sphingomonas.s__Sphingomonas_melonis	0	4.435483871
K03699|g__Sphingomonas.s__Sphingomonas_melonis	0	4.9916805324
K03702|g__Fusobacterium.s__Fusobacterium_nucleatum	9.1968117719	0
K03702|g__Sphingomonas.s__Sphingomonas_melonis	0	14.3607632774
K03703|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.1890606421	0
K03703|g__Capnocytophaga.s__Capnocytophaga_sputigena	5.0535077289	0
K03703|g__Fusobacterium.s__Fusobacterium_nucleatum	8.9820359281	0
K03704|g__Sphingomonas.s__Sphingomonas_melonis	0	6.9252077562
K03705|g__Fusobacterium.s__Fusobacterium_nucleatum	7.5839653304	0
K03710|g__Sphingomonas.s__Sphingomonas_melonis	0	9.5389507154
K03718|g__Capnocytophaga.s__Capnocytophaga_sputigena	10.4438642298	0
K03723|g__Sphingomonas.s__Sphingomonas_melonis	0	5.0430139425
K03734|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.4626865672	0
K03735|g__Fusobacterium.s__Fusobacterium_nucleatum	5.5205047319	0
K03736|g__Fusobacterium.s__Fusobacterium_nucleatum	13.9601886695	0
K03737|g__Fusobacterium.s__Fusobacterium_nucleatum	8.0761465244	0
K03742|g__Fusobacterium.s__Fusobacterium_nucleatum	12.7620783956	0
K03763|unclassified	2.9978641634	0
K03770|g__Fusobacterium.s__Fusobacterium_nucleatum	6.9095477387	0
K03771|g__Sphingomonas.s__Sphingomonas_melonis	0	3.9432176656
K03777|g__Capnocytophaga.s__Capnocytophaga_sputigena	3.7688442211	0
K03778|g__Fusobacterium.s__Fusobacterium_nucleatum	7.6838638858	0
K03782|g__Sphingomonas.s__Sphingomonas_melonis	0	4.6970408643
K03786|g__Fusobacterium.s__Fusobacterium_nucleatum	5.8139534884	0
K03796|g__Fusobacterium.s__Fusobacterium_nucleatum	6.5789473684	0
K03809|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9642147117
K03821|g__Sphingomonas.s__Sphingomonas_melonis	0	4.1841004184
K03823|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.204610951	0
K03823|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3662471079
K03832|g__Capnocytophaga.s__Capnocytophaga_sputigena	14.2635106693	0
K03832|g__Sphingomonas.s__Sphingomonas_melonis	0	4.5317220544
K03841|g__Capnocytophaga.s__Capnocytophaga_sputigena	8.6398864801	0
K03923|g__Haemophilus.s__Haemophilus_parainfluenzae	0	5.6179775281
K03924|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	1.1086474501	0
K03924|g__Capnocytophaga.s__Capnocytophaga_sputigena	4.4345898004	0
K03977|g__Fusobacterium.s__Fusobacterium_nucleatum	8.1766148814	0
K03978|g__Fusobacterium.s__Fusobacterium_nucleatum	8.3303995698	0
K03979|g__Fusobacterium.s__Fusobacterium_nucleatum	10.1098822887	0
K04019|g__Fusobacterium.s__Fusobacterium_nucleatum	9.0157776108	0
K04023|g__Fusobacterium.s__Fusobacterium_nucleatum	11.6740057458	0
K04042|g__Fusobacterium.s__Fusobacterium_nucleatum	8.038585209	0
K04043|g__Fusobacterium.s__Fusobacterium_nucleatum	10.9826589595	0
K04047|unclassified	0	6.364371651
K04066|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3088803089
K04077|g__Haemophilus.s__Haemophilus_influenzae	0	0.3164734735
K04077|g__Haemophilus.s__Haemophilus_parainfluenzae	0	3.5620009932
K04077|g__Haemophilus.s__Haemophilus_sputorum	0	2.5957170668
K04078|g__Prevotella.s__Prevotella_melaninogenica	0	5.8823529412
K04078|g__Sphingomonas.s__Sphingomonas_melonis	0	10.6382978723
K04079|unclassified	5.2089323226	0
K04083|g__Sphingomonas.s__Sphingomonas_melonis	0	6.157635468
K04094|g__Fusobacterium.s__Fusobacterium_nucleatum	8.2987551867	0
K04094|g__Sphingomonas.s__Sphingomonas_melonis	0	7.0977917981
K04488|g__Filifactor.s__Filifactor_alocis	5.9701492537	0
K04565|g__Sphingomonas.s__Sphingomonas_melonis	0	5.7603686636
K04744|unclassified	0	3.6067514624
K04749|unclassified	7.2202166065	0
K04755|g__Haemophilus.s__Haemophilus_sputorum	0	4.132231405
K04755|unclassified	0	7.0546956652
K04762|g__Sphingomonas.s__Sphingomonas_melonis	0	15.4639175258
K04773|g__Sphingomonas.s__Sphingomonas_melonis	0	5.0279329609
K05349|unclassified	0	4.3841399482
K05350|g__Sphingomonas.s__Sphingomonas_melonis	0	3.7230081906
K05366|g__Sphingomonas.s__Sphingomonas_melonis	0	4.7641734159
K05515|g__Sphingomonas.s__Sphingomonas_melonis	0	5.9820538385
K05524|g__Sphingomonas.s__Sphingomonas_melonis	0	8.2644628099
K05525|g__Sphingomonas.s__Sphingomonas_melonis	0	5.3097345133
K05540|g__Sphingomonas.s__Sphingomonas_melonis	0	7.6335877863
K05595|g__Sphingomonas.s__Sphingomonas_melonis	0	9.5969289827
K05601|g__Fusobacterium.s__Fusobacterium_nucleatum	7.3304825901	0
K05770|unclassified	0	6.1898445737
K05807|g__Sphingomonas.s__Sphingomonas_melonis	0	5.753739931
K05837|g__Sphingomonas.s__Sphingomonas_melonis	0	7.9207920792
K05837|unclassified	7.5042505626	0
K05896|g__Sphingomonas.s__Sphingomonas_melonis	0	7.9872204473
K05966|g__Fusobacterium.s__Fusobacterium_nucleatum	9.461288081	0
K05970|unclassified	0	5.2795729184
K05985|g__Filifactor.s__Filifactor_alocis	4.4843049327	0
K05985|g__Fusobacterium.s__Fusobacterium_nucleatum	11.0619469027	0
K06013|g__Capnocytophaga.s__Capnocytophaga_sputigena	7.8534031414	0
K06041|g__Fusobacterium.s__Fusobacterium_nucleatum	7.4364897077	0
K06147|g__Fusobacterium.s__Fusobacterium_nucleatum	14.092038427599999	0
K06147|g__Prevotella.s__Prevotella_nigrescens	6.0422960725	0
K06147|g__Sphingomonas.s__Sphingomonas_melonis	0	4.7477744807
K06147|unclassified	4.7505938242	0
K06148|g__Fusobacterium.s__Fusobacterium_nucleatum	6.9488313329	0
K06153|g__Fusobacterium.s__Fusobacterium_nucleatum	11.1805738229	0
K06158|g__Sphingomonas.s__Sphingomonas_melonis	0	4.004576659
K06168|g__Fusobacterium.s__Fusobacterium_nucleatum	6.6225165563	0
K06168|g__Sphingomonas.s__Sphingomonas_melonis	0	4.2553191489
K06173|g__Fusobacterium.s__Fusobacterium_nucleatum	6.2695924765	0
K06177|g__Sphingomonas.s__Sphingomonas_melonis	0	10.7719928187
K06180|g__Capnocytophaga.s__Capnocytophaga_sputigena	6.29590766	0
K06180|g__Fusobacterium.s__Fusobacterium_nucleatum	9.9298983473	0
K06181|g__Sphingomonas.s__Sphingomonas_melonis	0	15.6844724159
K06209|unclassified	4.6838407494	0
K06215|g__Fusobacterium.s__Fusobacterium_nucleatum	12.1130551817	0
K06217|g__Sphingomonas.s__Sphingomonas_melonis	0	5.4373415522
