# Gene Family	C1_Abundance-RPKs
K01791|g__Filifactor.s__Filifactor_alocis	1.934
K01791|g__Fusobacterium.s__Fusobacterium_nucleatum	5.837
K01791|g__Prevotella.s__Prevotella_nigrescens	1.923
K01802	13.009
K01802|g__Fusobacterium.s__Fusobacterium_nucleatum	13.009
K01803	16.766
K01803|g__Fusobacterium.s__Fusobacterium_nucleatum	16.766
K01808	14.336
K01808|g__Filifactor.s__Filifactor_alocis	2.907
K01808|g__Fusobacterium.s__Fusobacterium_nucleatum	11.429
K01809	10.772
K01809|unclassified	10.772
K01810	14.257
K01810|g__Prevotella.s__Prevotella_nigrescens	2.273
K01810|unclassified	11.984
K01834	17.036
K01834|g__Fusobacterium.s__Fusobacterium_nucleatum	17.036
K01835	19.001
K01835|g__Filifactor.s__Filifactor_alocis	3.088
K01835|g__Fusobacterium.s__Fusobacterium_nucleatum	14.696
K01835|g__Prevotella.s__Prevotella_nigrescens	1.217
K01843	6.756
K01843|g__Fusobacterium.s__Fusobacterium_nucleatum	6.756
K01844	15.1
K01844|g__Fusobacterium.s__Fusobacterium_nucleatum	15.1
K01845	16.565
K01845|g__Fusobacterium.s__Fusobacterium_nucleatum	16.565
K01846	6.37
K01846|g__Fusobacterium.s__Fusobacterium_nucleatum	3.215
K01846|g__Prevotella.s__Prevotella_nigrescens	3.155
K01858	0.828
K01858|g__Prevotella.s__Prevotella_nigrescens	0.828
K01866	20.969
K01866|g__Eikenella.s__Eikenella_corrodens	0.832
K01866|g__Filifactor.s__Filifactor_alocis	1.765
K01866|g__Fusobacterium.s__Fusobacterium_nucleatum	11.72
K01866|g__Prevotella.s__Prevotella_nigrescens	3.317
K01866|unclassified	3.335
K01867	15.843
K01867|g__Fusobacterium.s__Fusobacterium_nucleatum	7.934
K01867|g__Prevotella.s__Prevotella_nigrescens	1.946
K01867|unclassified	5.964
K01868	21.993
K01868|g__Fusobacterium.s__Fusobacterium_nucleatum	15.963
K01868|unclassified	6.03
K01869	10.874
K01869|g__Fusobacterium.s__Fusobacterium_nucleatum	10.874
K01870	24.801
K01870|g__Fusobacterium.s__Fusobacterium_nucleatum	15.907
K01870|unclassified	8.894
K01872	15.565
K01872|g__Fusobacterium.s__Fusobacterium_nucleatum	15.565
K01873	12.075
K01873|g__Fusobacterium.s__Fusobacterium_nucleatum	12.075
K01874	18.638
K01874|g__Eikenella.s__Eikenella_corrodens	1.546
K01874|g__Filifactor.s__Filifactor_alocis	1.093
K01874|g__Fusobacterium.s__Fusobacterium_nucleatum	15.999
K01875	27.477
K01875|g__Fusobacterium.s__Fusobacterium_nucleatum	12.864
K01875|g__Prevotella.s__Prevotella_nigrescens	1.681
K01875|unclassified	12.932
K01876	30.206
K01876|g__Eikenella.s__Eikenella_corrodens	1.755
K01876|g__Filifactor.s__Filifactor_alocis	2.382
K01876|g__Fusobacterium.s__Fusobacterium_nucleatum	13.086
K01876|g__Prevotella.s__Prevotella_nigrescens	4.816
K01876|unclassified	8.166
K01878	12.901
K01878|g__Fusobacterium.s__Fusobacterium_nucleatum	12.901
K01879	28.038
K01879|g__Eikenella.s__Eikenella_corrodens	0.51
K01879|g__Fusobacterium.s__Fusobacterium_nucleatum	27.528
K01880	17.121
K01880|g__Filifactor.s__Filifactor_alocis	3.096
K01880|g__Prevotella.s__Prevotella_nigrescens	4.134
K01880|unclassified	9.891
K01881	19.557
K01881|g__Fusobacterium.s__Fusobacterium_nucleatum	13.716
K01881|unclassified	5.841
K01883	18.048
K01883|g__Filifactor.s__Filifactor_alocis	1.537
K01883|g__Fusobacterium.s__Fusobacterium_nucleatum	9.084
K01883|g__Prevotella.s__Prevotella_nigrescens	2.882
K01883|unclassified	4.544
K01885	21.489
K01885|g__Fusobacterium.s__Fusobacterium_nucleatum	20.078
K01885|g__Prevotella.s__Prevotella_nigrescens	1.41
K01887	17.203
K01887|g__Filifactor.s__Filifactor_alocis	1.247
K01887|g__Fusobacterium.s__Fusobacterium_nucleatum	13.632
K01887|g__Prevotella.s__Prevotella_nigrescens	2.324
K01889	26.32
K01889|g__Filifactor.s__Filifactor_alocis	4.348
K01889|g__Fusobacterium.s__Fusobacterium_nucleatum	10.854
K01889|unclassified	11.118
K01890	20.536
K01890|g__Filifactor.s__Filifactor_alocis	0.88
K01890|g__Fusobacterium.s__Fusobacterium_nucleatum	15.234
K01890|unclassified	4.422
K01892	4.822
K01892|g__Filifactor.s__Filifactor_alocis	0.917
K01892|g__Prevotella.s__Prevotella_nigrescens	3.905
K01893	22.473
K01893|g__Filifactor.s__Filifactor_alocis	3.053
K01893|g__Fusobacterium.s__Fusobacterium_nucleatum	18.654
K01893|g__Prevotella.s__Prevotella_nigrescens	0.766
K01897	1.261
K01897|g__Prevotella.s__Prevotella_nigrescens	1.261
K01902	15.667
K01902|g__Prevotella.s__Prevotella_nigrescens	2.587
K01902|unclassified	13.08
K01910	25.584
K01910|g__Fusobacterium.s__Fusobacterium_nucleatum	25.584
K01911	4.233
K01911|g__Prevotella.s__Prevotella_nigrescens	4.233
K01914	5.619
K01914|g__Filifactor.s__Filifactor_alocis	1.094
K01914|g__Fusobacterium.s__Fusobacterium_nucleatum	4.525
K01915	12.186
K01915|g__Filifactor.s__Filifactor_alocis	3.297
K01915|unclassified	8.889
K01916	24.46
K01916|g__Filifactor.s__Filifactor_alocis	1.538
K01916|g__Fusobacterium.s__Fusobacterium_nucleatum	14.773
K01916|unclassified	8.148
K01921	35.365
K01921|g__Filifactor.s__Filifactor_alocis	4.158
K01921|g__Fusobacterium.s__Fusobacterium_nucleatum	24.852
K01921|unclassified	6.355
K01923	22.783
K01923|g__Filifactor.s__Filifactor_alocis	3.425
K01923|g__Fusobacterium.s__Fusobacterium_nucleatum	14.658
K01923|g__Prevotella.s__Prevotella_nigrescens	4.7
K01924	18.78
K01924|g__Filifactor.s__Filifactor_alocis	3.971
K01924|g__Fusobacterium.s__Fusobacterium_nucleatum	14.809
K01925	11.487
K01925|g__Filifactor.s__Filifactor_alocis	1.6
K01925|g__Fusobacterium.s__Fusobacterium_nucleatum	9.887
K01928	12.364
K01928|g__Filifactor.s__Filifactor_alocis	2.791
K01928|g__Fusobacterium.s__Fusobacterium_nucleatum	9.573
K01929	7.159
K01929|g__Filifactor.s__Filifactor_alocis	1.589
K01929|g__Fusobacterium.s__Fusobacterium_nucleatum	0.58
K01929|g__Prevotella.s__Prevotella_nigrescens	4.99
K01933	24.387
K01933|g__Filifactor.s__Filifactor_alocis	2.112
K01933|g__Fusobacterium.s__Fusobacterium_nucleatum	18.451
K01933|g__Prevotella.s__Prevotella_nigrescens	3.824
K01934	4.515
K01934|g__Fusobacterium.s__Fusobacterium_nucleatum	4.515
K01935	7.143
K01935|g__Fusobacterium.s__Fusobacterium_nucleatum	7.143
K01937	4.655
K01937|g__Filifactor.s__Filifactor_alocis	3.329
K01937|g__Prevotella.s__Prevotella_nigrescens	1.326
K01938	32.432
K01938|g__Filifactor.s__Filifactor_alocis	2.532
K01938|g__Fusobacterium.s__Fusobacterium_nucleatum	27.359
K01938|g__Prevotella.s__Prevotella_nigrescens	2.541
K01939	20.374
K01939|g__Fusobacterium.s__Fusobacterium_nucleatum	20.374
K01945	15.661
K01945|g__Fusobacterium.s__Fusobacterium_nucleatum	6.774
K01945|unclassified	8.887
K01951	23.616
K01951|g__Filifactor.s__Filifactor_alocis	2.094
K01951|g__Fusobacterium.s__Fusobacterium_nucleatum	18.748
K01951|g__Prevotella.s__Prevotella_nigrescens	2.774
K01952	1.442
K01952|g__Filifactor.s__Filifactor_alocis	1.442
K01955	9.224
K01955|unclassified	9.224
K01956	19.468
K01956|g__Fusobacterium.s__Fusobacterium_nucleatum	13.327
K01956|g__Prevotella.s__Prevotella_nigrescens	6.141
K01960	4.773
K01960|g__Prevotella.s__Prevotella_nigrescens	4.773
K01961	13.214
K01961|g__Campylobacter.s__Campylobacter_showae	1.623
K01961|g__Filifactor.s__Filifactor_alocis	1.577
K01961|unclassified	10.013
K01962	21.254
K01962|g__Filifactor.s__Filifactor_alocis	2.358
K01962|g__Fusobacterium.s__Fusobacterium_nucleatum	18.896
K01963	19.629
K01963|g__Fusobacterium.s__Fusobacterium_nucleatum	19.629
K01972	15.603
K01972|g__Filifactor.s__Filifactor_alocis	1.049
K01972|g__Fusobacterium.s__Fusobacterium_nucleatum	14.554
K01990	21.688
K01990|g__Filifactor.s__Filifactor_alocis	9.834
K01990|g__Gemella.s__Gemella_morbillorum	6.359
K01990|g__Prevotella.s__Prevotella_nigrescens	5.495
K01996	19.544
K01996|g__Fusobacterium.s__Fusobacterium_nucleatum	19.544
K01997	13.936
K01997|g__Fusobacterium.s__Fusobacterium_nucleatum	13.936
K02003	24.3
K02003|g__Filifactor.s__Filifactor_alocis	6.734
K02003|g__Fusobacterium.s__Fusobacterium_nucleatum	17.566
K02004	6.92
K02004|g__Filifactor.s__Filifactor_alocis	6.92
K02005	2.586
K02005|g__Filifactor.s__Filifactor_alocis	2.586
K02009	15.432
K02009|g__Fusobacterium.s__Fusobacterium_nucleatum	15.432
K02010	8.864
K02010|g__Fusobacterium.s__Fusobacterium_nucleatum	8.864
K02012	17.724
K02012|g__Fusobacterium.s__Fusobacterium_nucleatum	17.724
K02013	22.513
K02013|g__Fusobacterium.s__Fusobacterium_nucleatum	19.223
K02013|g__Prevotella.s__Prevotella_nigrescens	3.289
K02014	1.058
K02014|g__Fusobacterium.s__Fusobacterium_nucleatum	1.058
K02015	23.419
K02015|g__Fusobacterium.s__Fusobacterium_nucleatum	23.419
K02016	4.224
K02016|g__Prevotella.s__Prevotella_nigrescens	4.224
K02020	1.661
K02020|g__Campylobacter.s__Campylobacter_showae	1.661
K02028	10.671
K02028|g__Fusobacterium.s__Fusobacterium_nucleatum	10.671
K02029	20.543
K02029|g__Filifactor.s__Filifactor_alocis	3.67
K02029|g__Fusobacterium.s__Fusobacterium_nucleatum	16.874
K02030	12.275
K02030|g__Filifactor.s__Filifactor_alocis	5.857
K02030|g__Fusobacterium.s__Fusobacterium_nucleatum	6.418
K02031	23.254
K02031|g__Fusobacterium.s__Fusobacterium_nucleatum	23.254
K02032	3.15
K02032|g__Fusobacterium.s__Fusobacterium_nucleatum	3.15
K02033	45.637
K02033|g__Fusobacterium.s__Fusobacterium_nucleatum	45.637
K02034	45.557
K02034|g__Fusobacterium.s__Fusobacterium_nucleatum	45.557
K02035	34.131
K02035|g__Filifactor.s__Filifactor_alocis	0.67
K02035|g__Fusobacterium.s__Fusobacterium_nucleatum	33.461
K02041	12.313
K02041|g__Fusobacterium.s__Fusobacterium_nucleatum	12.313
K02044	16.736
K02044|g__Fusobacterium.s__Fusobacterium_nucleatum	16.736
K02050	2.963
K02050|g__Filifactor.s__Filifactor_alocis	2.963
K02051	2.188
K02051|g__Filifactor.s__Filifactor_alocis	2.188
K02056	11.481
K02056|g__Filifactor.s__Filifactor_alocis	0.699
K02056|g__Fusobacterium.s__Fusobacterium_nucleatum	10.782
K02057	34.943
K02057|g__Filifactor.s__Filifactor_alocis	1.957
K02057|g__Fusobacterium.s__Fusobacterium_nucleatum	32.986
K02066	1.546
K02066|g__Prevotella.s__Prevotella_nigrescens	1.546
K02071	18.707
K02071|g__Fusobacterium.s__Fusobacterium_nucleatum	18.707
K02072	16.611
K02072|g__Fusobacterium.s__Fusobacterium_nucleatum	16.611
K02073	22.74
K02073|g__Filifactor.s__Filifactor_alocis	5.277
K02073|g__Fusobacterium.s__Fusobacterium_nucleatum	17.463
K02077	18.541
K02077|g__Fusobacterium.s__Fusobacterium_nucleatum	18.541
K02078	36.725
K02078|g__Fusobacterium.s__Fusobacterium_nucleatum	15.625
K02078|g__Prevotella.s__Prevotella_nigrescens	7.299
K02078|unclassified	13.801
K02106	3.132
K02106|g__Fusobacterium.s__Fusobacterium_nucleatum	3.132
K02108	15.469
K02108|g__Filifactor.s__Filifactor_alocis	1.653
K02108|g__Fusobacterium.s__Fusobacterium_nucleatum	13.816
K02109	15.306
K02109|g__Fusobacterium.s__Fusobacterium_nucleatum	15.306
K02110	39.737
K02110|g__Fusobacterium.s__Fusobacterium_nucleatum	11.765
K02110|g__Prevotella.s__Prevotella_nigrescens	27.972
K02111	17.775
K02111|g__Campylobacter.s__Campylobacter_showae	2.821
K02111|g__Filifactor.s__Filifactor_alocis	2.124
K02111|g__Fusobacterium.s__Fusobacterium_nucleatum	12.83
K02112	17.02
K02112|g__Campylobacter.s__Campylobacter_showae	1.541
K02112|g__Filifactor.s__Filifactor_alocis	1.541
K02112|g__Fusobacterium.s__Fusobacterium_nucleatum	13.938
K02113	2.123
K02113|g__Fusobacterium.s__Fusobacterium_nucleatum	2.123
K02115	27.608
K02115|g__Filifactor.s__Filifactor_alocis	2.639
K02115|g__Fusobacterium.s__Fusobacterium_nucleatum	14.686
K02115|unclassified	10.283
K02117	3.539
K02117|g__Filifactor.s__Filifactor_alocis	3.539
K02118	20.36
K02118|g__Filifactor.s__Filifactor_alocis	1.566
K02118|g__Fusobacterium.s__Fusobacterium_nucleatum	18.794
K02119	15.508
K02119|g__Fusobacterium.s__Fusobacterium_nucleatum	15.508
K02120	1.866
K02120|g__Fusobacterium.s__Fusobacterium_nucleatum	1.866
K02121	15.487
K02121|g__Fusobacterium.s__Fusobacterium_nucleatum	15.487
K02122	9.569
K02122|g__Filifactor.s__Filifactor_alocis	4.785
K02122|g__Fusobacterium.s__Fusobacterium_nucleatum	4.785
K02123	3.165
K02123|g__Filifactor.s__Filifactor_alocis	3.165
K02124	8.243
K02124|g__Filifactor.s__Filifactor_alocis	3.021
K02124|g__Fusobacterium.s__Fusobacterium_nucleatum	5.222
K02169	7.03
K02169|g__Fusobacterium.s__Fusobacterium_nucleatum	7.03
K02188	6.779
K02188|g__Fusobacterium.s__Fusobacterium_nucleatum	6.779
K02189	12.071
K02189|g__Fusobacterium.s__Fusobacterium_nucleatum	12.071
K02190	12.465
K02190|g__Fusobacterium.s__Fusobacterium_nucleatum	12.465
K02191	14.894
K02191|g__Fusobacterium.s__Fusobacterium_nucleatum	14.894
K02204	1.192
K02204|g__Fusobacterium.s__Fusobacterium_nucleatum	1.192
K02224	6.477
K02224|g__Fusobacterium.s__Fusobacterium_nucleatum	6.477
K02232	14.378
K02232|g__Fusobacterium.s__Fusobacterium_nucleatum	14.378
K02233	1.357
K02233|g__Fusobacterium.s__Fusobacterium_nucleatum	1.357
K02237	26.629
K02237|g__Filifactor.s__Filifactor_alocis	3.552
K02237|g__Fusobacterium.s__Fusobacterium_nucleatum	23.076
K02238	0.917
K02238|g__Fusobacterium.s__Fusobacterium_nucleatum	0.917
K02313	3.153
K02313|g__Filifactor.s__Filifactor_alocis	1.623
K02313|g__Prevotella.s__Prevotella_nigrescens	1.53
K02314	16.155
K02314|g__Filifactor.s__Filifactor_alocis	3.263
K02314|g__Fusobacterium.s__Fusobacterium_nucleatum	12.893
K02316	20.117
K02316|g__Filifactor.s__Filifactor_alocis	1.226
K02316|g__Fusobacterium.s__Fusobacterium_nucleatum	15.754
K02316|g__Prevotella.s__Prevotella_nigrescens	3.136
K02334	18.324
K02334|g__Fusobacterium.s__Fusobacterium_nucleatum	18.324
K02335	4.764
K02335|g__Filifactor.s__Filifactor_alocis	4.764
K02338	35.742
K02338|g__Fusobacterium.s__Fusobacterium_nucleatum	28.404
K02338|unclassified	7.339
K02340	10.794
K02340|g__Prevotella.s__Prevotella_nigrescens	10.794
K02341	24.902
K02341|g__Filifactor.s__Filifactor_alocis	1.597
K02341|g__Fusobacterium.s__Fusobacterium_nucleatum	23.305
K02342	12.126
K02342|unclassified	12.126
K02343	16.685
K02343|g__Filifactor.s__Filifactor_alocis	2.663
K02343|g__Fusobacterium.s__Fusobacterium_nucleatum	14.022
K02346	23.338
K02346|g__Fusobacterium.s__Fusobacterium_nucleatum	13.601
K02346|unclassified	9.737
K02355	26.698
K02355|g__Filifactor.s__Filifactor_alocis	1.06
K02355|g__Fusobacterium.s__Fusobacterium_nucleatum	12.598
K02355|g__Prevotella.s__Prevotella_nigrescens	2.973
K02355|unclassified	10.066
K02356	23.968
K02356|g__Eikenella.s__Eikenella_corrodens	4.338
K02356|g__Fusobacterium.s__Fusobacterium_nucleatum	10.767
K02356|unclassified	8.863
K02357	18.359
K02357|g__Filifactor.s__Filifactor_alocis	2.367
K02357|g__Fusobacterium.s__Fusobacterium_nucleatum	13.768
K02357|g__Prevotella.s__Prevotella_nigrescens	2.225
K02358	9.195
K02358|g__Eikenella.s__Eikenella_corrodens	3.687
K02358|g__Fusobacterium.s__Fusobacterium_nucleatum	1.843
K02358|g__Prevotella.s__Prevotella_nigrescens	3.666
K02361	8.678
K02361|g__Prevotella.s__Prevotella_nigrescens	8.678
K02371	19.771
K02371|g__Fusobacterium.s__Fusobacterium_nucleatum	19.771
K02372	21.444
K02372|g__Filifactor.s__Filifactor_alocis	3.04
K02372|g__Fusobacterium.s__Fusobacterium_nucleatum	18.405
K02426	15.072
K02426|g__Prevotella.s__Prevotella_nigrescens	15.072
K02428	7.262
K02428|g__Prevotella.s__Prevotella_nigrescens	2.088
K02428|unclassified	5.174
K02429	4.941
K02429|g__Prevotella.s__Prevotella_nigrescens	4.941
K02433	13.983
K02433|g__Fusobacterium.s__Fusobacterium_nucleatum	13.983
K02434	14.859
K02434|g__Fusobacterium.s__Fusobacterium_nucleatum	14.859
K02435	10.471
K02435|g__Fusobacterium.s__Fusobacterium_nucleatum	10.471
K02443	19.523
K02443|g__Fusobacterium.s__Fusobacterium_nucleatum	19.523
K02453	28.047
K02453|g__Fusobacterium.s__Fusobacterium_nucleatum	28.047
K02454	2.224
K02454|g__Filifactor.s__Filifactor_alocis	2.224
K02455	13.814
K02455|g__Fusobacterium.s__Fusobacterium_nucleatum	13.814
K02456	7.958
K02456|g__Fusobacterium.s__Fusobacterium_nucleatum	7.958
K02469	5.991
K02469|g__Filifactor.s__Filifactor_alocis	5.991
K02470	15.598
K02470|g__Filifactor.s__Filifactor_alocis	4.273
K02470|unclassified	11.325
K02477	12.841
K02477|g__Fusobacterium.s__Fusobacterium_nucleatum	12.841
K02481	23.31
K02481|g__Fusobacterium.s__Fusobacterium_nucleatum	23.31
K02483	6.993
K02483|g__Campylobacter.s__Campylobacter_showae	6.993
K02492	4.494
K02492|g__Fusobacterium.s__Fusobacterium_nucleatum	4.494
K02493	4.604
K02493|g__Filifactor.s__Filifactor_alocis	2.703
K02493|g__Fusobacterium.s__Fusobacterium_nucleatum	1.901
K02495	14.907
K02495|g__Filifactor.s__Filifactor_alocis	3.466
K02495|g__Fusobacterium.s__Fusobacterium_nucleatum	11.441
K02499	2.286
K02499|g__Filifactor.s__Filifactor_alocis	2.286
K02503	70.599
K02503|g__Fusobacterium.s__Fusobacterium_nucleatum	50.209
K02503|g__Prevotella.s__Prevotella_nigrescens	3.344
K02503|unclassified	17.045
K02518	7.286
K02518|unclassified	7.286
K02519	20.497
K02519|g__Fusobacterium.s__Fusobacterium_nucleatum	20.497
K02520	22.964
K02520|g__Fusobacterium.s__Fusobacterium_nucleatum	9.202
K02520|unclassified	13.761
K02527	20.844
K02527|g__Fusobacterium.s__Fusobacterium_nucleatum	20.844
K02528	14.113
K02528|g__Filifactor.s__Filifactor_alocis	2.626
K02528|g__Fusobacterium.s__Fusobacterium_nucleatum	8.633
K02528|g__Prevotella.s__Prevotella_nigrescens	2.853
K02529	5.58
K02529|g__Filifactor.s__Filifactor_alocis	5.58
K02535	8.109
K02535|g__Fusobacterium.s__Fusobacterium_nucleatum	8.109
K02536	22.018
K02536|g__Fusobacterium.s__Fusobacterium_nucleatum	17.767
K02536|g__Prevotella.s__Prevotella_nigrescens	4.251
K02551	5.092
K02551|g__Prevotella.s__Prevotella_nigrescens	5.092
K02557	6.138
K02557|unclassified	6.138
K02563	18.544
K02563|g__Fusobacterium.s__Fusobacterium_nucleatum	16.558
K02563|g__Prevotella.s__Prevotella_nigrescens	1.986
K02598	4.573
K02598|g__Filifactor.s__Filifactor_alocis	4.573
K02600	17.657
K02600|g__Filifactor.s__Filifactor_alocis	1.756
K02600|g__Prevotella.s__Prevotella_nigrescens	1.72
K02600|unclassified	14.181
K02601	28.538
K02601|g__Filifactor.s__Filifactor_alocis	4.484
K02601|g__Fusobacterium.s__Fusobacterium_nucleatum	12.448
K02601|unclassified	11.605
K02652	14.846
K02652|g__Fusobacterium.s__Fusobacterium_nucleatum	14.846
K02662	3.075
K02662|g__Filifactor.s__Filifactor_alocis	3.075
K02669	9.401
K02669|g__Fusobacterium.s__Fusobacterium_nucleatum	9.401
K02687	20.374
K02687|g__Filifactor.s__Filifactor_alocis	2.375
K02687|g__Fusobacterium.s__Fusobacterium_nucleatum	17.999
K02803	10.201
K02803|g__Fusobacterium.s__Fusobacterium_nucleatum	10.201
K02804	10.201
K02804|g__Fusobacterium.s__Fusobacterium_nucleatum	10.201
K02806	28.708
K02806|g__Fusobacterium.s__Fusobacterium_nucleatum	28.708
K02823	20.752
K02823|g__Filifactor.s__Filifactor_alocis	3.339
K02823|g__Fusobacterium.s__Fusobacterium_nucleatum	17.413
K02824	20.434
K02824|g__Fusobacterium.s__Fusobacterium_nucleatum	20.434
K02825	4.739
K02825|g__Fusobacterium.s__Fusobacterium_nucleatum	4.739
K02835	18.005
K02835|g__Fusobacterium.s__Fusobacterium_nucleatum	10.168
K02835|g__Prevotella.s__Prevotella_nigrescens	7.837
K02836	10.552
K02836|g__Filifactor.s__Filifactor_alocis	2.181
K02836|g__Fusobacterium.s__Fusobacterium_nucleatum	8.371
K02837	4.023
K02837|g__Eikenella.s__Eikenella_corrodens	2.662
K02837|g__Prevotella.s__Prevotella_nigrescens	1.361
K02838	29.598
K02838|g__Fusobacterium.s__Fusobacterium_nucleatum	29.598
K02843	3.229
K02843|g__Fusobacterium.s__Fusobacterium_nucleatum	3.229
K02847	3.646
K02847|g__Fusobacterium.s__Fusobacterium_nucleatum	3.646
K02851	2.124
K02851|g__Filifactor.s__Filifactor_alocis	2.124
K02860	26.101
K02860|g__Fusobacterium.s__Fusobacterium_nucleatum	21.361
K02860|g__Prevotella.s__Prevotella_nigrescens	4.739
K02863	22.478
K02863|g__Fusobacterium.s__Fusobacterium_nucleatum	13.158
K02863|g__Prevotella.s__Prevotella_nigrescens	1.686
K02863|unclassified	7.634
K02864	12.107
K02864|g__Fusobacterium.s__Fusobacterium_nucleatum	12.107
K02867	14.944
K02867|g__Fusobacterium.s__Fusobacterium_nucleatum	14.944
K02871	37.851
K02871|g__Fusobacterium.s__Fusobacterium_nucleatum	26.857
K02871|unclassified	10.994
K02874	31.276
K02874|g__Campylobacter.s__Campylobacter_showae	7.435
K02874|g__Eikenella.s__Eikenella_corrodens	3.717
K02874|g__Fusobacterium.s__Fusobacterium_nucleatum	11.152
K02874|unclassified	8.972
K02876	11.283
K02876|g__Fusobacterium.s__Fusobacterium_nucleatum	5.263
K02876|unclassified	6.02
K02878	20.77
K02878|g__Filifactor.s__Filifactor_alocis	2.933
K02878|g__Fusobacterium.s__Fusobacterium_nucleatum	17.838
K02879	13.57
K02879|g__Fusobacterium.s__Fusobacterium_nucleatum	7.968
K02879|unclassified	5.602
K02881	11.152
K02881|g__Fusobacterium.s__Fusobacterium_nucleatum	11.152
K02884	27.606
K02884|g__Fusobacterium.s__Fusobacterium_nucleatum	23.889
K02884|g__Prevotella.s__Prevotella_nigrescens	3.717
K02886	15.289
K02886|g__Campylobacter.s__Campylobacter_showae	1.366
K02886|g__Fusobacterium.s__Fusobacterium_nucleatum	11.175
K02886|g__Prevotella.s__Prevotella_nigrescens	2.747
K02887	39.794
K02887|g__Campylobacter.s__Campylobacter_showae	3.937
K02887|g__Fusobacterium.s__Fusobacterium_nucleatum	35.857
K02888	4.651
K02888|g__Fusobacterium.s__Fusobacterium_nucleatum	4.651
K02890	16.949
K02890|g__Fusobacterium.s__Fusobacterium_nucleatum	16.949
K02892	18.543
K02892|g__Fusobacterium.s__Fusobacterium_nucleatum	10.638
K02892|unclassified	7.905
K02895	31.596
K02895|g__Filifactor.s__Filifactor_alocis	4.926
K02895|g__Fusobacterium.s__Fusobacterium_nucleatum	12.397
K02895|unclassified	14.273
K02899	5.587
K02899|g__Filifactor.s__Filifactor_alocis	5.587
K02902	12.658
K02902|g__Fusobacterium.s__Fusobacterium_nucleatum	12.658
K02904	47.014
K02904|g__Filifactor.s__Filifactor_alocis	10.87
K02904|g__Fusobacterium.s__Fusobacterium_nucleatum	36.145
K02906	35.007
K02906|g__Fusobacterium.s__Fusobacterium_nucleatum	16.791
K02906|g__Prevotella.s__Prevotella_nigrescens	9.672
K02906|unclassified	8.544
K02907	39.926
K02907|g__Fusobacterium.s__Fusobacterium_nucleatum	23.256
K02907|unclassified	16.67
K02909	20.278
K02909|g__Fusobacterium.s__Fusobacterium_nucleatum	13.699
K02909|g__Prevotella.s__Prevotella_nigrescens	6.579
K02911	22.601
K02911|g__Fusobacterium.s__Fusobacterium_nucleatum	22.601
K02914	5.52
K02914|unclassified	5.52
K02916	3.177
K02916|unclassified	3.177
K02926	11.321
K02926|g__Fusobacterium.s__Fusobacterium_nucleatum	11.321
K02931	39.635
K02931|g__Fusobacterium.s__Fusobacterium_nucleatum	30.843
K02931|g__Prevotella.s__Prevotella_nigrescens	8.791
K02933	30.59
K02933|g__Fusobacterium.s__Fusobacterium_nucleatum	18.433
K02933|g__Prevotella.s__Prevotella_nigrescens	4.283
K02933|unclassified	7.874
K02935	14.637
K02935|g__Filifactor.s__Filifactor_alocis	3.521
K02935|g__Fusobacterium.s__Fusobacterium_nucleatum	7.519
K02935|g__Prevotella.s__Prevotella_nigrescens	3.597
K02939	10.966
K02939|g__Filifactor.s__Filifactor_alocis	5.764
K02939|g__Fusobacterium.s__Fusobacterium_nucleatum	5.203
K02945	19.68
K02945|g__Filifactor.s__Filifactor_alocis	1.783
K02945|g__Fusobacterium.s__Fusobacterium_nucleatum	15.51
K02945|g__Prevotella.s__Prevotella_nigrescens	2.387
K02946	8.878
K02946|g__Fusobacterium.s__Fusobacterium_nucleatum	4.717
K02946|unclassified	4.161
K02948	59.224
K02948|g__Campylobacter.s__Campylobacter_showae	3.413
K02948|g__Fusobacterium.s__Fusobacterium_nucleatum	17.241
K02948|g__Prevotella.s__Prevotella_nigrescens	10.345
K02948|unclassified	28.225
K02950	44.354
K02950|g__Campylobacter.s__Campylobacter_showae	7.519
K02950|g__Fusobacterium.s__Fusobacterium_nucleatum	36.836
K02952	35.096
K02952|g__Fusobacterium.s__Fusobacterium_nucleatum	23.331
K02952|unclassified	11.765
K02954	50.569
K02954|g__Campylobacter.s__Campylobacter_showae	11.628
K02954|g__Fusobacterium.s__Fusobacterium_nucleatum	26.596
K02954|unclassified	12.346
K02956	50.473
K02956|g__Fusobacterium.s__Fusobacterium_nucleatum	37.743
K02956|unclassified	12.73
K02959	12.195
K02959|g__Fusobacterium.s__Fusobacterium_nucleatum	12.195
K02961	45.335
K02961|g__Filifactor.s__Filifactor_alocis	6.329
K02961|g__Fusobacterium.s__Fusobacterium_nucleatum	32.895
K02961|unclassified	6.111
K02963	25.21
K02963|g__Fusobacterium.s__Fusobacterium_nucleatum	25.21
K02965	29.328
K02965|g__Fusobacterium.s__Fusobacterium_nucleatum	11.364
K02965|g__Prevotella.s__Prevotella_nigrescens	17.964
K02967	18.786
K02967|g__Filifactor.s__Filifactor_alocis	3.035
K02967|g__Fusobacterium.s__Fusobacterium_nucleatum	12.422
K02967|unclassified	3.329
K02968	23.121
K02968|g__Fusobacterium.s__Fusobacterium_nucleatum	23.121
K02970	3.321
K02970|unclassified	3.321
K02982	15.01
K02982|g__Campylobacter.s__Campylobacter_showae	9.653
K02982|g__Fusobacterium.s__Fusobacterium_nucleatum	5.357
K02986	24.018
