# Gene Family	C1_Abundance-RPKs
UniRef90_Q8RIH1	18.4331797235
UniRef90_Q8RIH1|g__Fusobacterium.s__Fusobacterium_nucleatum	18.4331797235
UniRef90_Q8RFJ7	18.4322500183
UniRef90_Q8RFJ7|g__Fusobacterium.s__Fusobacterium_nucleatum	18.4322500183
UniRef90_A5TSC3	18.4293990743
UniRef90_A5TSC3|g__Fusobacterium.s__Fusobacterium_nucleatum	18.4293990743
UniRef90_J5VCI0	18.4279973821
UniRef90_J5VCI0|unclassified	18.4279973821
UniRef90_L1PSF0	18.4229263810
UniRef90_L1PSF0|unclassified	18.4229263810
UniRef90_A5TWH0	18.4214204421
UniRef90_A5TWH0|g__Fusobacterium.s__Fusobacterium_nucleatum	18.4214204421
UniRef90_R9R9Z5	18.4210526316
UniRef90_R9R9Z5|g__Fusobacterium.s__Fusobacterium_nucleatum	18.4210526316
UniRef90_A5TUQ6	18.4082398780
UniRef90_A5TUQ6|g__Fusobacterium.s__Fusobacterium_nucleatum	18.4082398780
UniRef90_Q8R690	18.4049079755
UniRef90_Q8R690|g__Fusobacterium.s__Fusobacterium_nucleatum	18.4049079755
UniRef90_C3WWU3	18.3823529412
UniRef90_C3WWU3|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3823529412
UniRef90_Q8R6H2	18.3734198217
UniRef90_Q8R6H2|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3734198217
UniRef90_Q8RHY5	18.3523094532
UniRef90_Q8RHY5|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3523094532
UniRef90_C9LJL4	18.3501683502
UniRef90_C9LJL4|g__Alloprevotella.s__Alloprevotella_tannerae	18.3501683502
UniRef90_Q8RI83	18.3486238532
UniRef90_Q8RI83|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3486238532
UniRef90_E2N5Y9	18.3434234875
UniRef90_E2N5Y9|unclassified	18.3434234875
UniRef90_F7MI67	18.3300912764
UniRef90_F7MI67|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3300912764
UniRef90_Q8RF23	18.3239445535
UniRef90_Q8RF23|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3239445535
UniRef90_C9LEB9	18.3052021406
UniRef90_C9LEB9|g__Alloprevotella.s__Alloprevotella_tannerae	18.3052021406
UniRef90_A5TUN7	18.3027080933
UniRef90_A5TUN7|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3027080933
UniRef90_C3X0U9	18.3000341827
UniRef90_C3X0U9|g__Fusobacterium.s__Fusobacterium_nucleatum	18.3000341827
UniRef90_Q8RI30	18.2943782001
UniRef90_Q8RI30|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2943782001
UniRef90_C3WXM6	18.2904275669
UniRef90_C3WXM6|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2904275669
UniRef90_C7XT54	18.2791442645
UniRef90_C7XT54|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2791442645
UniRef90_L1PBQ3	18.2781996023
UniRef90_L1PBQ3|unclassified	18.2781996023
UniRef90_Q8RIP8	18.2666315705
UniRef90_Q8RIP8|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2666315705
UniRef90_A5TY04	18.2481751825
UniRef90_A5TY04|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2481751825
UniRef90_Q8REK7	18.2370820669
UniRef90_Q8REK7|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2370820669
UniRef90_F0IER1	18.2349037823
UniRef90_F0IER1|unclassified	18.2349037823
UniRef90_A5TUS7	18.2324755259
UniRef90_A5TUS7|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2324755259
UniRef90_Q8R6A2	18.2280561044
UniRef90_Q8R6A2|g__Fusobacterium.s__Fusobacterium_nucleatum	18.2280561044
UniRef90_Q8RE43	18.1910699251
UniRef90_Q8RE43|g__Fusobacterium.s__Fusobacterium_nucleatum	18.1910699251
UniRef90_C7XSX6	18.1818181818
UniRef90_C7XSX6|g__Fusobacterium.s__Fusobacterium_nucleatum	18.1818181818
UniRef90_F9DC63	18.1818181818
UniRef90_F9DC63|g__Prevotella.s__Prevotella_nigrescens	18.1818181818
UniRef90_E2N3Y2	18.1370643866
UniRef90_E2N3Y2|unclassified	18.1370643866
UniRef90_X8HAW4	18.1347150259
UniRef90_X8HAW4|g__Fusobacterium.s__Fusobacterium_nucleatum	18.1347150259
UniRef90_Q8R641	18.1002609830
UniRef90_Q8R641|g__Fusobacterium.s__Fusobacterium_nucleatum	18.1002609830
UniRef90_Q8RGG1	18.0995475113
UniRef90_Q8RGG1|g__Fusobacterium.s__Fusobacterium_nucleatum	18.0995475113
UniRef90_Q8RE91	18.0749720861
UniRef90_Q8RE91|g__Fusobacterium.s__Fusobacterium_nucleatum	18.0749720861
UniRef90_J8S5R8	18.0722891566
UniRef90_J8S5R8|g__Fusobacterium.s__Fusobacterium_nucleatum	18.0722891566
UniRef90_C3X027	18.0530680433
UniRef90_C3X027|g__Fusobacterium.s__Fusobacterium_nucleatum	18.0530680433
UniRef90_A5TT00	18.0460110416
UniRef90_A5TT00|g__Fusobacterium.s__Fusobacterium_nucleatum	18.0460110416
UniRef90_E2N0S0	18.0360721443
UniRef90_E2N0S0|unclassified	18.0360721443
UniRef90_E2N115	17.9873627806
UniRef90_E2N115|unclassified	17.9873627806
UniRef90_C7M613	17.9724895450
UniRef90_C7M613|unclassified	17.9724895450
UniRef90_R5WYY0	17.9717586650
UniRef90_R5WYY0|g__Fusobacterium.s__Fusobacterium_nucleatum	17.9717586650
UniRef90_D9RTL1	17.9640718563
UniRef90_D9RTL1|g__Prevotella.s__Prevotella_nigrescens	17.9640718563
UniRef90_V8CGZ0	17.9526169863
UniRef90_V8CGZ0|g__Prevotella.s__Prevotella_nigrescens	17.9526169863
UniRef90_L1PPC5	17.9372197309
UniRef90_L1PPC5|unclassified	17.9372197309
UniRef90_C3WWG5	17.9341123139
UniRef90_C3WWG5|g__Fusobacterium.s__Fusobacterium_nucleatum	17.9341123139
UniRef90_D6LC97	17.9284294235
UniRef90_D6LC97|g__Fusobacterium.s__Fusobacterium_nucleatum	17.9284294235
UniRef90_Q8RFS3	17.9217295584
UniRef90_Q8RFS3|g__Fusobacterium.s__Fusobacterium_nucleatum	17.9217295584
UniRef90_C3WYK2	17.9104477612
UniRef90_C3WYK2|g__Fusobacterium.s__Fusobacterium_nucleatum	17.9104477612
UniRef90_Q8RHJ9	17.9071962820
UniRef90_Q8RHJ9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.9071962820
UniRef90_E2MZT2	17.9037813381
UniRef90_E2MZT2|unclassified	17.9037813381
UniRef90_Q8RFE4	17.8837555887
UniRef90_Q8RFE4|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8837555887
UniRef90_U2C6H4	17.8603139439
UniRef90_U2C6H4|unclassified	17.8603139439
UniRef90_X8I4F9	17.8571428571
UniRef90_X8I4F9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8571428571
UniRef90_J8S3V0	17.8571428571
UniRef90_J8S3V0|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8571428571
UniRef90_Q8RHZ1	17.8516675698
UniRef90_Q8RHZ1|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8516675698
UniRef90_Q8RGM3	17.8388485824
UniRef90_Q8RGM3|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8388485824
UniRef90_Q8RIG2	17.8377805701
UniRef90_Q8RIG2|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8377805701
UniRef90_Q8R6C8	17.8311575846
UniRef90_Q8R6C8|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8311575846
UniRef90_Q8RDU6	17.8127104007
UniRef90_Q8RDU6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8127104007
UniRef90_J8VN59	17.8082945670
UniRef90_J8VN59|g__Fusobacterium.s__Fusobacterium_nucleatum	17.8082945670
UniRef90_L9PVX7	17.7827270478
UniRef90_L9PVX7|g__Prevotella.s__Prevotella_nigrescens	17.7827270478
UniRef90_L1PRZ0	17.7753344042
UniRef90_L1PRZ0|unclassified	17.7753344042
UniRef90_Q8R6D9	17.7674568665
UniRef90_Q8R6D9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.7674568665
UniRef90_D6L9N9	17.7667821718
UniRef90_D6L9N9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.7667821718
UniRef90_C7M7C0	17.7437719964
UniRef90_C7M7C0|unclassified	17.7437719964
UniRef90_Q8RGI5	17.7243137265
UniRef90_Q8RGI5|g__Fusobacterium.s__Fusobacterium_nucleatum	17.7243137265
UniRef90_Q7MVF2	17.7013089217
UniRef90_Q7MVF2|g__Prevotella.s__Prevotella_nigrescens	17.7013089217
UniRef90_A5TXW1	17.6991150442
UniRef90_A5TXW1|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6991150442
UniRef90_C3WWZ6	17.6991150442
UniRef90_C3WWZ6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6991150442
UniRef90_C9LJC6	17.6991150442
UniRef90_C9LJC6|g__Alloprevotella.s__Alloprevotella_tannerae	17.6991150442
UniRef90_D4CRN9	17.6991150442
UniRef90_D4CRN9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6991150442
UniRef90_F9ES02	17.6991150442
UniRef90_F9ES02|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6991150442
UniRef90_C7XRT8	17.6988757101
UniRef90_C7XRT8|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6988757101
UniRef90_C9LKK4	17.6986517179
UniRef90_C9LKK4|unclassified	11.2746688485
UniRef90_C9LKK4|g__Alloprevotella.s__Alloprevotella_tannerae	6.4239828694
UniRef90_Q8RIP9	17.6960511176
UniRef90_Q8RIP9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6960511176
UniRef90_E2N3X5	17.6899063476
UniRef90_E2N3X5|unclassified	17.6899063476
UniRef90_Q8RFR0	17.6731631390
UniRef90_Q8RFR0|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6731631390
UniRef90_Q8RHK6	17.6565008026
UniRef90_Q8RHK6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6565008026
UniRef90_C7XNM9	17.6246778196
UniRef90_C7XNM9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6246778196
UniRef90_F7MFN3	17.6187222246
UniRef90_F7MFN3|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6187222246
UniRef90_Q8RHV2	17.6133654966
UniRef90_Q8RHV2|g__Fusobacterium.s__Fusobacterium_nucleatum	17.6133654966
UniRef90_C7XNU1	17.5746924429
UniRef90_C7XNU1|g__Fusobacterium.s__Fusobacterium_nucleatum	17.5746924429
UniRef90_C3WXA0	17.5631174533
UniRef90_C3WXA0|g__Fusobacterium.s__Fusobacterium_nucleatum	17.5631174533
UniRef90_Q8RGF6	17.5490258619
UniRef90_Q8RGF6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.5490258619
UniRef90_C6RH97	17.5438596491
UniRef90_C6RH97|g__Campylobacter.s__Campylobacter_showae	17.5438596491
UniRef90_D3I1A6	17.5438596491
UniRef90_D3I1A6|g__Prevotella.s__Prevotella_nigrescens	17.5438596491
UniRef90_C0DYY3	17.5408327582
UniRef90_C0DYY3|g__Eikenella.s__Eikenella_corrodens	17.5408327582
UniRef90_X8IC99	17.5339507455
UniRef90_X8IC99|g__Fusobacterium.s__Fusobacterium_nucleatum	17.5339507455
UniRef90_C7XSJ2	17.5279266188
UniRef90_C7XSJ2|g__Fusobacterium.s__Fusobacterium_nucleatum	17.5279266188
UniRef90_F7MHZ7	17.5131348511
UniRef90_F7MHZ7|g__Fusobacterium.s__Fusobacterium_nucleatum	17.5131348511
UniRef90_Q8RG42	17.4813599651
UniRef90_Q8RG42|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4813599651
UniRef90_Q8R6A7	17.4741858618
UniRef90_Q8R6A7|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4741858618
UniRef90_C3WX10	17.4718396721
UniRef90_C3WX10|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4718396721
UniRef90_Q8RFN4	17.4634126038
UniRef90_Q8RFN4|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4634126038
UniRef90_I1YQY3	17.4591898428
UniRef90_I1YQY3|g__Prevotella.s__Prevotella_nigrescens	17.4591898428
UniRef90_C7XT11	17.4584135031
UniRef90_C7XT11|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4584135031
UniRef90_C7XPD1	17.4431131919
UniRef90_C7XPD1|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4431131919
UniRef90_R9REE6	17.4424880920
UniRef90_R9REE6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4424880920
UniRef90_R9RBX4	17.4369755679
UniRef90_R9RBX4|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4369755679
UniRef90_X7SCE3	17.4361729549
UniRef90_X7SCE3|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4361729549
UniRef90_C7M943	17.4301390198
UniRef90_C7M943|unclassified	17.4301390198
UniRef90_P58884	17.4130094318
UniRef90_P58884|g__Fusobacterium.s__Fusobacterium_nucleatum	17.4130094318
UniRef90_L1P4J0	17.4060224546
UniRef90_L1P4J0|unclassified	17.4060224546
UniRef90_Q8RFU8	17.3913043478
UniRef90_Q8RFU8|g__Fusobacterium.s__Fusobacterium_nucleatum	17.3913043478
UniRef90_C3WV81	17.3913043478
UniRef90_C3WV81|g__Fusobacterium.s__Fusobacterium_nucleatum	17.3913043478
UniRef90_F9DBW4	17.3913043478
UniRef90_F9DBW4|g__Prevotella.s__Prevotella_nigrescens	17.3913043478
UniRef90_C9LHJ4	17.3750334135
UniRef90_C9LHJ4|g__Alloprevotella.s__Alloprevotella_tannerae	17.3750334135
UniRef90_E2N5L6	17.3661360347
UniRef90_E2N5L6|unclassified	17.3661360347
UniRef90_Q8RHU6	17.3580886059
UniRef90_Q8RHU6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.3580886059
UniRef90_Q8RI58	17.3449945296
UniRef90_Q8RI58|g__Fusobacterium.s__Fusobacterium_nucleatum	17.3449945296
UniRef90_C9LDS0	17.3410404624
UniRef90_C9LDS0|g__Alloprevotella.s__Alloprevotella_tannerae	17.3410404624
UniRef90_J8VH24	17.3010380623
UniRef90_J8VH24|unclassified	17.3010380623
UniRef90_R9R9E8	17.2943774981
UniRef90_R9R9E8|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2943774981
UniRef90_F7MI99	17.2931177032
UniRef90_F7MI99|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2931177032
UniRef90_J8VJD5	17.2910662824
UniRef90_J8VJD5|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2910662824
UniRef90_C3X0I7	17.2819216182
UniRef90_C3X0I7|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2819216182
UniRef90_A5TSD4	17.2778187658
UniRef90_A5TSD4|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2778187658
UniRef90_A5TVP5	17.2744721689
UniRef90_A5TVP5|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2744721689
UniRef90_Q8RE42	17.2413793103
UniRef90_Q8RE42|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2413793103
UniRef90_Q8RHW0	17.2413793103
UniRef90_Q8RHW0|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2413793103
UniRef90_V8CRK2	17.2413793103
UniRef90_V8CRK2|g__Prevotella.s__Prevotella_nigrescens	17.2413793103
UniRef90_A5TU18	17.2124434420
UniRef90_A5TU18|g__Fusobacterium.s__Fusobacterium_nucleatum	17.2124434420
UniRef90_C7M4P4	17.2077768526
UniRef90_C7M4P4|unclassified	17.2077768526
UniRef90_Q8RFV0	17.1944032839
UniRef90_Q8RFV0|g__Fusobacterium.s__Fusobacterium_nucleatum	17.1944032839
UniRef90_Q8RIL0	17.1942229863
UniRef90_Q8RIL0|g__Fusobacterium.s__Fusobacterium_nucleatum	17.1942229863
UniRef90_L1P7M5	17.1676982022
UniRef90_L1P7M5|unclassified	17.1676982022
UniRef90_C7XP12	17.1546783755
UniRef90_C7XP12|g__Fusobacterium.s__Fusobacterium_nucleatum	17.1546783755
UniRef90_Q8R605	17.1428571429
UniRef90_Q8R605|g__Fusobacterium.s__Fusobacterium_nucleatum	17.1428571429
UniRef90_V8CN01	17.1215010511
UniRef90_V8CN01|g__Prevotella.s__Prevotella_nigrescens	17.1215010511
UniRef90_A5TUV5	17.1184022825
UniRef90_A5TUV5|g__Fusobacterium.s__Fusobacterium_nucleatum	17.1184022825
UniRef90_C9ML39	17.0949559185
UniRef90_C9ML39|g__Prevotella.s__Prevotella_nigrescens	17.0949559185
UniRef90_Q8RHI6	17.0703212966
UniRef90_Q8RHI6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0703212966
UniRef90_C7M5Q5	17.0454545455
UniRef90_C7M5Q5|unclassified	17.0454545455
UniRef90_C7XSS6	17.0454545455
UniRef90_C7XSS6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0454545455
UniRef90_F7MG39	17.0454545455
UniRef90_F7MG39|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0454545455
UniRef90_F7MI69	17.0393733919
UniRef90_F7MI69|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0393733919
UniRef90_C7M3S0	17.0362923977
UniRef90_C7M3S0|unclassified	17.0362923977
UniRef90_Q8RFG9	17.0357751278
UniRef90_Q8RFG9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0357751278
UniRef90_C7M627	17.0278637771
UniRef90_C7M627|unclassified	17.0278637771
UniRef90_Q8R620	17.0272582520
UniRef90_Q8R620|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0272582520
UniRef90_C3WXH6	17.0261066969
UniRef90_C3WXH6|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0261066969
UniRef90_Q8RE31	17.0140757314
UniRef90_Q8RE31|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0140757314
UniRef90_Q8RDN1	17.0103896104
UniRef90_Q8RDN1|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0103896104
UniRef90_U7TYY9	17.0053630537
UniRef90_U7TYY9|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0053630537
UniRef90_D4CU10	17.0040485830
UniRef90_D4CU10|g__Fusobacterium.s__Fusobacterium_nucleatum	17.0040485830
UniRef90_R9R8X7	16.9786447059
UniRef90_R9R8X7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9786447059
UniRef90_C3WYM5	16.9648532041
UniRef90_C3WYM5|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9648532041
UniRef90_C7XQX8	16.9491525424
UniRef90_C7XQX8|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9491525424
UniRef90_E5V3U5	16.9491525424
UniRef90_E5V3U5|g__Gemella.s__Gemella_morbillorum	16.9491525424
UniRef90_F2KUM9	16.9491525424
UniRef90_F2KUM9|g__Prevotella.s__Prevotella_nigrescens	16.9491525424
UniRef90_F9D847	16.9491525424
UniRef90_F9D847|g__Prevotella.s__Prevotella_nigrescens	16.9491525424
UniRef90_I1YRR6	16.9491525424
UniRef90_I1YRR6|g__Prevotella.s__Prevotella_nigrescens	16.9491525424
UniRef90_L9PWG5	16.9491525424
UniRef90_L9PWG5|g__Prevotella.s__Prevotella_nigrescens	16.9491525424
UniRef90_Q8RIG0	16.9491525424
UniRef90_Q8RIG0|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9491525424
UniRef90_U7TRI6	16.9491525424
UniRef90_U7TRI6|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9491525424
UniRef90_V8CC21	16.9491525424
UniRef90_V8CC21|g__Prevotella.s__Prevotella_nigrescens	16.9491525424
UniRef90_L1PBQ7	16.9467820315
UniRef90_L1PBQ7|unclassified	16.9467820315
UniRef90_C3WVK1	16.9268389073
UniRef90_C3WVK1|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9268389073
UniRef90_Q8RHQ8	16.9182827020
UniRef90_Q8RHQ8|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9182827020
UniRef90_R9RD89	16.9036077593
UniRef90_R9RD89|g__Fusobacterium.s__Fusobacterium_nucleatum	16.9036077593
UniRef90_K1GDW3	16.8954593453
UniRef90_K1GDW3|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8954593453
UniRef90_D3ID25	16.8918918919
UniRef90_D3ID25|g__Prevotella.s__Prevotella_nigrescens	16.8918918919
UniRef90_J8S2Q0	16.8918918919
UniRef90_J8S2Q0|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8918918919
UniRef90_R9RDM5	16.8723602655
UniRef90_R9RDM5|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8723602655
UniRef90_L1Q018	16.8664681179
UniRef90_L1Q018|unclassified	16.8664681179
UniRef90_Q8R6E5	16.8591806546
UniRef90_Q8R6E5|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8591806546
UniRef90_C3WY55	16.8555040977
UniRef90_C3WY55|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8555040977
UniRef90_C7XSN5	16.8316831683
UniRef90_C7XSN5|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8316831683
UniRef90_Q8RIK6	16.8125443547
UniRef90_Q8RIK6|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8125443547
UniRef90_R9R9P8	16.8067226891
UniRef90_R9R9P8|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8067226891
UniRef90_F7MES1	16.8067226891
UniRef90_F7MES1|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8067226891
UniRef90_R9RCG7	16.8000000000
UniRef90_R9RCG7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.8000000000
UniRef90_C7XRS6	16.7954565187
UniRef90_C7XRS6|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7954565187
UniRef90_Q8RIF5	16.7910447761
UniRef90_Q8RIF5|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7910447761
UniRef90_S2VKT5	16.7800937016
UniRef90_S2VKT5|unclassified	16.7800937016
UniRef90_C3WW20	16.7737287549
UniRef90_C3WW20|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7737287549
UniRef90_Q8RDX7	16.7659724542
UniRef90_Q8RDX7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7659724542
UniRef90_C7XMZ2	16.7597765363
UniRef90_C7XMZ2|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7597765363
UniRef90_C7XP66	16.7361821568
UniRef90_C7XP66|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7361821568
UniRef90_A5TY51	16.7301470834
UniRef90_A5TY51|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7301470834
UniRef90_Q8RG63	16.7151162791
UniRef90_Q8RG63|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7151162791
UniRef90_F0ICQ5	16.7057172202
UniRef90_F0ICQ5|unclassified	16.7057172202
UniRef90_A5TVY9	16.7014613779
UniRef90_A5TVY9|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7014613779
UniRef90_C7XQN7	16.7014613779
UniRef90_C7XQN7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.7014613779
UniRef90_Q8RHJ2	16.6854901901
UniRef90_Q8RHJ2|g__Fusobacterium.s__Fusobacterium_nucleatum	16.6854901901
UniRef90_A5TSL1	16.6840458811
UniRef90_A5TSL1|g__Fusobacterium.s__Fusobacterium_nucleatum	16.6840458811
UniRef90_A5TTC0	16.6812993854
UniRef90_A5TTC0|g__Fusobacterium.s__Fusobacterium_nucleatum	16.6812993854
UniRef90_C7M5G9	16.6810863979
UniRef90_C7M5G9|unclassified	16.6810863979
UniRef90_M5ID71	16.6666666667
UniRef90_M5ID71|g__Campylobacter.s__Campylobacter_showae	16.6666666667
UniRef90_A5TSK3	16.6453265045
UniRef90_A5TSK3|g__Fusobacterium.s__Fusobacterium_nucleatum	16.6453265045
UniRef90_F0ICR2	16.6290513101
UniRef90_F0ICR2|unclassified	16.6290513101
UniRef90_S3BZK8	16.6266589830
UniRef90_S3BZK8|unclassified	16.6266589830
UniRef90_R9RCV6	16.6112956811
UniRef90_R9RCV6|g__Fusobacterium.s__Fusobacterium_nucleatum	16.6112956811
UniRef90_A5TRU9	16.5912543304
UniRef90_A5TRU9|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5912543304
UniRef90_D5RDC3	16.5890130781
UniRef90_D5RDC3|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5890130781
UniRef90_Q8RF01	16.5745856354
UniRef90_Q8RF01|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5745856354
UniRef90_Q8RFY7	16.5650830206
UniRef90_Q8RFY7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5650830206
UniRef90_Q8R5N5	16.5579485323
UniRef90_Q8R5N5|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5579485323
UniRef90_E2N0C6	16.5559289381
UniRef90_E2N0C6|unclassified	16.5559289381
UniRef90_D4CWD1	16.5413533835
UniRef90_D4CWD1|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5413533835
UniRef90_D4CRX7	16.5289256198
UniRef90_D4CRX7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5289256198
UniRef90_E2NX00	16.5289256198
UniRef90_E2NX00|unclassified	16.5289256198
UniRef90_E5V543	16.5289256198
UniRef90_E5V543|g__Gemella.s__Gemella_morbillorum	16.5289256198
UniRef90_R9RBZ9	16.5061898212
UniRef90_R9RBZ9|g__Fusobacterium.s__Fusobacterium_nucleatum	16.5061898212
UniRef90_C7XMH6	16.4957308878
UniRef90_C7XMH6|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4957308878
UniRef90_C5NW61	16.4835164835
UniRef90_C5NW61|g__Gemella.s__Gemella_morbillorum	16.4835164835
UniRef90_Q8REE3	16.4756640515
UniRef90_Q8REE3|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4756640515
UniRef90_A5TWA3	16.4719804349
UniRef90_A5TWA3|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4719804349
UniRef90_Q8RIA1	16.4646462351
UniRef90_Q8RIA1|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4646462351
UniRef90_C7XN53	16.4494763006
UniRef90_C7XN53|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4494763006
UniRef90_V8CJW6	16.4473684211
UniRef90_V8CJW6|unclassified	16.4473684211
UniRef90_D4CTJ3	16.4469295789
UniRef90_D4CTJ3|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4469295789
UniRef90_U7TR17	16.4383561644
UniRef90_U7TR17|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4383561644
UniRef90_C7XRV7	16.4360830499
UniRef90_C7XRV7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4360830499
UniRef90_R9RBG0	16.4271047228
UniRef90_R9RBG0|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4271047228
UniRef90_Q8REH1	16.4096140296
UniRef90_Q8REH1|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4096140296
UniRef90_Q8RED7	16.4083865087
UniRef90_Q8RED7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.4083865087
UniRef90_A5TWU7	16.3934426230
UniRef90_A5TWU7|g__Fusobacterium.s__Fusobacterium_nucleatum	16.3934426230
UniRef90_C9LH62	16.3934426230
UniRef90_C9LH62|g__Alloprevotella.s__Alloprevotella_tannerae	16.3934426230
UniRef90_J8S3B7	16.3934426230
