# Gene Family	C2_Abundance-RPKs
K07112|g__Haemophilus.s__Haemophilus_parainfluenzae	8.014
K07114	3.399
K07114|g__Prevotella.s__Prevotella_melaninogenica	3.399
K07121	1.233
K07121|g__Haemophilus.s__Haemophilus_parainfluenzae	1.233
K07126	1.739
K07126|g__Haemophilus.s__Haemophilus_parainfluenzae	1.739
K07149	3.255
K07149|g__Haemophilus.s__Haemophilus_parainfluenzae	3.255
K07160	1.565
K07160|g__Haemophilus.s__Haemophilus_parainfluenzae	1.565
K07166	6.303
K07166|unclassified	6.303
K07173	2.439
K07173|g__Haemophilus.s__Haemophilus_sputorum	2.439
K07213	9.091
K07213|g__Haemophilus.s__Haemophilus_parainfluenzae	9.091
K07214	1.773
K07214|g__Prevotella.s__Prevotella_melaninogenica	1.773
K07234	1.002
K07234|g__Haemophilus.s__Haemophilus_parainfluenzae	1.002
K07238	11.899
K07238|g__Sphingomonas.s__Sphingomonas_melonis	11.899
K07243	4.811
K07243|g__Sphingomonas.s__Sphingomonas_melonis	4.811
K07259	1.492
K07259|g__Haemophilus.s__Haemophilus_parainfluenzae	1.492
K07261	1.294
K07261|g__Haemophilus.s__Haemophilus_parainfluenzae	1.294
K07262	1.289
K07262|g__Haemophilus.s__Haemophilus_parainfluenzae	1.289
K07263	1.09
K07263|g__Prevotella.s__Prevotella_melaninogenica	1.09
K07265	8.776
K07265|g__Haemophilus.s__Haemophilus_sputorum	8.776
K07266	0.512
K07266|g__Haemophilus.s__Haemophilus_sputorum	0.512
K07273	2.89
K07273|g__Prevotella.s__Prevotella_melaninogenica	2.89
K07278	1.222
K07278|g__Haemophilus.s__Haemophilus_parainfluenzae	1.222
K07282	2.27
K07282|g__Prevotella.s__Prevotella_melaninogenica	2.27
K07320	2.367
K07320|g__Haemophilus.s__Haemophilus_parainfluenzae	2.367
K07386	1.037
K07386|g__Prevotella.s__Prevotella_melaninogenica	1.037
K07391	2.065
K07391|g__Haemophilus.s__Haemophilus_parainfluenzae	0.699
K07391|g__Prevotella.s__Prevotella_melaninogenica	1.366
K07400	10.309
K07400|g__Haemophilus.s__Haemophilus_parainfluenzae	10.309
K07444	2.814
K07444|g__Prevotella.s__Prevotella_melaninogenica	2.814
K07447	11.03
K07447|g__Haemophilus.s__Haemophilus_parainfluenzae	5.849
K07447|unclassified	5.181
K07464	7.178
K07464|g__Haemophilus.s__Haemophilus_sputorum	7.178
K07478	3.39
K07478|g__Haemophilus.s__Haemophilus_parainfluenzae	1.601
K07478|g__Prevotella.s__Prevotella_melaninogenica	1.789
K07482	1.473
K07482|unclassified	1.473
K07486	0.849
K07486|unclassified	0.849
K07507	6.447
K07507|g__Haemophilus.s__Haemophilus_parainfluenzae	6.447
K07552	4.624
K07552|g__Haemophilus.s__Haemophilus_parainfluenzae	4.624
K07566	4.327
K07566|g__Haemophilus.s__Haemophilus_parainfluenzae	2.212
K07566|g__Prevotella.s__Prevotella_melaninogenica	2.114
K07568	3.024
K07568|g__Haemophilus.s__Haemophilus_parainfluenzae	3.024
K07640	1.534
K07640|g__Haemophilus.s__Haemophilus_parainfluenzae	1.534
K07648	1.8
K07648|g__Haemophilus.s__Haemophilus_parainfluenzae	1.8
K07666	3.21
K07666|g__Haemophilus.s__Haemophilus_parainfluenzae	3.21
K07674	1.87
K07674|g__Haemophilus.s__Haemophilus_parainfluenzae	1.87
K07735	4.338
K07735|g__Haemophilus.s__Haemophilus_parainfluenzae	4.338
K07751	1.664
K07751|g__Haemophilus.s__Haemophilus_parainfluenzae	1.664
K07791	2.496
K07791|g__Haemophilus.s__Haemophilus_parainfluenzae	2.496
K07862	0.876
K07862|g__Haemophilus.s__Haemophilus_parainfluenzae	0.876
K08159	1.854
K08159|g__Haemophilus.s__Haemophilus_parainfluenzae	1.854
K08218	1.702
K08218|g__Haemophilus.s__Haemophilus_parainfluenzae	1.702
K08289	3.697
K08289|g__Haemophilus.s__Haemophilus_parainfluenzae	1.848
K08289|g__Prevotella.s__Prevotella_melaninogenica	1.848
K08301	2.907
K08301|g__Haemophilus.s__Haemophilus_sputorum	2.907
K08303	3.879
K08303|g__Haemophilus.s__Haemophilus_parainfluenzae	1.563
K08303|g__Haemophilus.s__Haemophilus_sputorum	2.317
K08304	4.864
K08304|g__Haemophilus.s__Haemophilus_parainfluenzae	4.864
K08305	3.866
K08305|g__Haemophilus.s__Haemophilus_parainfluenzae	3.866
K08306	1.02
K08306|g__Haemophilus.s__Haemophilus_parainfluenzae	1.02
K08307	1.929
K08307|g__Prevotella.s__Prevotella_melaninogenica	1.929
K08315	11.236
K08315|g__Haemophilus.s__Haemophilus_parainfluenzae	11.236
K08316	4.202
K08316|g__Haemophilus.s__Haemophilus_parainfluenzae	4.202
K08365	13.652
K08365|g__Haemophilus.s__Haemophilus_sputorum	13.652
K08483	3.051
K08483|g__Haemophilus.s__Haemophilus_parainfluenzae	3.051
K08722	2.024
K08722|g__Haemophilus.s__Haemophilus_parainfluenzae	2.024
K08984	3.839
K08984|g__Prevotella.s__Prevotella_melaninogenica	3.839
K09013	1.517
K09013|g__Prevotella.s__Prevotella_melaninogenica	1.517
K09014	1.447
K09014|g__Prevotella.s__Prevotella_melaninogenica	1.447
K09015	1.607
K09015|g__Prevotella.s__Prevotella_melaninogenica	1.607
K09136	1.797
K09136|g__Haemophilus.s__Haemophilus_parainfluenzae	1.797
K09157	7.104
K09157|g__Haemophilus.s__Haemophilus_parainfluenzae	2.657
K09157|g__Haemophilus.s__Haemophilus_sputorum	4.447
K09159	6.329
K09159|g__Haemophilus.s__Haemophilus_parainfluenzae	6.329
K09691	1.582
K09691|g__Haemophilus.s__Haemophilus_sputorum	1.582
K09704	1.457
K09704|g__Prevotella.s__Prevotella_melaninogenica	1.457
K09710	3.676
K09710|g__Prevotella.s__Prevotella_melaninogenica	3.676
K09748	2.809
K09748|g__Haemophilus.s__Haemophilus_parainfluenzae	2.809
K09760	1.985
K09760|g__Haemophilus.s__Haemophilus_parainfluenzae	1.985
K09761	1.575
K09761|g__Haemophilus.s__Haemophilus_parainfluenzae	1.575
K09767	5.102
K09767|g__Haemophilus.s__Haemophilus_parainfluenzae	5.102
K09794	16.807
K09794|g__Haemophilus.s__Haemophilus_parainfluenzae	16.807
K09797	3.091
K09797|g__Haemophilus.s__Haemophilus_parainfluenzae	3.091
K09798	2.69
K09798|g__Haemophilus.s__Haemophilus_parainfluenzae	2.69
K09801	4.405
K09801|g__Haemophilus.s__Haemophilus_parainfluenzae	4.405
K09808	6.217
K09808|g__Haemophilus.s__Haemophilus_parainfluenzae	6.217
K09815	4.393
K09815|g__Haemophilus.s__Haemophilus_parainfluenzae	4.393
K09816	5.749
K09816|g__Haemophilus.s__Haemophilus_parainfluenzae	5.749
K09861	5.87
K09861|g__Haemophilus.s__Haemophilus_parainfluenzae	4.431
K09861|g__Prevotella.s__Prevotella_melaninogenica	1.439
K09862	9.346
K09862|g__Haemophilus.s__Haemophilus_parainfluenzae	9.346
K09889	8.995
K09889|g__Haemophilus.s__Haemophilus_parainfluenzae	4.577
K09889|g__Haemophilus.s__Haemophilus_sputorum	4.418
K09890	6.452
K09890|g__Haemophilus.s__Haemophilus_parainfluenzae	6.452
K09893	3.04
K09893|g__Haemophilus.s__Haemophilus_parainfluenzae	3.04
K09895	4.454
K09895|g__Haemophilus.s__Haemophilus_parainfluenzae	4.454
K09903	1.629
K09903|g__Haemophilus.s__Haemophilus_sputorum	1.629
K09908	12.17
K09908|g__Haemophilus.s__Haemophilus_parainfluenzae	12.17
K09910	4.926
K09910|g__Haemophilus.s__Haemophilus_parainfluenzae	4.926
K09946	4.184
K09946|g__Haemophilus.s__Haemophilus_parainfluenzae	4.184
K09999	3.497
K09999|g__Haemophilus.s__Haemophilus_parainfluenzae	3.497
K10094	3.312
K10094|g__Haemophilus.s__Haemophilus_parainfluenzae	3.312
K10541	4.391
K10541|g__Haemophilus.s__Haemophilus_parainfluenzae	4.391
K10542	7.482
K10542|g__Haemophilus.s__Haemophilus_parainfluenzae	2.827
K10542|g__Haemophilus.s__Haemophilus_sputorum	4.655
K10747	2.817
K10747|g__Haemophilus.s__Haemophilus_parainfluenzae	2.817
K10763	6.711
K10763|g__Haemophilus.s__Haemophilus_parainfluenzae	6.711
K10773	7.299
K10773|g__Prevotella.s__Prevotella_melaninogenica	7.299
K10805	2.628
K10805|g__Haemophilus.s__Haemophilus_parainfluenzae	2.628
K11065	5.025
K11065|g__Haemophilus.s__Haemophilus_parainfluenzae	5.025
K11069	1.046
K11069|g__Haemophilus.s__Haemophilus_parainfluenzae	1.046
K11070	1.497
K11070|g__Haemophilus.s__Haemophilus_sputorum	1.497
K11071	2.628
K11071|g__Haemophilus.s__Haemophilus_sputorum	2.628
K11072	5.923
K11072|g__Haemophilus.s__Haemophilus_sputorum	5.923
K11107	6.711
K11107|g__Haemophilus.s__Haemophilus_parainfluenzae	6.711
K11179	8.696
K11179|g__Haemophilus.s__Haemophilus_parainfluenzae	8.696
K11183	1.41
K11183|g__Haemophilus.s__Haemophilus_parainfluenzae	1.41
K11604	1.279
K11604|g__Haemophilus.s__Haemophilus_parainfluenzae	1.279
K11607	1.255
K11607|g__Haemophilus.s__Haemophilus_parainfluenzae	1.255
K11720	7.995
K11720|g__Haemophilus.s__Haemophilus_parainfluenzae	6.061
K11720|g__Prevotella.s__Prevotella_melaninogenica	1.934
K11749	1.623
K11749|g__Haemophilus.s__Haemophilus_parainfluenzae	1.623
K11751	1.298
K11751|g__Haemophilus.s__Haemophilus_parainfluenzae	1.298
K11752	3.88
K11752|g__Haemophilus.s__Haemophilus_parainfluenzae	3.88
K11753	2.418
K11753|g__Haemophilus.s__Haemophilus_parainfluenzae	2.418
K11928	1.438
K11928|g__Haemophilus.s__Haemophilus_parainfluenzae	1.438
K11991	2.387
K11991|g__Haemophilus.s__Haemophilus_parainfluenzae	2.387
K11996	3.21
K11996|g__Haemophilus.s__Haemophilus_parainfluenzae	3.21
K12139	1.486
K12139|g__Haemophilus.s__Haemophilus_parainfluenzae	1.486
K12141	1.39
K12141|g__Haemophilus.s__Haemophilus_parainfluenzae	1.39
K12142	1.226
K12142|g__Haemophilus.s__Haemophilus_parainfluenzae	1.226
K12267	2.079
K12267|g__Haemophilus.s__Haemophilus_parainfluenzae	2.079
K12368	1.939
K12368|g__Haemophilus.s__Haemophilus_parainfluenzae	1.939
K12410	3.273
K12410|g__Haemophilus.s__Haemophilus_parainfluenzae	3.273
K12524	0.852
K12524|g__Haemophilus.s__Haemophilus_parainfluenzae	0.852
K12982	4.184
K12982|g__Haemophilus.s__Haemophilus_parainfluenzae	4.184
K12984	3.035
K12984|g__Haemophilus.s__Haemophilus_parainfluenzae	3.035
K13038	1.813
K13038|g__Haemophilus.s__Haemophilus_parainfluenzae	1.813
K13498	0.748
K13498|g__Haemophilus.s__Haemophilus_parainfluenzae	0.748
K13990	1.247
K13990|g__Prevotella.s__Prevotella_melaninogenica	1.247
K14170	0.945
K14170|g__Haemophilus.s__Haemophilus_parainfluenzae	0.945
K14441	4.77
K14441|g__Haemophilus.s__Haemophilus_parainfluenzae	4.77
K14445	6.183
K14445|g__Haemophilus.s__Haemophilus_parainfluenzae	6.183
K14742	4.907
K14742|g__Haemophilus.s__Haemophilus_parainfluenzae	4.907
K15396	1.613
K15396|g__Haemophilus.s__Haemophilus_parainfluenzae	1.613
K15539	2.149
K15539|g__Haemophilus.s__Haemophilus_parainfluenzae	2.149
K15580	3.945
K15580|g__Haemophilus.s__Haemophilus_parainfluenzae	3.945
K15581	4.839
K15581|g__Haemophilus.s__Haemophilus_parainfluenzae	4.839
K15583	2.294
K15583|g__Haemophilus.s__Haemophilus_parainfluenzae	2.294
K15600	3.195
K15600|g__Haemophilus.s__Haemophilus_parainfluenzae	3.195
K15634	5.66
K15634|g__Haemophilus.s__Haemophilus_parainfluenzae	5.66
K15724	7.809
K15724|g__Haemophilus.s__Haemophilus_sputorum	7.809
K15725	6.782
K15725|g__Sphingomonas.s__Sphingomonas_melonis	6.782
K15727	1.789
K15727|g__Sphingomonas.s__Sphingomonas_melonis	1.789
K15876	3.571
K15876|g__Prevotella.s__Prevotella_melaninogenica	3.571
K15977	6.153
K15977|g__Haemophilus.s__Haemophilus_parainfluenzae	3.344
K15977|g__Haemophilus.s__Haemophilus_sputorum	2.809
K15984	2.994
K15984|g__Haemophilus.s__Haemophilus_parainfluenzae	2.994
K16012	2.448
K16012|g__Haemophilus.s__Haemophilus_parainfluenzae	2.448
K16013	1.806
K16013|g__Haemophilus.s__Haemophilus_parainfluenzae	1.806
K16345	1.608
K16345|g__Prevotella.s__Prevotella_melaninogenica	1.608
K16915	4.873
K16915|g__Haemophilus.s__Haemophilus_parainfluenzae	4.873
K17686	1.438
K17686|g__Haemophilus.s__Haemophilus_parainfluenzae	1.438
K17758	1.41
K17758|g__Prevotella.s__Prevotella_melaninogenica	1.41
K17759	1.41
K17759|g__Prevotella.s__Prevotella_melaninogenica	1.41
K18829	10.05
K18829|unclassified	10.05
K18850	0.899
K18850|g__Haemophilus.s__Haemophilus_parainfluenzae	0.899
K18893	0.573
K18893|g__Haemophilus.s__Haemophilus_parainfluenzae	0.573
K18929	7.608
K18929|g__Haemophilus.s__Haemophilus_sputorum	7.608
K19226	1.249
K19226|g__Haemophilus.s__Haemophilus_parainfluenzae	1.249
K19228	2.538
K19228|g__Haemophilus.s__Haemophilus_parainfluenzae	2.538
K19230	1.42
K19230|g__Haemophilus.s__Haemophilus_parainfluenzae	1.42
K19267	9.309
K19267|g__Haemophilus.s__Haemophilus_parainfluenzae	5.319
K19267|g__Haemophilus.s__Haemophilus_sputorum	3.989
K19286	1.553
K19286|g__Prevotella.s__Prevotella_melaninogenica	1.553
K19353	2.982
K19353|g__Prevotella.s__Prevotella_melaninogenica	2.982
K19355	1.717
K19355|g__Prevotella.s__Prevotella_melaninogenica	1.717
K19431	2.334
K19431|g__Haemophilus.s__Haemophilus_parainfluenzae	2.334
