# Gene Family	C2_Abundance-RPKs
UniRef90_UPI00036BE5A4|g__Sphingomonas.s__Sphingomonas_melonis	23.4913793103
UniRef90_UPI0002488776	23.4385964912
UniRef90_UPI0002488776|g__Haemophilus.s__Haemophilus_sputorum	23.4385964912
UniRef90_UPI0003829A85	23.2558139535
UniRef90_UPI0003829A85|g__Sphingomonas.s__Sphingomonas_melonis	23.2558139535
UniRef90_T0J0T0	23.0248203247
UniRef90_T0J0T0|g__Sphingomonas.s__Sphingomonas_melonis	23.0248203247
UniRef90_UPI00037572DA	22.9402190136
UniRef90_UPI00037572DA|g__Sphingomonas.s__Sphingomonas_melonis	22.9402190136
UniRef90_W1WD51	22.7673895586
UniRef90_W1WD51|unclassified	22.7673895586
UniRef90_A0A031I1F0	22.6526319455
UniRef90_A0A031I1F0|g__Sphingomonas.s__Sphingomonas_melonis	22.6526319455
UniRef90_UPI00026CCA19	22.4969899046
UniRef90_UPI00026CCA19|g__Sphingomonas.s__Sphingomonas_melonis	22.4969899046
UniRef90_UPI00037025A4	22.4719101124
UniRef90_UPI00037025A4|g__Sphingomonas.s__Sphingomonas_melonis	22.4719101124
UniRef90_UPI00026CDBEA	22.4293320985
UniRef90_UPI00026CDBEA|unclassified	22.4293320985
UniRef90_T0HMX2	22.4049981765
UniRef90_T0HMX2|g__Sphingomonas.s__Sphingomonas_melonis	22.4049981765
UniRef90_UPI000365712D	22.3831473734
UniRef90_UPI000365712D|g__Sphingomonas.s__Sphingomonas_melonis	22.3831473734
UniRef90_A0A031I964	22.3214285714
UniRef90_A0A031I964|g__Sphingomonas.s__Sphingomonas_melonis	22.3214285714
UniRef90_UPI000380593B	21.9880897847
UniRef90_UPI000380593B|g__Sphingomonas.s__Sphingomonas_melonis	21.9880897847
UniRef90_UPI00036D44C4	21.9494834850
UniRef90_UPI00036D44C4|g__Sphingomonas.s__Sphingomonas_melonis	21.9494834850
UniRef90_UPI000363C406	21.7910191164
UniRef90_UPI000363C406|g__Sphingomonas.s__Sphingomonas_melonis	21.7910191164
UniRef90_M7MQW4	21.7391304348
UniRef90_M7MQW4|unclassified	21.7391304348
UniRef90_UPI0003A0A39F	21.6250118473
UniRef90_UPI0003A0A39F|g__Sphingomonas.s__Sphingomonas_melonis	21.6250118473
UniRef90_UPI00037E6577	21.5925603022
UniRef90_UPI00037E6577|g__Sphingomonas.s__Sphingomonas_melonis	21.5925603022
UniRef90_A5VHE0	21.5782372366
UniRef90_A5VHE0|g__Sphingomonas.s__Sphingomonas_melonis	21.5782372366
UniRef90_F7WCI1	21.5290628255
UniRef90_F7WCI1|g__Sphingomonas.s__Sphingomonas_melonis	21.5290628255
UniRef90_I3BK16	21.2765957447
UniRef90_I3BK16|g__Haemophilus.s__Haemophilus_parainfluenzae	21.2765957447
UniRef90_UPI00036F95DC	21.2620955886
UniRef90_UPI00036F95DC|g__Sphingomonas.s__Sphingomonas_melonis	21.2620955886
UniRef90_UPI00035E4CAA	21.2359550562
UniRef90_UPI00035E4CAA|g__Sphingomonas.s__Sphingomonas_melonis	21.2359550562
UniRef90_H8E0T5	21.1322906090
UniRef90_H8E0T5|unclassified	21.1322906090
UniRef90_D9RVW0	21.0526315789
UniRef90_D9RVW0|g__Prevotella.s__Prevotella_melaninogenica	21.0526315789
UniRef90_UPI00037344D6	21.0526315789
UniRef90_UPI00037344D6|g__Sphingomonas.s__Sphingomonas_melonis	21.0526315789
UniRef90_UPI00037D521B	20.9790209790
UniRef90_UPI00037D521B|g__Sphingomonas.s__Sphingomonas_melonis	20.9790209790
UniRef90_UPI00037F7031	20.8087130557
UniRef90_UPI00037F7031|g__Sphingomonas.s__Sphingomonas_melonis	20.8087130557
UniRef90_UPI00036E6E2C	20.5531855699
UniRef90_UPI00036E6E2C|g__Sphingomonas.s__Sphingomonas_melonis	11.4068441065
UniRef90_UPI00036E6E2C|unclassified	9.1463414634
UniRef90_W1UW40	20.4924578539
UniRef90_W1UW40|unclassified	20.4924578539
UniRef90_T0J6Z4	20.4641827432
UniRef90_T0J6Z4|g__Sphingomonas.s__Sphingomonas_melonis	20.4641827432
UniRef90_UPI0003632BDD	20.4630716458
UniRef90_UPI0003632BDD|g__Sphingomonas.s__Sphingomonas_melonis	20.4630716458
UniRef90_UPI00036382CF	20.3045685279
UniRef90_UPI00036382CF|g__Sphingomonas.s__Sphingomonas_melonis	20.3045685279
UniRef90_UPI00035C4128	20.2130177777
UniRef90_UPI00035C4128|g__Sphingomonas.s__Sphingomonas_melonis	20.2130177777
UniRef90_A0A031HQY1	20.2100840336
UniRef90_A0A031HQY1|g__Sphingomonas.s__Sphingomonas_melonis	20.2100840336
UniRef90_UPI0003780B1F	20.1729106628
UniRef90_UPI0003780B1F|g__Sphingomonas.s__Sphingomonas_melonis	20.1729106628
UniRef90_A0A031HS96	20.0306065665
UniRef90_A0A031HS96|g__Sphingomonas.s__Sphingomonas_melonis	20.0306065665
UniRef90_J4KD82	20.0263178551
UniRef90_J4KD82|g__Haemophilus.s__Haemophilus_sputorum	20.0263178551
UniRef90_F3X186	20.0222945036
UniRef90_F3X186|g__Sphingomonas.s__Sphingomonas_melonis	20.0222945036
UniRef90_J4UWD1	20.0000000000
UniRef90_J4UWD1|g__Haemophilus.s__Haemophilus_sputorum	20.0000000000
UniRef90_UPI000370FB0A	20.0000000000
UniRef90_UPI000370FB0A|g__Sphingomonas.s__Sphingomonas_melonis	20.0000000000
UniRef90_UPI0003779AAB	20.0000000000
UniRef90_UPI0003779AAB|g__Sphingomonas.s__Sphingomonas_melonis	20.0000000000
UniRef90_UPI000379E223	19.8977954338
UniRef90_UPI000379E223|g__Sphingomonas.s__Sphingomonas_melonis	19.8977954338
UniRef90_A0A031I3E5	19.7387061030
UniRef90_A0A031I3E5|g__Sphingomonas.s__Sphingomonas_melonis	19.7387061030
UniRef90_UPI00037743FE	19.7306929450
UniRef90_UPI00037743FE|unclassified	10.8811354228
UniRef90_UPI00037743FE|g__Sphingomonas.s__Sphingomonas_melonis	8.8495575221
UniRef90_A3N369	19.7051071582
UniRef90_A3N369|g__Haemophilus.s__Haemophilus_parainfluenzae	13.6260798026
UniRef90_A3N369|g__Haemophilus.s__Haemophilus_sputorum	6.0790273556
UniRef90_UPI00026CCA24	19.6888765731
UniRef90_UPI00026CCA24|unclassified	19.6888765731
UniRef90_UPI00036D1A09	19.4789769578
UniRef90_UPI00036D1A09|g__Sphingomonas.s__Sphingomonas_melonis	19.4789769578
UniRef90_UPI00036CEEF3	19.4247996228
UniRef90_UPI00036CEEF3|g__Sphingomonas.s__Sphingomonas_melonis	19.4247996228
UniRef90_T0J0T5	19.2379659691
UniRef90_T0J0T5|g__Sphingomonas.s__Sphingomonas_melonis	19.2379659691
UniRef90_A0A031I0Y6	19.2307692308
UniRef90_A0A031I0Y6|g__Sphingomonas.s__Sphingomonas_melonis	19.2307692308
UniRef90_UPI000381CCD4	19.2216160803
UniRef90_UPI000381CCD4|g__Sphingomonas.s__Sphingomonas_melonis	19.2216160803
UniRef90_A0A031I6J4	19.1610459361
UniRef90_A0A031I6J4|g__Sphingomonas.s__Sphingomonas_melonis	19.1610459361
UniRef90_F6F421	18.9413192311
UniRef90_F6F421|g__Sphingomonas.s__Sphingomonas_melonis	18.9413192311
UniRef90_J4KDF4	18.8679245283
UniRef90_J4KDF4|g__Haemophilus.s__Haemophilus_sputorum	18.8679245283
UniRef90_A0A031I335	18.8118981823
UniRef90_A0A031I335|g__Sphingomonas.s__Sphingomonas_melonis	18.8118981823
UniRef90_P44075	18.7969924812
UniRef90_P44075|g__Haemophilus.s__Haemophilus_parainfluenzae	15.0375939850
UniRef90_P44075|g__Haemophilus.s__Haemophilus_sputorum	3.7593984962
UniRef90_UPI00036EAEE6	18.7925705833
UniRef90_UPI00036EAEE6|unclassified	9.9255583127
UniRef90_UPI00036EAEE6|g__Sphingomonas.s__Sphingomonas_melonis	8.8670122707
UniRef90_UPI000476E474	18.6996158705
UniRef90_UPI000476E474|g__Sphingomonas.s__Sphingomonas_melonis	18.6996158705
UniRef90_A0A031HU24	18.6915887850
UniRef90_A0A031HU24|g__Sphingomonas.s__Sphingomonas_melonis	18.6915887850
UniRef90_J4USU0	18.6915887850
UniRef90_J4USU0|g__Haemophilus.s__Haemophilus_sputorum	18.6915887850
UniRef90_UPI0003666171	18.6915887850
UniRef90_UPI0003666171|g__Sphingomonas.s__Sphingomonas_melonis	18.6915887850
UniRef90_UPI0004779F75	18.6915887850
UniRef90_UPI0004779F75|g__Sphingomonas.s__Sphingomonas_melonis	18.6915887850
UniRef90_J4KCQ2	18.6633039092
UniRef90_J4KCQ2|g__Haemophilus.s__Haemophilus_sputorum	18.6633039092
UniRef90_UPI000477CFF0	18.6215032019
UniRef90_UPI000477CFF0|g__Sphingomonas.s__Sphingomonas_melonis	18.6215032019
UniRef90_F3X2Q2	18.6046511628
UniRef90_F3X2Q2|g__Sphingomonas.s__Sphingomonas_melonis	18.6046511628
UniRef90_A0A031HLU5	18.5662959141
UniRef90_A0A031HLU5|g__Sphingomonas.s__Sphingomonas_melonis	18.5662959141
UniRef90_S5R612	18.5185185185
UniRef90_S5R612|unclassified	18.5185185185
UniRef90_UPI00036CB08E	18.4501845018
UniRef90_UPI00036CB08E|g__Sphingomonas.s__Sphingomonas_melonis	18.4501845018
UniRef90_UPI0003739EFC	18.4148389218
UniRef90_UPI0003739EFC|g__Sphingomonas.s__Sphingomonas_melonis	18.4148389218
UniRef90_UPI00035F2226	18.3069224354
UniRef90_UPI00035F2226|g__Sphingomonas.s__Sphingomonas_melonis	18.3069224354
UniRef90_UPI00037F094B	18.2954646116
UniRef90_UPI00037F094B|g__Sphingomonas.s__Sphingomonas_melonis	18.2954646116
UniRef90_UPI0003824731	18.2901117436
UniRef90_UPI0003824731|g__Sphingomonas.s__Sphingomonas_melonis	18.2901117436
UniRef90_UPI0003778AAF	18.2872220903
UniRef90_UPI0003778AAF|g__Sphingomonas.s__Sphingomonas_melonis	18.2872220903
UniRef90_UPI000376CAD8	18.2697705486
UniRef90_UPI000376CAD8|g__Sphingomonas.s__Sphingomonas_melonis	18.2697705486
UniRef90_T0HXE6	18.0978073451
UniRef90_T0HXE6|g__Sphingomonas.s__Sphingomonas_melonis	18.0978073451
UniRef90_UPI0003678A7A	18.0505415162
UniRef90_UPI0003678A7A|g__Sphingomonas.s__Sphingomonas_melonis	18.0505415162
UniRef90_UPI00037B2D2D	17.9458909208
UniRef90_UPI00037B2D2D|g__Sphingomonas.s__Sphingomonas_melonis	17.9458909208
UniRef90_UPI000365329D	17.8605511096
UniRef90_UPI000365329D|g__Sphingomonas.s__Sphingomonas_melonis	17.8605511096
UniRef90_M4XKM5	17.8571428571
UniRef90_M4XKM5|g__Haemophilus.s__Haemophilus_sputorum	17.8571428571
UniRef90_J5HVV2	17.6991150442
UniRef90_J5HVV2|g__Haemophilus.s__Haemophilus_sputorum	17.6991150442
UniRef90_UPI000248ABD9	17.6991150442
UniRef90_UPI000248ABD9|g__Haemophilus.s__Haemophilus_sputorum	17.6991150442
UniRef90_UPI00037CFD49	17.6318999848
UniRef90_UPI00037CFD49|g__Sphingomonas.s__Sphingomonas_melonis	17.6318999848
UniRef90_UPI0003801BCE	17.6185949439
UniRef90_UPI0003801BCE|g__Sphingomonas.s__Sphingomonas_melonis	17.6185949439
UniRef90_UPI00036DC7BC	17.6098008167
UniRef90_UPI00036DC7BC|g__Sphingomonas.s__Sphingomonas_melonis	17.6098008167
UniRef90_UPI0003612B74	17.6018239431
UniRef90_UPI0003612B74|g__Sphingomonas.s__Sphingomonas_melonis	17.6018239431
UniRef90_J2WDQ5	17.5639499010
UniRef90_J2WDQ5|unclassified	17.5639499010
UniRef90_UPI0003684328	17.4533746183
UniRef90_UPI0003684328|g__Sphingomonas.s__Sphingomonas_melonis	17.4533746183
UniRef90_J4UMJ4	17.3410404624
UniRef90_J4UMJ4|g__Haemophilus.s__Haemophilus_sputorum	17.3410404624
UniRef90_T0J6X9	17.3339431616
UniRef90_T0J6X9|g__Sphingomonas.s__Sphingomonas_melonis	17.3339431616
UniRef90_UPI000370F32F	17.2484098648
UniRef90_UPI000370F32F|g__Sphingomonas.s__Sphingomonas_melonis	17.2484098648
UniRef90_A3N380	17.2413793103
UniRef90_A3N380|g__Haemophilus.s__Haemophilus_sputorum	17.2413793103
UniRef90_UPI00036CADC6	17.1676982022
UniRef90_UPI00036CADC6|g__Sphingomonas.s__Sphingomonas_melonis	17.1676982022
UniRef90_A0A031I579	17.1306209850
UniRef90_A0A031I579|g__Sphingomonas.s__Sphingomonas_melonis	17.1306209850
UniRef90_UPI00026CDBEC	17.0422681433
UniRef90_UPI00026CDBEC|unclassified	17.0422681433
UniRef90_UPI000381F8EB	16.9860876596
UniRef90_UPI000381F8EB|g__Sphingomonas.s__Sphingomonas_melonis	16.9860876596
UniRef90_U2ZZD9	16.8263187902
UniRef90_U2ZZD9|unclassified	16.8263187902
UniRef90_E1W6K4	16.8067226891
UniRef90_E1W6K4|g__Haemophilus.s__Haemophilus_parainfluenzae	16.8067226891
UniRef90_J5HI17	16.7597765363
UniRef90_J5HI17|g__Haemophilus.s__Haemophilus_sputorum	16.7597765363
UniRef90_UPI00037BBEF7	16.7325457452
UniRef90_UPI00037BBEF7|g__Sphingomonas.s__Sphingomonas_melonis	16.7325457452
UniRef90_A0A031HZD6	16.6629590335
UniRef90_A0A031HZD6|g__Sphingomonas.s__Sphingomonas_melonis	16.6629590335
UniRef90_UPI00037AE766	16.6097060834
UniRef90_UPI00037AE766|g__Sphingomonas.s__Sphingomonas_melonis	16.6097060834
UniRef90_UPI00036B5B3F	16.5931802347
UniRef90_UPI00036B5B3F|g__Sphingomonas.s__Sphingomonas_melonis	16.5931802347
UniRef90_D4YWY8	16.5786588318
UniRef90_D4YWY8|g__Sphingomonas.s__Sphingomonas_melonis	16.5786588318
UniRef90_UPI00035FCF70	16.5300546448
UniRef90_UPI00035FCF70|g__Sphingomonas.s__Sphingomonas_melonis	16.5300546448
UniRef90_A3N3R0	16.4999659795
UniRef90_A3N3R0|g__Haemophilus.s__Haemophilus_parainfluenzae	14.0845070423
UniRef90_A3N3R0|unclassified	2.4154589372
UniRef90_UPI0003771EB3	16.4913255138
UniRef90_UPI0003771EB3|g__Sphingomonas.s__Sphingomonas_melonis	16.4913255138
UniRef90_B0URX8	16.4831453084
UniRef90_B0URX8|g__Haemophilus.s__Haemophilus_sputorum	16.4831453084
UniRef90_A0A031HV85	16.4473684211
UniRef90_A0A031HV85|g__Sphingomonas.s__Sphingomonas_melonis	16.4473684211
UniRef90_UPI0004774BBB	16.4388709615
UniRef90_UPI0004774BBB|g__Sphingomonas.s__Sphingomonas_melonis	16.4388709615
UniRef90_I0IW29	16.4150625737
UniRef90_I0IW29|g__Sphingomonas.s__Sphingomonas_melonis	16.4150625737
UniRef90_UPI000365E268	16.3934426230
UniRef90_UPI000365E268|g__Sphingomonas.s__Sphingomonas_melonis	16.3934426230
UniRef90_UPI0003691825	16.3922663738
UniRef90_UPI0003691825|g__Sphingomonas.s__Sphingomonas_melonis	16.3922663738
UniRef90_UPI000362C609	16.2866449511
UniRef90_UPI000362C609|g__Sphingomonas.s__Sphingomonas_melonis	16.2866449511
UniRef90_UPI00038138FD	16.2820512821
UniRef90_UPI00038138FD|g__Sphingomonas.s__Sphingomonas_melonis	16.2820512821
UniRef90_UPI00035CD64F	16.2521884993
UniRef90_UPI00035CD64F|g__Sphingomonas.s__Sphingomonas_melonis	16.2521884993
UniRef90_UPI00037B7E5B	16.2162162162
UniRef90_UPI00037B7E5B|g__Sphingomonas.s__Sphingomonas_melonis	16.2162162162
UniRef90_A0A031HVN1	16.0665773051
UniRef90_A0A031HVN1|g__Sphingomonas.s__Sphingomonas_melonis	16.0665773051
UniRef90_UPI0003688214	16.0639992755
UniRef90_UPI0003688214|g__Sphingomonas.s__Sphingomonas_melonis	16.0639992755
UniRef90_UPI0004762858	16.0638010471
UniRef90_UPI0004762858|g__Sphingomonas.s__Sphingomonas_melonis	16.0638010471
UniRef90_UPI000367B08A	15.9296564345
UniRef90_UPI000367B08A|g__Sphingomonas.s__Sphingomonas_melonis	15.9296564345
UniRef90_UPI000248ABD5	15.8855637117
UniRef90_UPI000248ABD5|g__Haemophilus.s__Haemophilus_sputorum	15.8855637117
UniRef90_T0HXD6	15.8816051576
UniRef90_T0HXD6|g__Sphingomonas.s__Sphingomonas_melonis	15.8816051576
UniRef90_UPI0003AAE919	15.8740157480
UniRef90_UPI0003AAE919|g__Sphingomonas.s__Sphingomonas_melonis	15.8740157480
UniRef90_UPI00037BAEA8	15.8714934600
UniRef90_UPI00037BAEA8|g__Sphingomonas.s__Sphingomonas_melonis	15.8714934600
UniRef90_UPI00037977D0	15.7894736842
UniRef90_UPI00037977D0|g__Sphingomonas.s__Sphingomonas_melonis	15.7894736842
UniRef90_UPI000370DF01	15.7803090764
UniRef90_UPI000370DF01|g__Sphingomonas.s__Sphingomonas_melonis	15.7803090764
UniRef90_UPI00037EC696	15.6894177662
UniRef90_UPI00037EC696|g__Sphingomonas.s__Sphingomonas_melonis	15.6894177662
UniRef90_U2QU14	15.6865157480
UniRef90_U2QU14|unclassified	15.6865157480
UniRef90_UPI00036F209E	15.6821574874
UniRef90_UPI00036F209E|g__Sphingomonas.s__Sphingomonas_melonis	15.6821574874
UniRef90_A0A031HNN7	15.6795375218
UniRef90_A0A031HNN7|g__Sphingomonas.s__Sphingomonas_melonis	15.6795375218
UniRef90_E1W1Z0	15.6250000000
UniRef90_E1W1Z0|g__Haemophilus.s__Haemophilus_parainfluenzae	15.6250000000
UniRef90_UPI00035DDCB2	15.4639175258
UniRef90_UPI00035DDCB2|g__Sphingomonas.s__Sphingomonas_melonis	15.4639175258
UniRef90_A0A031HTV8	15.4540301105
UniRef90_A0A031HTV8|g__Sphingomonas.s__Sphingomonas_melonis	15.4540301105
UniRef90_UPI0003722474	15.4255594026
UniRef90_UPI0003722474|g__Sphingomonas.s__Sphingomonas_melonis	15.4255594026
UniRef90_UPI000365E589	15.3846153846
UniRef90_UPI000365E589|g__Sphingomonas.s__Sphingomonas_melonis	15.3846153846
UniRef90_A0A031HWJ6	15.2575153411
UniRef90_A0A031HWJ6|g__Sphingomonas.s__Sphingomonas_melonis	15.2575153411
UniRef90_J5HRE1	15.2284263959
UniRef90_J5HRE1|g__Haemophilus.s__Haemophilus_sputorum	15.2284263959
UniRef90_J5HMS5	15.2091254753
UniRef90_J5HMS5|g__Haemophilus.s__Haemophilus_sputorum	15.2091254753
UniRef90_UPI00036E09C6	15.1764095469
UniRef90_UPI00036E09C6|g__Sphingomonas.s__Sphingomonas_melonis	15.1764095469
UniRef90_UPI0003769116	15.1627575512
UniRef90_UPI0003769116|g__Sphingomonas.s__Sphingomonas_melonis	15.1627575512
UniRef90_UPI000382AE0D	15.1515151515
UniRef90_UPI000382AE0D|g__Sphingomonas.s__Sphingomonas_melonis	15.1515151515
UniRef90_D4YYE5	15.1484040896
UniRef90_D4YYE5|g__Sphingomonas.s__Sphingomonas_melonis	15.1484040896
UniRef90_UPI000364C6EB	15.0661299597
UniRef90_UPI000364C6EB|g__Sphingomonas.s__Sphingomonas_melonis	15.0661299597
UniRef90_I7J2C4	15.0375939850
UniRef90_I7J2C4|unclassified	15.0375939850
UniRef90_UPI000366A578	15.0013435265
UniRef90_UPI000366A578|unclassified	7.8340586333
UniRef90_UPI000366A578|g__Sphingomonas.s__Sphingomonas_melonis	7.1672848932
UniRef90_UPI00037A2CB2	15.0000000000
UniRef90_UPI00037A2CB2|g__Sphingomonas.s__Sphingomonas_melonis	15.0000000000
UniRef90_A0A031I8K1	14.9980452785
UniRef90_A0A031I8K1|g__Sphingomonas.s__Sphingomonas_melonis	14.9980452785
UniRef90_A0A031HQB0	14.9666098066
UniRef90_A0A031HQB0|g__Sphingomonas.s__Sphingomonas_melonis	14.9666098066
UniRef90_UPI0004779688	14.9585474709
