unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Taxonomy	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter festucae	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter festucae	0	1	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter sp. VKM Ac-2762	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Rathayibacter|s_Rathayibacter sp. VKM Ac-2762	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium	Salinibacterium sp. dk2585	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae|g_Salinibacterium|s_Salinibacterium sp. dk2585	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter alpinus	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Arthrobacter|s_Arthrobacter alpinus	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter crystallopoietes	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Arthrobacter|s_Arthrobacter crystallopoietes	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. QXT-31	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Arthrobacter|s_Arthrobacter sp. QXT-31	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria rosea	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Kocuria|s_Kocuria rosea	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Micrococcus|s_Micrococcus luteus	0	0	0	1	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. KBS0714	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Micrococcus|s_Micrococcus sp. KBS0714	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia aeria	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia aeria	0	1	17	7	0	2	0	11	43	3	24	168
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia dentocariosa	0	41	2	2	4	5	1	337	10	4	99	140
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia mucilaginosa	3	7	87	1201	2	122	137	60	2421	1470	7418	42
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia nasimurium	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia nasimurium	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia terrae	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia terrae	0	0	0	0	0	0	0	2	0	2	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium cellulans	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Promicromonosporaceae|g_Cellulosimicrobium|s_Cellulosimicrobium cellulans	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola dokdonensis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Promicromonosporaceae|g_Isoptericola|s_Isoptericola dokdonensis	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	Haloactinobacterium	Haloactinobacterium sp. HY164	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Ruaniaceae|g_Haloactinobacterium|s_Haloactinobacterium sp. HY164	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	Haloactinobacterium	Haloactinobacterium sp. RN3S43	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Ruaniaceae|g_Haloactinobacterium|s_Haloactinobacterium sp. RN3S43	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter sp. HDW7	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|f_Sanguibacteraceae|g_Sanguibacter|s_Sanguibacter sp. HDW7	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	unclassified	Luteimicrobium	Luteimicrobium xylanilyticum	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micrococcales|g_Luteimicrobium|s_Luteimicrobium xylanilyticum	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes missouriensis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micromonosporales|f_Micromonosporaceae|g_Actinoplanes|s_Actinoplanes missouriensis	0	0	0	0	1	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora carbonacea	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micromonosporales|f_Micromonosporaceae|g_Micromonospora|s_Micromonospora carbonacea	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora purpureochromogenes	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micromonosporales|f_Micromonosporaceae|g_Micromonospora|s_Micromonospora purpureochromogenes	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora siamensis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Micromonosporales|f_Micromonosporaceae|g_Micromonospora|s_Micromonospora siamensis	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella panacisegetis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Nakamurellales|f_Nakamurellaceae|g_Nakamurella|s_Nakamurella panacisegetis	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha	Actinopolymorpha singaporensis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Nocardioidaceae|g_Actinopolymorpha|s_Actinopolymorpha singaporensis	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Micropruina	Micropruina glycogenica	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Nocardioidaceae|g_Micropruina|s_Micropruina glycogenica	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides anomalus	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Nocardioidaceae|g_Nocardioides|s_Nocardioides anomalus	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. JQ2195	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Nocardioidaceae|g_Nocardioides|s_Nocardioides sp. JQ2195	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Auraticoccus	Auraticoccus monumenti	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Propionibacteriaceae|g_Auraticoccus|s_Auraticoccus monumenti	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Propionibacteriaceae|g_Cutibacterium|s_Cutibacterium acnes	0	20	23	17	0	0	15	10	1	0	1	2
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Propionibacteriaceae|g_Cutibacterium|s_Cutibacterium avidum	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium granulosum	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Propionibacteriaceae|g_Cutibacterium|s_Cutibacterium granulosum	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	Pseudopropionibacterium propionicum	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Propionibacteriales|f_Propionibacteriaceae|g_Pseudopropionibacterium|s_Pseudopropionibacterium propionicum	0	33	18	0	0	2	10	1071	18	1	0	90
Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Alloactinosynnema	Alloactinosynnema sp. L-07	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Alloactinosynnema|s_Alloactinosynnema sp. L-07	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis albispora	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Amycolatopsis|s_Amycolatopsis albispora	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Amycolatopsis|s_Amycolatopsis orientalis	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. HH130629-09	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Pseudonocardia|s_Pseudonocardia sp. HH130629-09	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces actuosus	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces actuosus	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces ambofaciens	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces ambofaciens	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antimycoticus	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces antimycoticus	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces bingchenggensis	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces clavuligerus	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces clavuligerus	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces collinus	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces collinus	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces katrae	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces katrae	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lunaelactis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces lunaelactis	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pristinaespiralis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces pristinaespiralis	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NEAU-sy36	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces sp. NEAU-sy36	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. NHF165	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces sp. NHF165	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. S1D4-11	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces sp. S1D4-11	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. SCSIO 3032	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces sp. SCSIO 3032	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TLI	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces sp. TLI_053	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. W1SF4	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces sp. W1SF4	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tsukubensis	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces tsukubensis	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptomycetales|f_Streptomycetaceae|g_Streptomyces|s_Streptomyces venezuelae	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptosporangiales|f_Nocardiopsaceae|g_Thermobifida|s_Thermobifida fusca	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura sp. NAK00032	d_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Streptosporangiales|f_Thermomonosporaceae|g_Actinomadura|s_Actinomadura sp. NAK00032	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella parvula	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Lancefieldella|s_Lancefieldella parvula	36	2	1	0	0	18	27	33	0	1	5	6
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella sp. oral taxon 807	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Olsenella|s_Olsenella sp. oral taxon 807	0	0	0	0	0	1	5	0	1	0	0	88
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Olsenella|s_Olsenella uli	0	0	0	0	0	0	5	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella catena	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Parolsenella|s_Parolsenella catena	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Collinsella|s_Collinsella aerofaciens	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella sp. YY7918	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Eggerthellales|f_Eggerthellaceae|g_Eggerthella|s_Eggerthella sp. YY7918	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	Euzebya	Euzebya sp. DY32-46	d_Bacteria|p_Actinobacteria|c_Nitriliruptoria|o_Euzebyales|f_Euzebyaceae|g_Euzebya|s_Euzebya sp. DY32-46	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	d_Bacteria|p_Actinobacteria|c_Rubrobacteria|o_Rubrobacterales|f_Rubrobacteraceae|g_Rubrobacter|s_Rubrobacter xylanophilus	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprosuis	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides coprosuis	0	1	0	0	1	0	0	0	0	0	0	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides fragilis	3	0	1	0	0	2	0	0	0	0	1	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides heparinolyticus	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides heparinolyticus	1	2	1	3	3	0	0	0	0	0	0	2
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides intestinalis	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides ovatus	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CBA7301	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides sp. CBA7301	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. HF-5287	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides sp. HF-5287	0	0	0	0	0	0	1	0	0	0	0	2
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. M10	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides sp. M10	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides thetaiotaomicron	0	0	0	0	1	0	0	0	0	0	0	2
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides uniformis	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides zoogleoformans	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides zoogleoformans	5	0	0	0	0	8	1	0	0	0	0	4
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_Barnesiella viscericola	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp. HDW5A	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Dysgonomonadaceae|g_Dysgonomonas|s_Dysgonomonas sp. HDW5A	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella dubosii	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae|g_Duncaniella|s_Duncaniella dubosii	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae|g_Muribaculum|s_Muribaculum intestinale	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp. TLL-A4	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae|g_Muribaculum|s_Muribaculum sp. TLL-A4	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas faecalis	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Butyricimonas|s_Butyricimonas faecalis	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Odoribacter|s_Odoribacter splanchnicus	1	1	0	0	0	2	0	0	0	0	0	3
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter propionicigenes	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Paludibacteraceae|g_Paludibacter|s_Paludibacter propionicigenes	1	0	0	0	0	0	1	1	0	1	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas asaccharolytica	2	0	0	0	2	0	2	0	0	0	1	1
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas cangingivalis	0	0	0	0	1	1	1	0	0	0	0	1
