ID	C1	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia	2.73012	0.47312	0.23113	2.73256	0.37517	0.0	0.66441	0.0	0.13975	0.0	0.0	0.03255	2.10337	2.24919	5.60235	9.27443	5.21885	12.74711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum	2.07355	0.1449	0.62603	0.73513	0.00012	0.03404	0.46069	0.002	1.1864	0.0	0.0	0.0	1.02344	1.03481	0.24174	0.14976	0.0	0.6664
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira	2.03154	0.67092	0.02704	0.0	0.01774	1.18432	0.0	0.0	0.02996	22.8147	0.0	0.0	3.30013	0.518	0.12076	4.56627	0.50374	0.44208
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	1.70422	0.0	0.1362	0.02193	0.03364	0.0	0.43104	69.35083	0.06204	2.81335	0.7793	0.01041	0.73877	0.48767	0.02098	0.0	3.19498	0.26402
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	1.60649	0.7709	0.8498	3.10981	0.52559	0.10482	9.023	0.03004	1.69718	4.44771	0.001	0.78367	3.19659	1.53803	3.22932	5.52803	0.75444	2.21229
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	1.47866	0.58816	0.11686	1.79955	1.87178	0.23807	0.0	0.00251	2.56466	0.0	0.06635	2.82603	0.84746	0.06462	0.0	0.26607	0.0	2.27107
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.95867	2.31043	4.17217	1.44894	1.9122	7.98548	5.34866	4.33921	0.38012	4.12451	0.0	0.70626	0.43468	0.48854	0.60729	0.66315	0.03902	0.30833
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	0.78694	1.90887	0.44641	1.65865	1.46829	5.12894	0.0	0.07366	0.00163	0.17798	0.07431	0.0	6.79158	5.39729	2.40835	13.98934	2.87236	4.27809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter	0.73524	0.63516	2.12695	0.81237	1.1787	0.31129	16.52979	0.00403	0.24704	8.71335	0.04878	0.36066	1.52053	1.38747	0.70582	0.51989	0.23393	5.07616
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	0.72764	0.0	0.00191	4.44074	0.03746	0.0	9.72994	0.38891	0.0	0.20276	0.36327	0.07827	0.14773	0.00261	0.00343	0.01752	0.10806	0.02929
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger	0.72146	0.21623	0.45756	0.0	1.10701	0.0	0.0	0.00767	0.0	0.03281	0.00208	0.49862	3.12544	0.86841	0.0	2.96512	0.36346	1.57698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus	0.69888	0.99606	0.31851	1.1646	0.5055	0.02967	0.0	0.0	0.03626	0.0	0.16298	0.22955	1.15337	2.1946	4.31341	9.24957	1.44703	0.2562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627	0.59788	0.0	0.00579	0.6621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48222	0.80583	0.21167	0.0	0.04666	0.46325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea	0.42872	0.34841	0.15333	0.16584	0.01697	0.0	0.0	0.0	0.07317	0.0	0.01004	0.0	0.66721	1.05215	1.1362	0.36014	1.28445	1.70098
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.4178	0.42346	0.11152	0.01493	0.2579	0.02634	0.82141	0.0	0.215	0.0	0.54425	0.0	1.09081	0.39197	0.42083	0.39876	1.72974	0.52971
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	0.40855	0.13917	0.69525	1.08107	0.11835	0.2602	0.0	0.0	0.10807	0.0	0.0	0.0	0.73422	1.11338	0.20775	0.09098	0.00169	1.10167
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor	0.34955	0.34026	0.06341	0.41638	0.61849	0.42094	0.57663	0.01065	1.11229	0.03772	0.1834	0.06428	0.13382	0.04446	0.03678	0.40961	0.01332	0.06679
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0.34113	0.0	0.0	0.0929	0.0	1.01826	0.0	0.0	1.13603	0.0	0.0	0.0	0.09141	0.0	0.0	0.79486	0.01611	0.06287
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium	0.31978	0.0	0.09975	0.06358	0.2723	0.12091	0.0	0.0	0.0	0.0	0.0	0.0	0.23327	0.04545	0.20237	0.0	0.0	0.02916
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	0.29637	0.16546	0.26448	0.63878	0.55593	0.1111	0.0	3.91708	0.86466	0.0	0.54697	0.20794	0.92647	0.2231	0.1541	0.07549	0.02599	0.10164
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.28014	0.23049	0.02443	0.24445	0.72241	0.25323	0.0	0.25614	0.17796	0.0	0.08887	0.08458	0.80465	0.09894	0.51825	0.19507	0.01669	0.68405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora	0.24669	0.01691	0.01399	0.2083	0.30501	0.0	1.03732	0.0	0.05804	0.0	0.0	0.0	0.20044	0.00516	0.01791	0.07688	0.19807	0.4393
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified	0.23588	0.77591	0.1892	0.17438	0.94339	0.22578	0.0	0.0	0.38631	0.0	0.0	0.0389	1.34111	0.72124	0.18335	1.35974	0.05245	0.14884
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.20992	2.82441	0.40832	0.13984	0.09961	0.00025	0.0	0.02009	0.45136	0.0	0.0	0.0	4.07395	2.45979	7.03739	2.29933	19.36981	7.30461
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma	0.20499	0.0	0.01061	0.02096	0.08452	0.0015	0.0	0.02204	0.00254	0.0	0.0	0.02536	0.0	0.0	0.00749	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	0.19107	0.07179	0.12518	0.02813	0.0628	0.0	0.0	0.0	0.02524	0.0	0.0	0.0	0.18081	0.00578	0.01232	0.1167	0.0	0.22791
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	0.17485	14.85281	0.0	0.62689	1.11297	0.08709	0.0	0.0	0.0	2.8929	0.01828	0.0	0.00099	0.0	0.0	0.69579	0.08819	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas	0.13731	0.01003	0.0	0.15599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08871	0.05441	0.09866	0.09198	0.1462	0.00232
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	0.1316	0.30882	0.88394	0.41995	0.19735	0.0	0.0	0.0	0.267	0.0	0.0	0.00015	0.09376	0.05653	0.23719	0.0	0.00886	0.00489
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	0.1205	0.0	0.00027	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.00277
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas	0.1178	0.0	0.09197	0.0286	0.02405	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.03231	0.01848	0.01584	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena	0.11203	0.07477	0.04319	0.08164	0.0	0.0	0.0	0.0	0.07977	0.0	0.0	0.00548	0.00179	0.08177	0.0	0.0	0.2535	1.29988
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter	0.0937	0.3312	0.02783	0.08259	0.0221	0.0	0.0	0.0	0.01957	0.0	0.0	0.00128	0.34905	0.26107	0.22391	1.08604	0.50083	3.80698
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.09171	0.00639	0.0	0.01272	0.0	0.0	0.1135	0.00865	0.0	0.96647	0.32303	0.00221	0.2315	0.03067	0.00132	0.00928	0.02039	0.09169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter	0.09146	0.09394	0.38707	1.09623	1.0501	0.40285	0.0	0.0	0.04747	0.0	0.0	0.00473	0.89022	0.53256	0.22593	0.53205	0.02692	0.09442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	0.08883	0.39427	0.20956	0.03661	0.07045	0.08954	0.65823	0.00215	0.3779	0.3323	0.0	0.0	2.90779	2.08447	1.71861	2.02815	4.25283	1.69773
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3819	0.08837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus	0.07872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17107	0.0	0.0	0.00699	0.0	0.65609	0.76104	0.0	0.02056	0.87527
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.07824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0008	0.0	0.00095	0.00025
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9359	0.05948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09473	0.0	0.0	0.0	0.03159
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4599	0.05947	0.0	0.50155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus	0.05825	0.05813	0.01319	0.05227	0.0104	0.0	0.0	0.0	0.02805	0.0	0.0	0.0	0.02861	0.00733	0.00395	0.01143	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum	0.05807	0.12157	0.07944	0.04327	0.02604	0.0062	0.24912	0.01665	0.03835	0.0	0.0	0.00832	0.20922	0.1977	0.10311	0.91194	0.14598	0.83249
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.05587	0.01728	0.02702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19787	0.23034	0.0	0.0	0.00092	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea	0.05548	0.32845	0.00724	0.0	0.0383	0.0	0.0	0.0	0.00187	0.0	0.0	0.02776	0.10681	0.01622	0.0	0.0	0.0	0.00407
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella	0.05335	0.0	0.0	0.02221	0.0	0.0	0.0	0.0	0.0	0.00052	0.009	0.0	0.00021	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	0.0512	0.14225	0.02675	0.08463	0.32839	0.69044	16.263	0.0	0.15765	1.07754	0.15674	0.15619	0.25389	0.00621	0.00258	0.02571	0.02175	0.00016
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.05111	0.02485	0.0003	0.01021	0.0	0.01523	0.08659	0.0479	0.00539	0.0	0.07984	0.0	0.0	0.0	0.0	0.02507	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium	0.04971	0.0	0.00499	0.02758	0.00783	0.05829	0.0	0.00215	0.01282	0.0	0.20412	0.24731	0.0673	0.00139	0.0	0.02003	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	0.0427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653	0.04204	0.0	0.0	0.01169	0.06521	0.01417	0.0	0.0	0.0	0.0	0.0	0.0	0.04189	0.05613	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.04015	0.01657	0.05317	0.04954	0.09231	0.0	0.0	0.0	0.00736	0.0	0.0	0.00461	0.18739	0.0	0.02532	0.04309	0.00678	0.03378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia	0.03896	0.22318	0.00691	0.02272	0.0	0.01538	0.0	0.0	0.13251	0.0	0.0	0.0	0.1448	0.0206	0.23833	0.24514	0.07373	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum	0.03588	0.08843	0.03569	0.00071	0.00251	0.0	0.0	0.0	0.06081	0.0	0.0	0.0	0.41917	0.18602	0.25147	0.43915	0.6072	0.09712
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.0313	0.0	1.14682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3464	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707	0.03117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05544	0.0	0.1063	0.1139
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9534	0.03112	0.0	0.0	0.16148	0.04097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.00252	0.04709	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.02419	0.35217	0.00876	1.86606	2.67719	0.80857	16.39209	4.87433	63.0297	10.91398	6.99559	9.78132	0.07163	0.06485	0.21011	0.02298	0.32666	0.97387
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus	0.02388	0.0	0.0	0.08111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512	0.02252	0.0	0.0	0.0	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus	0.02244	0.0	0.0	0.01926	0.0	0.0	0.0	0.0	0.0	0.00361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium	0.02232	0.00052	0.00596	0.0207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.05062	0.0	0.00225	0.00043	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella	0.01808	0.0826	0.0	0.86668	0.29475	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.12189	0.10452	0.0	0.02573	0.0	0.44211
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera	0.01746	0.02824	0.04133	0.06201	0.11149	0.01339	0.0	0.0	0.14615	0.0	0.0	0.0	0.0	0.0	0.05718	0.07289	0.0	0.0675
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699	0.01668	0.0	0.0	0.0	0.43585	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.09907	0.46632	0.07746	0.21488	0.02056	0.02713
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574	0.01454	0.28192	0.01797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus	0.01337	0.0	0.03472	0.0	0.95137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4633	0.0	0.0	0.00399
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9237	0.01324	0.0	0.01492	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06853	0.07252	0.00178	0.0	0.0021	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella	0.01299	0.07592	0.02397	0.04011	0.16754	0.08336	0.0	0.0	0.0056	0.42087	0.0	0.14217	0.0511	0.0	0.20843	0.00247	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490	0.01252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	0.01025	0.00929	0.0	0.0	0.00677	0.0	0.0291	0.0	0.0	0.02896	0.11071	0.0	0.04229	0.00318	0.0	0.00618	0.00813	0.00749
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480	0.01015	0.0	0.0	0.0	0.14667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10321	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera	0.00984	0.0	3.2445	0.01989	0.08741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6948	4.01395	0.30017	0.00441	0.20124	0.02534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified	0.00889	0.01425	0.07718	0.0234	0.28464	0.06367	0.0	0.0	0.34436	0.0	0.0	0.0213	0.42973	0.01569	0.03723	0.39369	0.18614	0.07758
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.00881	0.0	0.0	0.0	0.2252	0.38634	1.07012	0.0	0.0	0.0583	0.00085	0.11113	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9561	0.00866	0.1409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14785	0.0	0.24633	0.0018	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619	0.00786	0.0	0.00092	0.02059	0.05097	0.25345	0.0	0.0	0.0	0.0	0.0	0.0	0.04821	0.04595	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9614	0.00757	0.0	0.00044	0.03572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00945	0.0	0.1345	0.00062	0.00853
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.00679	0.72907	0.0	0.05093	0.17149	0.40044	0.0	0.0	0.09214	3.53629	79.13992	0.0	1.93857	0.0	0.0	2.64845	13.50717	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified	0.00668	0.0	0.0	0.0	0.01516	0.0	0.0	0.0	0.0	0.0	0.13288	0.0	0.0	0.0	0.01419	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes	0.00648	0.15238	0.0113	0.0	0.01777	0.0174	0.0	0.0	0.09273	0.0	0.00056	0.03103	0.28698	0.03385	0.04807	0.35657	0.24079	0.04338
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	0.00462	0.0	0.7988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.83273	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	0.00378	0.0	0.0	0.0	0.19417	1.54301	0.0	0.0	0.0	0.0	0.0	0.2054	3.6782	0.0	0.0	10.85701	0.8349	0.19656
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter	0.00362	0.06693	0.03428	0.06864	0.11287	0.04862	0.0	0.07033	0.01959	0.0	0.0	0.0	0.0258	0.0071	0.00302	0.01586	0.0	0.02275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella	0.00355	0.0	0.0	0.00012	0.00391	0.00206	0.0	0.0	0.00046	0.0	0.0	0.0	0.00152	0.0	0.01005	0.00227	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter	0.00242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02425	0.0	0.00298	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3005	0.00182	0.0	0.0	0.01963	0.0	0.01556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.08053	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	0.0012	0.03681	0.0	0.0041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.01129	0.00394	0.00417	0.00032	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia	0.00052	0.0	0.00347	0.0	0.00926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01127	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	8.91055	18.87774	15.36727	3.54855	8.80857	11.61079	0.0	0.01216	1.6249	0.00681	0.01889	0.00465	0.0	0.0	0.18751	1.50515	0.4615	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	8.04104	14.90619	22.61739	14.69737	10.38291	27.51807	0.16915	0.00486	2.46985	0.01396	0.00448	4.60202	2.26877	0.49642	1.08933	1.83081	0.08979	0.02411
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei	6.36556	0.0	0.0	1.12797	0.61829	16.25935	0.0	0.51408	0.55651	0.00191	0.0	31.41089	1.20063	0.00323	0.0	0.0	0.07419	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	6.27988	2.40783	0.66259	0.0	0.10279	1.84895	0.08677	0.0	2.20922	0.0	0.0	4.39436	0.11118	0.05583	0.22786	0.25536	0.01417	0.43978
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	6.25689	5.68688	6.68117	7.71928	1.96262	0.02199	0.72383	0.00352	9.76503	0.00298	0.3215	0.01277	0.0	0.93715	0.70966	1.04838	0.04201	1.07679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4	6.03733	0.0	0.50732	0.0	1.94918	0.0	0.0	0.00401	0.0	0.0	9e-05	0.0	2.49118	7.67965	1.28987	1.68801	0.48982	1.64262
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	5.09228	0.0	1.17064	6.55634	5.5087	0.01247	0.682	0.00235	0.00419	0.01112	0.00562	22.41397	0.10933	0.54249	0.58106	1.20752	0.0142	0.30192
