KO	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
K00001	0.0	0.0	42.498000000000005	196.7933	18.0457	65.7769	23.6275	0.0	325.7415	72.0079	164.2656	61.2927
K00003	637.241	42.4424	57.14052	703.781	531.222	307.3651	105.7766	22.2124	408.17969999999997	440.5199	539.7694	595.1288
K00004	18.505	9.06838	35.78187	303.798	0.0	15.02	52.4981	11.272	129.47789999999998	261.44259999999997	1031.6392999999998	0.0
K00008	0.0	123.867	26.6201	207.81189999999998	0.0	23.7102	0.0	0.0	301.68500000000006	134.0385	17.5148	0.0
K00012	0.0	0.0	5.19276	0.0	0.0	223.373	0.0	8.423969999999999	0.0	0.0	0.0	0.0
K00013	0.0	103.98899999999999	10.6081	575.2785	0.0	1331.1200000000001	44.4345	0.0	168.9633	90.1122	160.7815	0.0
K00014	272.0734	42.8378	103.6726	140.7617	249.84069999999997	152.1284	0.0	0.0	923.9956999999999	158.8257	513.5799	93.1002
K00016	84.4113	0.0	0.0	0.0	117.529	22.5446	19.5542	30.5724	99.1918	62.36619999999999	432.28020000000004	192.82760000000002
K00018	1038.148	0.0	0.0	232.022	325.514	0.0	14.8917	0.0	217.9556	95.8922	330.8151	37.6318
K00020	0.0	0.0	75.7107	157.028	0.0	0.0	0.0	0.0	0.0	427.98699999999997	0.0	0.0
K00021	50.9932	0.0	0.0	0.0	707.572	0.0	34.499	0.0	0.0	218.803	0.0	88.2076
K00024	0.0	107.55940000000001	24.563000000000002	1427.6748999999998	0.0	701.88	80.1463	45.8803	120.56320000000001	745.8326999999999	967.0090000000001	0.0
K00027	390.2788	36.7973	322.25	441.3675	244.46410000000003	686.6378	210.5941	0.0	1187.7293	779.9974	230.86400000000003	224.1719
K00029	55.9338	21.7028	286.0162	408.4953	58.0031	751.313	113.09200000000001	0.0	773.1274	733.0338999999999	0.0	0.0
K00031	0.0	0.0	6.843160000000001	160.1693	565.872	0.0	125.8952	0.0	363.6895	253.72590000000002	98.566	32.3132
K00033	345.125	141.90890000000002	122.25849	881.6536	465.543	293.5072	75.9642	129.767	900.0602	1142.8891	360.2236	396.6947
K00036	0.0	0.0	0.0	157.12359999999998	0.0	16.4611	33.5815	0.0	119.90879999999999	101.9817	143.47981	0.0
K00042	0.0	0.0	75.7107	157.028	0.0	0.0	0.0	0.0	0.0	427.98699999999997	0.0	0.0
K00048	0.0	21.5131	0.0	13.3111	0.0	0.0	0.0	0.0	0.0	120.624	0.0	0.0
K00052	217.1518	0.0	73.13832000000001	260.05730000000005	171.7998	26.4241	22.8823	0.0	736.8147	282.61129999999997	206.21840000000003	0.0
K00053	760.5774	31.68677	56.3046	348.6748	666.816	97.6547	66.1176	24.54829	91.4453	306.27279999999996	520.3113	167.30059999999997
K00054	50.9932	0.0	0.0	0.0	707.572	0.0	34.499	0.0	0.0	218.803	0.0	88.2076
K00057	78.0177	0.0	0.0	230.5725	318.981	252.183	310.6644	73.2543	389.1333	494.12930000000006	398.0147	329.6606
K00058	1251.475	0.0	37.1833	546.5366	1392.0273	115.8371	123.8073	38.0211	293.1531	302.09026	721.9540999999999	287.85080000000005
K00067	903.3384000000001	0.0	23.4985	0.0	563.0651	113.56540000000001	22.1047	0.0	0.0	0.0	1126.51	0.0
K00073	0.0	0.0	0.0	41.188	0.0	315.465	0.0	76.2493	45.4011	0.0	0.0	0.0
K00074	0.0	0.0	21.2826	0.0	256.113	47.4246	41.5283	0.0	0.0	61.2187	0.0	0.0
K00075	609.4780000000001	29.4928	76.5336	528.292	268.6995	317.1476	102.3839	0.0	357.9145	1050.4467	428.6514	679.3080000000001
K00077	282.483	0.0	19.0286	40.4124	0.0	0.0	269.314	37.4666	290.50059999999996	0.0	0.0	233.86900000000003
K00082	37.775999999999996	0.0	0.0	22.6552	78.7159	748.5880000000001	307.401	262.007	0.0	176.06599999999997	0.0	66.0313
K00087	0.0	0.0	0.0	233.54969999999997	0.0	49.0435	0.0	0.0	0.0	0.0	286.127	0.0
K00088	2789.485	115.012	29.854	765.1998	267.4427	1431.9238	474.81750000000005	32.6963	1126.696	642.4663	584.2211	1939.1097999999997
K00091	0.0	0.0	19.744	101.818	0.0	0.0	0.0	0.0	37.2652	28.0831	33.6354	0.0
K00097	70.6687	0.0	4.47349	241.1628	606.6042	277.388	48.7248	0.0	401.1654	344.0176	760.3752000000001	0.0
K00099	0.0	43.7389	33.236999999999995	652.3225	0.0	228.0285	0.0	83.0438	1101.1401	440.241	398.3845	156.733
K00100	0.0	0.0	0.0	10.4009	18.0457	42.0667	0.0	0.0	11.3206	25.7103	81.6108	61.2927
K00101	215.136	0.0	176.709	65.8323	0.0	0.0	132.60299999999998	0.0	0.0	45.2017	0.0	0.0
K00102	0.0	18.3956	30.586199999999998	463.01980000000003	0.0	0.0	31.7929	26.7347	338.2671	488.9486	193.35559999999998	81.1487
K00104	190.07989999999998	0.0	18.9082	0.0	308.21999999999997	135.3716	73.1544	0.0	0.0	0.0	0.0	93.7047
K00105	0.0	0.0	0.0	0.0	0.0	0.0	248.516	0.0	0.0	74.1461	0.0	0.0
K00111	0.0	52.3402	29.8756	106.0771	389.444	116.956	333.248	0.0	136.7562	115.4747	142.464	0.0
K00112	0.0	33.4	0.0	329.34800000000007	0.0	264.90319999999997	0.0	0.0	41.0513	107.89340000000001	225.99079999999998	55.0496
K00113	0.0	0.0	0.0	87.4745	0.0	75.8814	0.0	27.7723	42.1	66.6926	428.8487	110.709
K00116	0.0	0.0	11.4545	339.3449	0.0	0.0	0.0	0.0	281.9867	570.4792	128.99259999999998	0.0
K00121	46.7651	268.9528	21.23991	126.4948	0.0	10.0998	0.0	7.6285300000000005	24.3176	73.7037	14.607999999999999	0.0
K00123	42.7581	91.20219999999999	5.798780000000001	259.3521	408.375	93.8886	10.8147	41.6089	130.77429999999998	134.2765	544.6091	438.75629999999995
K00124	0.0	27.7064	23.9165	117.3734	288.2238	188.2874	0.0	44.1413	79.4962	176.2574	357.5897	81.1487
K00127	0.0	35.2553	0.0	71.3498	244.136	38.9819	0.0	28.5254	65.6806	361.8836	242.9346	103.234
K00128	613.1673000000001	0.0	125.5691	112.5804	197.8193	155.3987	0.0	30.5724	1079.2363	162.3061	110.4932	126.402
K00131	189.581	0.0	0.0	0.0	246.25599999999997	0.0	0.0	0.0	0.0	0.0	0.0	82.2561
K00133	99.8064	25.66632	89.37854	351.37459999999993	511.90399999999994	510.74289999999996	169.55848999999998	103.09886	746.4415	752.42481	294.6251	382.9678
K00134	550.2118	0.0	316.11321000000015	1292.4660999999999	2929.0239	1066.1194	358.61940000000004	18.9792	1056.5982000000001	693.8738099999999	708.0714	426.1077
K00135	0.0	51.4559	116.5299	1172.2936	0.0	0.0	0.0	0.0	413.228	1611.0084	389.60839999999996	0.0
K00145	0.0	0.0	0.0	102.054	0.0	0.0	29.0984	0.0	55.7625	42.0652	25.1578	0.0
K00147	0.0	0.0	0.0	320.5519	0.0	339.4285	0.0	8.66729	534.9406	347.45056999999997	344.3	0.0
K00148	0.0	123.867	15.7441	106.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00156	0.0	18.5998	52.352000000000004	33.2711	0.0	53.385	203.5788	22.9402	228.4334	151.1643	50.535199999999996	264.0629
K00158	0.0	18.5998	52.352000000000004	33.2711	0.0	53.385	203.5788	22.9402	228.4334	151.1643	50.535199999999996	264.0629
K00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.2161	251.845	388.6446	0.0
K00162	275.837	12.7122	0.0	320.263	88.6238	0.0	643.7536	0.0	127.619	0.0	497.397	241.34249999999997
K00163	0.0	157.86856	5.93192	356.63719999999995	39.6853	117.86160000000001	77.0317	48.8848	198.29879999999997	252.89719999999997	482.3725	170.83780000000002
K00164	0.0	85.81503000000001	51.477729999999994	308.34999999999997	0.0	184.83089999999999	0.0	4.6231	224.19053	742.3329	435.9685	330.1565
K00174	0.0	0.0	23.9165	0.0	0.0	1177.9830000000002	93.7738	0.0	37.2652	0.0	0.0	0.0
K00175	0.0	0.0	0.0	49.3675	0.0	1442.135	0.0	0.0	0.0	0.0	0.0	0.0
K00176	0.0	0.0	0.0	0.0	0.0	981.565	0.0	0.0	0.0	0.0	0.0	0.0
K00177	0.0	0.0	0.0	0.0	0.0	335.626	0.0	0.0	0.0	0.0	0.0	0.0
K00184	185.82	0.0	0.0	0.0	320.142	0.0	0.0	0.0	40.6157	0.0	0.0	0.0
K00186	0.0	0.0	0.0	0.0	0.0	147.91299999999998	0.0	0.0	0.0	0.0	0.0	0.0
K00187	0.0	0.0	0.0	0.0	0.0	1591.326	0.0	0.0	0.0	0.0	0.0	0.0
K00198	0.0	0.0	0.0	0.0	0.0	159.55200000000002	0.0	0.0	0.0	20.0171	23.9413	70.7402
K00207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.836999999999996	43.7062	0.0	0.0	573.967
K00208	0.0	0.0	0.0	871.053	0.0	792.3639000000001	243.11	0.0	204.9549	912.3119	59.3781	93.7047
K00210	0.0	0.0	0.0	708.1969999999999	0.0	0.0	0.0	0.0	73.8878	529.4759999999999	697.145	0.0
K00215	0.0	0.0	6.53177	205.505	0.0	565.099	224.67700000000002	46.0118	350.829	475.43420000000003	157.291	176.96329999999998
K00218	0.0	0.0	0.0	0.0	31.8132	97.3645	21.1226	18.0323	0.0	0.0	17.9987	107.12100000000001
K00220	0.0	0.0	0.0	544.944	0.0	0.0	0.0	0.0	73.8878	380.81699999999995	697.145	0.0
K00226	305.9542	103.98899999999999	107.0497	1024.1837	567.2116	590.3402	69.6702	105.595	325.8926	137.56029999999998	64.4461	80.0583
K00228	0.0	20.1491	15.3703	51.6745	0.0	0.0	0.0	0.0	28.2356	63.9064	0.0	0.0
K00230	0.0	0.0	31.3374	56.5135	0.0	0.0	0.0	0.0	126.316	1052.6689999999999	228.135	164.69400000000002
K00231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.81299999999999	0.0	0.0
K00239	604.7263	60.4697	62.11412	573.5787	373.4357	1031.6192	235.68440000000004	39.0424	1005.1534999999999	505.64480000000003	546.1947	296.173
K00240	0.0	57.798010000000005	69.1245	749.1115	0.0	216.63240000000002	0.0	71.3667	707.8672	898.1364000000001	528.1985	314.09540000000004
K00241	0.0	0.0	0.0	0.0	0.0	261.281	61.04299999999999	59.3806	25.0148	0.0	543.7424	0.0
K00242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.218000000000004	59.3346	94.6072	0.0
K00243	94.7903	0.0	16.7433	198.74900000000002	197.00400000000002	1385.12	32.2162	0.0	0.0	180.02900000000002	0.0	597.844
K00244	406.6693	75.7879	264.71407999999997	176.8012	339.5558	314.887	36.0373	75.33099999999999	524.4286	331.7123	96.3636	219.06600000000003
K00245	0.0	9.987210000000001	30.6162	64.3203	0.0	16.5604	0.0	12.4035	67.1088	162.1742	48.3811	36.2539
K00246	0.0	0.0	0.0	128.8558	0.0	0.0	0.0	0.0	104.6502	207.54539999999997	130.002	103.234
K00247	0.0	64.3998	0.0	0.0	0.0	222.632	0.0	0.0	103.60799999999999	271.5458	1040.046	266.219
K00248	977.0726000000001	0.0	115.64653999999999	160.4364	1358.7344999999998	386.66200000000003	70.8059	0.0	52.389300000000006	0.0	0.0	306.8023
K00249	8.45111	0.0	18.46966	382.2057	0.0	210.31	0.0	0.0	666.1967	150.8238	54.77224	0.0
K00254	0.0	127.80699999999999	25.39071	509.81859999999995	0.0	40.0771	10.5265	0.0	88.0942	366.64070000000004	179.4337	89.537
K00259	0.0	0.0	0.0	80.8249	0.0	0.0	0.0	37.4666	44.5395	67.1118	40.1913	0.0
K00260	94.7903	0.0	0.0	117.41900000000001	98.5022	0.0	0.0	5.6870400000000005	47.9911	91.6199	5.40523	0.0
K00261	94.7903	0.0	0.0	117.41900000000001	98.5022	0.0	0.0	5.6870400000000005	47.9911	91.6199	5.40523	0.0
K00262	52.5616	75.7484	24.60611	111.4248	163.55100000000002	144.678	27.8581	24.5476	92.75789999999999	276.74636	60.05914	90.9071
K00265	0.0	188.95379	5.19276	165.0278	0.0	288.852	0.0	0.0	94.4202	233.83619	279.418	595.8052
K00266	0.0	14.9598	0.0	0.0	0.0	296.086	21.7028	57.5309	75.9164	0.0	171.265	0.0
K00275	0.0	0.0	16.3754	169.39600000000002	0.0	0.0	80.2671	65.2431	739.4558000000001	695.04	306.0078	291.67629999999997
K00278	924.6490000000001	15.3182	252.0634	551.2099000000001	238.56400000000002	456.24420000000003	55.7387	70.8688	684.7113999999999	608.4734	329.1754	745.7585
K00281	0.0	13.4138	24.6283	406.78849999999994	58.2698	0.0	34.0208	11.3942	298.0571	339.3162	376.60069999999996	0.0
K00282	25.7228	13.4138	24.6283	422.26439999999997	58.2698	62.0307	69.8752	11.3942	298.0571	339.3162	376.60069999999996	0.0
K00283	0.0	9.42544	0.0	0.0	0.0	93.7072	13.5314	0.0	0.0	0.0	11.3904	0.0
K00284	0.0	182.1911	0.0	0.0	0.0	277.6834	0.0	0.0	94.4202	0.0	222.7876	547.08
K00285	0.0	0.0	0.0	81.6727	0.0	0.0	46.8869	0.0	0.0	182.07209999999998	0.0	121.42399999999999
K00286	0.0	30.95507	191.4994	1141.7965000000002	0.0	0.0	0.0	58.9632	397.44669999999996	494.7401	825.9636	192.11700000000002
K00287	0.0	0.0	0.0	238.43409999999997	813.953	0.0	61.1569	25.7514	561.608	683.721	675.4576000000001	352.5904
K00288	820.924	0.0	142.32904	57.7925	452.47209999999995	302.87190000000004	37.2637	0.0	25.9054	13.2606	57.5676	163.4948
K00290	42.9742	0.0	20.82016	25.9371	71.4767	216.55	33.7494	0.0	31.83777	14.2494	24.419179999999997	0.0
K00294	8.45111	0.0	18.46966	382.2057	0.0	0.0	0.0	0.0	666.1967	150.8238	54.77224	0.0
K00297	514.51	0.0	40.3826	258.3727	504.912	2333.3855	621.6800000000001	113.1763	720.6379999999999	388.71979999999996	384.9174	572.164
K00302	0.0	155.898	0.0	235.423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00305	0.0	118.34700000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00311	0.0	0.0	28.369989999999998	118.05359999999999	0.0	0.0	7.334219999999999	0.0	121.84369999999998	108.722	88.564	36.9169
K00313	0.0	0.0	0.0	46.308	0.0	0.0	0.0	42.4256	102.65799999999999	38.6556	0.0	0.0
K00324	0.0	0.0	0.0	0.0	27.739	0.0	0.0	134.2761	34.812	0.0	179.5152	46.8269
K00325	0.0	179.14646	22.58237	92.76419	0.0	26.943	0.0	26.3987	21.7339	169.5024	88.1321	88.2953
K00330	0.0	0.0	0.0	119.477	0.0	349.18800000000005	0.0	0.0	275.818	0.0	0.0	352.17
K00331	0.0	0.0	0.0	0.0	0.0	0.0	53.8693	0.0	160.773	80.7604	0.0	0.0
K00333	0.0	0.0	0.0	294.81489999999997	0.0	0.0	74.5666	0.0	197.5589	112.57239999999999	24.6788	24.7689
K00334	0.0	0.0	203.764	1026.524	0.0	0.0	0.0	27.7723	452.0295	317.86240000000004	0.0	169.03900000000002
K00335	0.0	0.0	0.0	530.9334	0.0	0.0	0.0	27.7723	772.6521	352.82040000000006	66.2853	169.03900000000002
K00336	0.0	0.0	22.3397	112.7983	651.119	0.0	107.29169999999999	277.63300000000004	377.40430000000003	74.2859	298.10199	14.7471
K00337	0.0	0.0	5.299259999999999	75.8424	0.0	11.4006	9.869010000000001	17.1927	100.845	20.8336	49.5662	24.8726
K00338	0.0	0.0	0.0	1137.45	0.0	981.565	0.0	0.0	568.031	328.205	542.684	367.226
K00339	0.0	39.8404	0.0	211.9297	0.0	135.187	0.0	40.8357	106.4096	117.3004	70.3005	0.0
K00340	0.0	33.996	25.6867	0.0	0.0	0.0	50.72	0.0	200.94299999999998	75.6785	136.22899999999998	131.46
K00341	0.0	16.5834	18.6417	250.9444	0.0	123.70100000000001	89.9066	0.0	282.12690000000003	352.3043	238.68920000000003	433.2772
K00342	111.971	0.0	28.60998	162.5967	0.0	163.463	72.6833	9.8918	153.729	77.771	45.88504	0.0
K00343	0.0	20.6446	62.8724	557.518	0.0	532.302	73.1644	0.0	341.311	92.245	134.094	77.0152
K00344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.2085	128.08700000000002	0.0
K00346	0.0	51.98793	0.0	319.8243	186.24450000000002	357.99879999999996	28.3834	12.6272	128.3552	429.1326	213.31220000000002	0.0
K00347	202.28470000000002	37.30214	69.2001	257.7337	512.0742	283.83029999999997	148.4129	27.6783	406.4833	442.84	340.2216	267.75870000000003
K00348	298.857	47.264300000000006	16.00043	36.9772	318.132	42.4292	28.7015	13.5213	96.4979	63.805400000000006	141.07940000000002	179.12849999999997
K00349	345.306	21.5131	50.3561	171.17239999999998	92.4301	318.558	82.08	0.0	36.4751	70.7832	65.7705	78.2371
K00350	48.7707	22.5621	20.6358	435.7469	101.274	405.9837	33.0953	0.0	92.56200000000001	166.5773	247.93290000000002	0.0
K00351	0.0	60.613	51.695139999999995	251.8714	219.7771	554.9559999999999	0.0	9.23915	181.1836	675.3811	608.7911	531.3535999999999
K00355	448.734	0.0	40.3826	44.04	363.14	0.0	36.0373	67.0993	15.9944	0.0	72.07300000000001	184.59099999999998
K00362	200.25599999999997	108.883	41.2715	43.6172	472.8139	0.0	84.73200000000001	40.1327	88.3985	114.193	154.36380000000003	0.0
K00365	0.0	158.175	47.8331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00366	200.25599999999997	0.0	0.0	511.66589999999997	83.3699	0.0	0.0	40.1327	152.715	531.193	186.42690000000002	0.0
K00368	353.3207	13.9687	104.3513	177.8785	96.3887	517.5835999999999	102.4871	0.0	279.7643	732.2775	1710.6339	462.37190000000004
K00370	0.0	0.0	0.0	187.3748	0.0	421.0855	18.2025	70.4753	969.8990999999999	39.8308	677.2761	2457.013
K00371	0.0	0.0	14.6797	49.1667	0.0	129.10399999999998	0.0	0.0	0.0	0.0	48.4711	71.56
K00373	0.0	0.0	0.0	76.2168	0.0	120.23100000000001	0.0	0.0	49.46	0.0	164.4126	179.074
K00374	0.0	0.0	0.0	57.506	0.0	37.4402	0.0	54.8521	0.0	0.0	0.0	333.42800000000005
K00375	454.93300000000005	0.0	0.0	0.0	919.6080000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00376	0.0	0.0	2.83438	44.49	0.0	0.0	5.24176	0.0	77.9006	184.2199	8.71387	13.177
K00380	0.0	191.39799999999997	43.5255	1077.4116	0.0	146.047	21.1226	0.0	443.84130000000005	308.3795	34.4128	53.5607
K00381	200.25599999999997	0.0	0.0	211.5412	83.3699	0.0	0.0	40.1327	46.281000000000006	34.8941	154.36380000000003	0.0
K00382	37.775999999999996	42.8401	53.996399999999994	782.922	0.0	603.2277	0.0	0.0	754.1804	1165.8129000000001	616.4986000000001	214.2956
K00383	0.0	534.557	167.3023	89.8899	0.0	22.3609	0.0	0.0	130.7507	70.8204	609.3017	49.1514
K00384	361.126	35.6249	23.576349999999998	275.33259999999996	169.8449	257.3072	126.57570000000001	0.0	251.75054000000003	252.25615	218.6095	101.26750000000001
K00385	316.60200000000003	0.0	14.2016	23.7213	123.575	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00390	0.0	0.0	0.0	910.1565	0.0	0.0	0.0	0.0	208.004	778.0124000000001	62.6577	0.0
K00392	200.25599999999997	0.0	0.0	211.5412	83.3699	0.0	0.0	40.1327	46.281000000000006	34.8941	154.36380000000003	0.0
K00404	0.0	0.0	4.50469	280.3737	0.0	0.0	46.66759	0.0	77.5801	85.56110000000001	40.62591	0.0
K00405	0.0	0.0	0.0	35.9623	0.0	0.0	0.0	0.0	58.8069	59.2407	35.3464	0.0
K00406	0.0	0.0	16.79368	158.5577	283.575	0.0	14.5266	0.0	59.1685	85.8741	36.7406	0.0
K00407	0.0	0.0	61.5313	0.0	0.0	0.0	0.0	0.0	0.0	109.402	132.153	367.226
K00410	0.0	0.0	0.0	249.89460000000003	0.0	0.0	22.9478	0.0	157.6298	114.27499999999999	83.2478	0.0
K00411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.2357	113.51799999999999	45.4097	0.0
K00412	0.0	0.0	0.0	249.89460000000003	0.0	0.0	22.9478	0.0	157.6298	114.27499999999999	83.2478	0.0
K00413	0.0	0.0	0.0	90.7592	0.0	0.0	0.0	0.0	70.6033	32.0443	63.6264	0.0
K00425	22.4024	379.37620000000004	85.0404	305.0449	134.0457	409.87320000000005	47.0397	55.5815	69.4068	286.503	251.41299999999998	72.0681
K00426	0.0	111.27529999999999	64.18473	11.6096	117.2934	52.1093	54.9809	0.0	193.0688	51.7706	304.663	68.3437
K00427	0.0	0.0	0.0	11.4107	0.0	0.0	0.0	0.0	0.0	103.416	0.0	0.0
K00428	487.7	0.0	11.6596	105.4769	0.0	0.0	22.1047	0.0	256.169	102.68029999999999	68.3098	0.0
K00432	190.46	0.0	43.1614	65.4523	85.26799999999999	650.7485	0.0	0.0	0.0	13.4775	0.0	47.961000000000006
K00441	312.07099999999997	0.0	6.843160000000001	118.7853	239.236	53.5134	0.0	0.0	59.7193	27.121	125.506	121.42399999999999
K00442	0.0	92.2174	0.0	536.755	0.0	0.0	0.0	0.0	0.0	238.582	144.172	0.0
K00457	0.0	124.705	62.6748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00459	0.0	127.32700000000001	219.9344	109.99359999999999	0.0	0.0	0.0	0.0	428.7527	64.5068	25.6174	0.0
K00484	0.0	0.0	0.0	127.896	0.0	0.0	0.0	0.0	71.9661	108.367	64.8595	0.0
K00491	804.9169999999999	47.809799999999996	27.2242	39.6688	106.68	526.904	185.14239999999998	0.0	0.0	0.0	39.4375	0.0
K00520	216.442	27.661450000000002	9.44473	166.57614	165.75799999999998	93.9905	116.9895	24.2975	1105.6687	789.5927000000001	1066.7481	299.55899999999997
K00523	0.0	366.418	33.2043	502.9658	0.0	438.365	0.0	0.0	473.79179999999997	113.6824	332.8215	0.0
K00525	324.0375	113.87360000000001	56.87912	473.23621	386.3339	1039.7783	643.7114	50.0192	589.9793	374.8956	391.12643	615.1045000000001
K00526	774.0078	176.78109999999998	52.095200000000006	931.3628	452.71759999999995	294.195	330.5443	85.9447	739.9661000000001	451.76817	685.2280000000001	1171.9047
K00528	481.654	778.5898	12.6878	875.9830900000001	0.0	296.086	42.944500000000005	22.4498	348.2188	813.5350999999999	523.8194	0.0
K00529	0.0	184.2866	74.4758	114.65809999999999	0.0	0.0	0.0	0.0	49.8197	50.2132	14.9665	0.0
K00533	0.0	0.0	0.0	22.6552	0.0	89.5972	0.0	0.0	24.73	18.6655	22.3031	0.0
K00537	162.567	0.0	63.5149	782.9025	168.59099999999998	73.9564	73.1544	0.0	702.0450000000001	738.2267	1013.0070000000001	193.438
K00544	0.0	24.8611	0.0	0.0	0.0	83.6884	0.0	30.5724	35.4781	53.5239	96.1894	93.7047
K00548	604.3543	232.5124	93.96011	258.1182	756.7194	482.7333	99.1149	130.3948	261.92220000000003	372.0939	755.80525	961.7106000000001
K00549	17.157	1029.1072	179.78087	492.1046999999999	987.5687999999999	183.2163	168.14520000000002	69.09223999999999	994.1055	766.81074	2141.0632	573.9667
K00554	1101.8219000000001	200.4707	60.029399999999995	865.6311	252.37369999999999	1088.5352999999998	123.49270000000001	31.9418	195.29600000000002	997.8438000000001	530.1667	988.8967
K00556	0.0	0.0	0.0	197.081	0.0	0.0	0.0	0.0	147.776	55.6956	133.312	0.0
K00557	0.0	35.9683	50.665499999999994	432.2597	253.16	45.1756	110.8061	0.0	45.4011	531.5165999999999	835.3774	416.706
K00558	446.36299999999994	181.9022	66.7512	289.4352	375.443	3336.7960000000003	92.6184	0.0	298.37330000000003	379.5727	109.656	619.5849
K00560	378.0181	45.5464	78.65465	765.9456	222.31400000000002	534.472	136.222	0.0	1179.4855	671.9619	924.2565000000001	820.0767999999999
K00561	232.435	86.0885	80.9942	37.5711	219.955	0.0	0.0	62.9592	192.6206	62.3411	0.0	734.452
K00563	0.0	0.0	140.21	0.0	0.0	299.052	586.498	0.0	0.0	1102.496	0.0	273.54
K00564	0.0	0.0	0.0	259.3696	0.0	465.836	0.0	0.0	132.859	97.6683	0.0	0.0
K00566	896.1989999999998	18.1977	120.3048	300.6621	1021.524	673.077	159.1256	0.0	1077.9623	407.48269999999997	552.5258	691.6464
K00567	306.09	0.0	0.0	233.02280000000002	90.8725	43.1224	160.58700000000002	25.1351	376.9542	1222.9448	378.2948	414.6379
K00568	1266.098	0.0	14.2016	465.78200000000004	948.7819999999999	0.0	82.3931	0.0	51.8108	125.8295	46.7389	0.0
K00571	791.048	258.3749	170.5435	358.9688	1234.9232000000002	427.2515	200.4597	152.5619	629.7698	1207.9734999999998	433.39959999999996	643.0532000000001
K00573	0.0	0.0	0.0	204.43699999999998	0.0	0.0	143.9619	13.0997	56.8527	247.6644	34.1982	553.364
K00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.386	415.006	0.0
K00588	0.0	0.0	0.0	49.3675	0.0	293.313	0.0	0.0	54.806000000000004	363.66499999999996	0.0	0.0
K00595	961.9780000000001	0.0	51.3674	0.0	227.31599999999997	247.40200000000002	131.591	0.0	356.775	0.0	0.0	220.268
K00600	74.9139	0.0	84.469	828.5124000000001	0.0	486.077	84.73200000000001	18.3473	538.8589	1005.7147999999999	548.8056999999999	128.995
K00602	558.0313000000001	126.66566	120.5618	225.2463	778.3584999999999	498.0688	601.4634000000001	147.9886	825.9309000000001	292.8015	1007.2877000000001	122.4109
K00603	138.6565	0.0	75.6648	101.7439	66.6517	17.1826	29.7835	0.0	13.9392	68.7071	0.0	128.995
K00604	172.149	53.078700000000005	27.166999999999998	240.00550000000004	262.0642	386.39850000000007	114.94890000000001	40.1327	263.3704	242.6232	536.4338	193.89000000000001
K00605	25.7228	155.898	12.2084	490.7108	0.0	62.0307	124.8301	0.0	226.92889999999997	76.1626	103.7671	103.234
K00606	0.0	0.0	0.0	19.9495	0.0	26.4482	0.0	0.0	87.0265	32.8687	58.8641	0.0
K00608	339.98400000000004	17.8124	77.16380000000001	561.7669999999999	78.7159	0.0	431.01300000000003	0.0	174.825	415.74899999999997	609.9265	66.0313
K00609	339.98400000000004	17.8124	63.749770000000005	458.29249999999996	78.7159	1268.7	439.65807	385.241	48.096000000000004	310.4139	584.9350000000001	66.0313
K00610	0.0	0.0	22.7153	147.695	0.0	0.0	0.0	0.0	174.825	160.0015	39.4375	0.0
K00611	98.11	31.635	9.30862	154.7145	197.332	82.75229999999999	0.0	42.4256	430.4126	157.8567	847.6130999999999	129.264
K00612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.2101	0.0	298.871	0.0
K00615	602.0542	282.86553	166.27455	1113.8773	909.7035000000001	759.2230999999999	186.02089999999998	513.7899	1385.3877	973.8972399999999	1423.5022	931.9365
K00616	345.125	0.0	115.66	627.8839	151.827	140.32399999999998	0.0	29.7357	778.4191	490.07270000000005	148.0019	0.0
K00619	0.0	0.0	0.0	38.010999999999996	0.0	0.0	21.9031	0.0	202.62040000000002	920.9110999999999	18.6865	0.0
K00620	0.0	0.0	10.6422	50.7757	0.0	0.0	0.0	0.0	73.6534	48.8175	8.29609	0.0
K00625	255.5468	21.7028	86.5002	201.4667	671.8451000000001	533.7585	324.6363	0.0	187.3529	97.2219	90.8195	589.1
K00626	463.1902	97.2943	15.975209999999999	0.0	1124.62	14.3899	207.281	0.0	11.6239	218.803	10.4747	151.123
K00627	191.6834	47.1362	238.80399999999997	735.6541000000001	850.5369999999999	134.2469	382.1676	35.6612	1081.5727	1967.1083	370.1636	1062.7849
