KO	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
K01740	137.974	0.0	28.3681	602.5709999999999	188.73999999999998	251.3774	41.6012	21.0737	265.4162	910.1304799999999	523.8106	61.2927
K01744	374.77200000000005	0.0	117.65335999999999	333.1799	460.586	719.5583999999999	165.1411	76.1437	177.2287	287.7694	196.8273	172.65900000000002
K01745	613.4519	0.0	13.2019	0.0	267.701	184.7	204.96929999999998	89.9128	49.2055	18.0536	88.9621	127.87299999999999
K01746	46.0564	0.0	0.0	13.8653	72.2165	18.5779	16.1061	0.0	15.1038	11.4219	13.6115	81.4552
K01749	0.0	0.0	6.43417	593.4821999999999	216.71400000000003	400.54053	30.3557	0.0	390.1077	242.87364000000002	1147.8227	30.3334
K01750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	646.536	409.74199999999996	0.0	0.0
K01751	402.699	0.0	32.7257	0.0	740.624	0.0	131.591	228.704	0.0	0.0	0.0	0.0
K01752	360.5697	83.3979	104.346	80.9716	101.274	1008.674	1091.2495	36.0646	972.8194	248.078	503.3262	116.934
K01753	185.82	0.0	42.5651	36.9238	0.0	0.0	41.5283	0.0	0.0	0.0	0.0	0.0
K01754	854.3252	48.409800000000004	108.10659000000001	1195.6268	1902.284	282.9339	519.7383	325.28505	930.5101	1213.7965000000002	1050.21258	526.756
K01755	0.0	69.8954	15.019	371.10859999999997	0.0	405.12739999999997	0.0	31.4796	346.105	259.758	387.12160000000006	0.0
K01756	644.5934	200.00130000000001	74.92841999999999	928.9307999999999	879.9788000000001	870.6997999999999	510.0299	117.5815	1122.6467	797.9339000000001	892.1338	1691.8096
K01758	0.0	0.0	0.0	28.753	0.0	0.0	0.0	0.0	125.802	94.9272	0.0	0.0
K01759	155.30100000000002	0.0	36.2807	87.2344	214.795	0.0	34.9977	29.3218	0.0	396.091	0.0	0.0
K01760	1292.2441999999999	0.0	14.7826	1495.045	685.1622	27.7772	0.0	0.0	870.6694000000001	852.0930399999999	1681.11012	18.8688
K01761	201.43419999999998	0.0	14.7826	162.03969999999998	129.7773	0.0	0.0	0.0	59.2793	194.68374	721.42462	18.8688
K01766	0.0	0.0	0.0	274.11	0.0	0.0	0.0	0.0	302.528	0.0	285.245	0.0
K01768	0.0	0.0	12.8131	169.761	0.0	0.0	0.0	0.0	69.4436	34.958	0.0	0.0
K01770	987.1809000000001	200.4707	60.029399999999995	587.6219	172.7576	1088.5352999999998	71.0344	31.9418	195.29600000000002	978.9648000000001	530.1667	855.3537
K01772	0.0	44.89769	29.1402	684.8452	259.44599999999997	31.5513	0.0	0.0	77.9834	542.4105999999999	46.9763	160.81709999999998
K01775	444.841	56.223699999999994	36.6147	366.1198	295.0938	594.5025	0.0	70.8497	919.98	528.5886	571.3892999999999	0.0
K01776	330.5486	96.38941	67.4409	1335.3800999999999	205.428	889.4693	152.3529	0.0	50.501599999999996	1070.726	1234.6597	343.55899999999997
K01778	0.0	0.0	46.86424	501.44290000000007	0.0	0.0	0.0	30.5724	63.9775	163.0283	322.70439999999996	293.5747
K01782	0.0	70.5105	0.0	47.2913	0.0	0.0	0.0	0.0	0.0	118.541	0.0	0.0
K01783	116.772	44.4733	80.7997	915.5847	333.4694	205.96409999999997	32.6561	54.8806	357.42199999999997	746.8059	606.5287	208.4007
K01784	531.14	193.6098	53.26069	613.4537000000001	632.75	302.3935	83.5844	23.987	161.546	773.7606000000001	660.5869	433.7882
K01785	712.08	12.7122	9.72926	120.5281	329.6129	882.8389999999999	0.0	0.0	210.4375	0.0	227.42309999999998	149.5697
K01788	0.0	0.0	0.0	79.5521	0.0	0.0	0.0	0.0	0.0	159.5761	251.012	0.0
K01790	732.2427	153.81799999999998	46.37208	111.795	686.8471	1428.6553999999999	190.2257	0.0	52.218	52.6187	159.004	150.0609
K01791	0.0	21.9819	101.1765	336.63349999999997	0.0	86.8402	0.0	27.079	155.8528	55.7202	1240.6581999999999	195.02409999999998
K01792	0.0	0.0	203.764	0.0	0.0	0.0	0.0	0.0	743.801	213.625	0.0	0.0
K01802	1062.2257	157.97539999999998	515.7347	1224.2347	1066.2646	572.3549	471.91499999999996	94.4517	1275.2381	1693.9002	595.9905	874.3163
K01803	1405.6616	215.00538	325.28634000000005	1387.6822999999997	1233.6681	442.9645	496.4086	11.647	1621.007	1049.70189	1948.2324000000003	1848.2211
K01807	0.0	66.3446	0.0	391.5345	39.3579	29.8657	25.9421	0.0	56.038000000000004	80.8916	385.0802	66.0313
K01808	1266.098	0.0	0.0	275.207	948.7819999999999	332.606	114.6093	0.0	63.1581	70.8963	269.0387	152.991
K01809	2572.9109	0.0	15.1911	104.5153	314.9509	0.0	30.9659	0.0	89.2956	65.9464	298.3817	0.0
K01810	1062.9649	0.0	179.43692000000001	1334.9062	272.2469	423.2874	436.1008	195.7689	723.9568999999998	991.3059999999999	725.0895	871.9068
K01814	0.0	0.0	0.0	489.19419999999997	0.0	0.0	265.575	0.0	673.36	254.4072	399.429	0.0
K01817	0.0	306.3055	98.8992	608.9905	0.0	663.9290000000001	321.856	232.6256	719.0005	1023.8682	669.2758	1705.574
K01818	0.0	21.4262	0.0	9.4648	0.0	0.0	0.0	0.0	0.0	299.091	0.0	0.0
K01819	1266.098	20.9013	15.9362	26.8603	948.7819999999999	0.0	112.9716	0.0	0.0	44.3112	26.5166	155.959
K01821	880.215	0.0	0.0	0.0	0.0	637.148	0.0	0.0	0.0	0.0	0.0	0.0
K01829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295.233	0.0	0.0	0.0
K01834	0.0	497.6239	271.61469999999997	302.1687	0.0	1120.8398	1330.9203	348.7304	1192.8078999999998	485.9268	1051.4393	390.4393
K01835	332.16200000000003	134.4755	72.01950000000001	353.38410000000005	187.6494	404.45169999999996	217.12849999999997	21.5294	247.2735	250.8329	924.6366	317.7612
K01838	37.3485	0.0	13.4734	301.1062	77.8664	0.0	0.0	0.0	325.215	267.3759	0.0	0.0
K01839	0.0	0.0	0.0	26.8603	0.0	35.1136	30.5785	0.0	29.3711	66.4668	0.0	77.9794
K01840	647.5310000000001	134.4755	55.6846	335.16855000000004	187.6494	472.26869999999997	288.1629	21.5294	266.85	422.3698	2083.0826	317.7612
K01843	267.86929999999995	0.0	11.0993	192.8899	1186.852	139.58360000000002	31.0282	0.0	79.83179999999999	105.3348	226.07344	298.88300000000004
K01844	268.842	0.0	5.74719	380.862	119.7741	0.0	32.1506	0.0	94.1781	78.36951	8.982380000000001	187.40900000000002
K01845	301.73799999999994	33.8366	19.64098	408.63300000000004	255.9001	63.4923	42.986999999999995	22.9402	535.7505	697.4886999999999	393.9011	336.79040000000003
K01846	187.016	0.0	0.0	0.0	565.2669999999999	69.1105	0.0	50.1391	0.0	0.0	0.0	160.681
K01847	0.0	0.0	0.0	14.68	0.0	725.903	17.0321	0.0	91.6893	60.5449	322.3749	114.79299999999999
K01848	0.0	0.0	9.72926	43.6172	0.0	293.358	67.0682	0.0	34.5349	0.0	90.2576	732.318
K01849	0.0	0.0	0.0	14.68	0.0	294.279	17.0321	0.0	47.9831	310.207	585.829	0.0
K01858	0.0	0.0	0.0	0.0	0.0	426.82199999999995	41.5283	34.5134	0.0	0.0	0.0	0.0
K01866	504.7491	36.61878	125.93639999999999	348.3116	681.3845000000001	624.5745	253.8503	82.4929	415.22909999999996	676.7774999999999	260.1615	556.393
K01867	0.0	19.9151	257.22929999999997	292.92179999999996	459.80400000000003	523.7176	443.1811	24.5476	373.8073	458.1065	140.78199999999998	155.959
K01868	275.53	61.965900000000005	31.43681	624.5330000000001	142.201	299.7408	167.1966	238.90189999999998	642.3672	753.74245	339.4048	505.37190000000004
K01869	689.2212000000001	347.00578999999993	152.7158	862.7262	611.7629	604.7061	284.7389	217.07999999999998	1032.4225	512.9988999999999	739.5618000000001	1864.0452
K01870	713.4534999999998	1772.0402	2841.3720900000003	1078.6803400000001	2061.0579000000002	1122.2665000000002	1472.7552	2128.5977	909.04499	1138.6355	762.4007	1341.4499
K01872	420.42150000000004	162.36391	75.1108	685.9866	272.8109	1092.2734	354.91240000000005	139.9953	569.3423	544.2889	806.6985	1551.0101
K01873	440.5847	107.64977999999999	99.22012000000001	452.8485000000001	587.0009	524.5921	222.11509	96.9209	1176.7626000000002	758.7170899999998	914.3069	571.8163999999999
K01874	288.5225	22.71875	67.63081	1170.2309	180.2054	442.47659999999996	331.79690000000005	11.9791	407.1137	1335.2382	1587.8714000000002	371.6257
K01875	221.9589	58.1892	124.14521	400.4568	204.58859999999999	879.3520000000001	78.2556	380.147	240.0158	351.2421	1066.0012	219.15049999999997
K01876	1338.4727	94.00506999999999	205.66230000000002	1523.9865999999997	700.7013	714.1199999999999	847.4824999999998	116.0685	1547.8718700000002	819.0451999999999	809.6288000000001	1116.1659
K01878	115.97200000000001	8.22287	42.4784	167.56900000000002	211.1006	39.6483	110.059	10.229	121.5274	336.0566999999999	208.8584	555.114
K01879	1058.179	31.06211	61.79351	482.89080000000007	487.495	679.8050999999999	202.10279999999997	67.4414	587.6539	679.12447	609.8525999999999	1061.7866000000001
K01880	0.0	0.0	25.604950000000002	235.86819999999994	98.5022	173.06	48.8888	0.0	270.8918	42.9416	1138.8607	0.0
K01881	939.4290000000001	77.6879	208.20672000000002	1478.3455999999996	911.6120999999999	296.0726	370.68530000000004	23.7161	962.6002	1599.3394999999996	1309.3969499999998	1011.9960000000001
K01883	963.9526	12.7122	72.9225	544.9730000000001	504.99600000000004	395.40360000000004	151.2971	88.30770000000001	463.14	477.3037000000001	247.67560000000003	382.2891
K01884	333.48699999999997	0.0	0.0	0.0	481.51199999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01885	990.0112	23.845399999999998	39.2485	471.7996	1767.8977	557.4948999999999	54.1611	0.0	654.5134	303.7341	343.781	1029.9384
K01886	0.0	0.0	12.4436	329.1504	0.0	84.7888	0.0	20.0881	603.7276999999999	289.1934	416.7326	191.5182
K01887	211.6186	61.4385	104.8727	432.4737	593.9739999999999	772.0756	198.8043	139.6525	603.259	802.7944	456.6341	237.3425
K01889	367.7299	6.07608	128.61644	120.13819999999998	645.6323	406.6776	391.12870000000004	310.08932	161.9416	216.8445	585.7299	543.1792
K01890	761.6725	175.03285	131.24762	1457.0724	658.5935999999999	981.4666	768.2841	43.0025	963.6892000000001	1623.6253000000002	2128.6521000000002	1144.9146
K01892	646.8473	0.0	133.4137	327.1476	871.3306	284.561	733.4578	29.7357	786.2969	720.5121999999999	293.5148	134.11700000000002
K01893	138.268	0.0	70.54889000000001	93.85994	779.7384999999999	124.374	188.234	74.10390000000001	231.07319999999999	62.260079999999995	89.74	428.331
K01894	0.0	0.0	21.6229	193.81599999999997	0.0	0.0	0.0	0.0	386.129	93.5116	37.3109	0.0
K01895	66.6575	0.0	0.0	123.328	0.0	610.538	200.479	36.836999999999996	76.4431	43.8224	222.89159999999998	0.0
K01897	383.41700000000003	0.0	28.64564	1388.0944000000002	839.382	1122.4683000000002	195.9435	75.045	541.036	1635.5334999999998	1137.5783	162.7294
K01902	214.38400000000001	0.0	0.0	216.4105	0.0	64.6939	24.6084	0.0	1067.2272	155.7553	530.6880000000001	62.5891
K01903	0.0	0.0	20.6358	311.0595	0.0	126.419	8.61365	102.7719	187.27100000000002	52.9068	459.53371999999996	374.7822
K01910	207.041	19.0221	7.0678	132.6904	39.3774	0.0	0.0	0.0	0.0	200.38889999999998	0.0	33.4033
K01911	0.0	0.0	0.0	103.677	0.0	27.2283	0.0	28.1432	32.3681	163.9931	256.40930000000003	145.7827
K01912	547.467	0.0	0.0	42.7942	470.7458	0.0	77.7714	0.0	0.0	28.5568	68.3963	744.8720000000001
K01914	0.0	35.9683	27.166999999999998	38.2609	547.1990000000001	159.0749	0.0	35.6612	0.0	0.0	404.261	0.0
K01915	266.977	29.0044	164.02241	505.45599999999996	810.5899999999999	700.0818	667.6192000000001	75.9382	1663.5443999999998	641.0734	2921.7497999999996	3362.1497
K01916	300.738	24.1544	20.706	79.66380000000001	88.147	0.0	107.0717	0.0	155.9878	91.74140000000001	0.0	0.0
K01918	0.0	0.0	0.0	153.6076	0.0	0.0	24.6084	0.0	70.1924	318.10900000000004	349.652	0.0
K01919	51.7669	444.5165	0.0	530.8718	402.9398	189.9969	140.661	87.6585	791.6975000000001	607.0083	721.3564	1237.2736
K01920	278.60400000000004	0.0	0.0	148.018	79.3978	0.0	0.0	0.0	120.9457	188.4234	95.7653	0.0
K01921	2749.0834999999997	455.0258	72.5596	754.98113	4297.0932999999995	1105.5931999999998	445.90909999999997	117.3942	1712.1137399999998	2353.5097000000005	1870.9892	1299.9755999999998
K01923	244.7514	154.172	36.7771	376.0806	285.533	193.17560000000003	185.795	15.6232	478.6132	988.4999000000001	1089.4354	819.6880000000001
K01924	944.23	31.3078	41.3702	269.17473	719.9715000000001	962.8963	307.20820000000003	28.8832	850.4890399999999	1755.3832	1165.5925	312.6309
K01925	228.0914	12.0742	100.8263	711.9698999999999	276.4579	101.31	275.0507	24.5476	407.4038	332.2253	620.5848000000001	687.608
K01928	200.954	75.2739	0.0	339.7969	208.46099999999998	486.297	113.2681	22.2124	1366.9909	1222.3724999999997	183.9113	0.0
K01929	1573.8561	214.62940000000003	98.88137	745.7764999999999	1700.7107	868.0390000000002	198.5664	148.7376	838.5421	792.0246	729.5527	227.394
K01933	281.646	26.50386	315.0925	661.5788	144.95690000000002	557.263	140.488	26.7347	883.3671	124.7573	496.53430000000003	656.0297
K01934	89.7662	0.0	0.0	255.09599999999998	46.6368	35.1136	30.5785	206.201	568.031	437.605	271.342	155.959
K01935	278.60400000000004	35.2553	26.4037	571.1623999999999	79.3978	28.9392	0.0	0.0	47.8261	167.2015	368.71299999999997	0.0
K01937	0.0	273.66429999999997	30.90216	636.2507	355.491	858.6501999999999	308.0023	22.6037	980.7907	516.6255	697.81015	123.90799999999999
K01938	820.924	0.0	149.89346	542.9555	452.47209999999995	319.2348	91.13300000000001	0.0	742.5505	305.1672	197.8308	235.1305
K01939	563.1635	121.8776	90.4358	465.68371999999994	485.8619	660.9175	468.34630000000004	109.34700000000001	638.0828700000001	633.7610999999999	1392.836	1411.5192
K01940	0.0	180.5461	24.653460000000003	119.3322	312.319	117.1312	0.0	0.0	120.1634	187.3399	766.1544	953.1881000000001
K01941	591.713	0.0	0.0	124.9311	385.49	36.4914	0.0	0.0	0.0	0.0	27.6207	99.9351
K01945	77.3149	27.6512	36.003699999999995	761.4458000000001	161.3366	521.8222	92.12150000000001	11.7776	358.4982	1660.6165500000002	1191.1809	736.6619
K01947	60.8141	0.0	0.0	140.43720000000002	0.0	627.849	0.0	0.0	74.5304	204.5453	67.2708	0.0
K01950	78.0177	0.0	26.1583	130.6691	0.0	0.0	51.7435	42.4256	61.2682	119.73329999999999	13.8038	0.0
K01951	730.4502	115.45070000000001	78.4069	695.4756999999998	467.0508	553.9181	148.0966	71.0494	603.9742999999999	576.4814	1159.8596000000002	1243.1616000000001
K01952	452.6496	101.5473	209.81216	1071.5273	1982.3971	1311.6142	983.86819	89.195	2249.6107999999995	1262.40065	1860.3770999999997	1625.6261
K01955	1892.3975	442.11616000000004	336.5179499999999	1454.6286	1203.9055	861.4328999999999	271.89558	53.9756	914.8451000000001	871.60598	1336.9062000000001	820.1410000000001
K01956	1256.0973999999999	39.8404	22.11618	248.8711	511.5484	28.3497	91.3516	26.3987	484.18010000000004	252.13719999999998	312.4891	80.0583
K01958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.6612	0.0	0.0	0.0	332.12800000000004
K01960	259.74940000000004	16.4209	132.51	268.4107	314.431	141.2303	36.5772	35.6612	219.49300000000002	443.64599999999996	159.70440000000002	705.5929
K01961	0.0	0.0	58.2706	139.6668	0.0	117.536	0.0	17.4336	298.1268	355.4547	527.289	0.0
K01962	314.5594	15.0945	10.353	151.3717	185.7253	52.5775	129.6175	0.0	540.2369	515.8777	516.8377	312.48050000000006
K01963	467.75739999999996	15.0945	17.538739999999997	222.59440000000004	305.9093	156.6412	129.6175	0.0	540.2369	664.5367	1021.4286999999999	1049.5489
K01965	145.54	0.0	0.0	0.0	282.936	0.0	92.3419	0.0	0.0	0.0	0.0	0.0
K01966	0.0	55.6913	41.3967	0.0	0.0	0.0	0.0	0.0	505.658	194.192	238.03	0.0
K01971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.081	0.0	610.4209999999999	0.0
K01972	1103.6225	11.7359	311.8153	485.8139	1951.262	689.143	682.8553	31.9752	266.8475	589.8327000000002	607.853	349.9529
K01975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.739	228.386	968.3480000000001	0.0
K01989	129.041	0.0	36.1021	128.382	376.7191	34.6829	90.5721	0.0	0.0	96.3608	86.4254	407.46
K01990	474.99199999999996	138.56902	329.95655999999997	2679.6144000000004	302.1023	1307.854	658.5047999999999	0.0	2587.6611	2803.6850999999997	1633.3534599999998	545.928
K01991	79.64699999999999	133.6	21.2161	431.80920000000003	0.0	1836.121	47.7907	21.7523	298.42389999999995	212.0318	283.89950000000005	136.77
K01992	1071.864	324.6921	112.34941	2094.2254	1085.6635999999999	593.1966	1040.8096	57.5663	978.4876999999999	1650.8778	1094.39397	946.0137
K01993	0.0	0.0	0.0	63.9481	108.581	205.222	35.5852	0.0	0.0	108.367	0.0	0.0
K01995	489.5906	0.0	9.37618	119.477	1502.47	0.0	92.7375	0.0	137.909	296.30740000000003	14.9665	194.0584
K01996	203.83599999999998	272.638	23.0985	347.70300000000003	0.0	51.6832	310.8264	0.0	394.86199999999997	0.0	0.0	994.396
K01997	298.8848	35.9683	28.7573	65.7403	591.082	0.0	50.2467	44.1413	23.9131	0.0	69.94630000000001	63.9363
K01998	257.255	0.0	0.0	0.0	378.684	0.0	57.4175	0.0	0.0	86.3374	0.0	149.346
K01999	955.2962	0.0	74.4738	59.2609	908.8107000000001	48.310900000000004	54.2541	46.2537	196.6733	111.72439999999999	248.41699999999997	514.5376
K02001	837.7988	15.9519	28.480600000000003	43.3335	628.8663000000001	0.0	58.225	16.8734	81.1508	72.20490000000001	175.1759	303.677
K02003	1212.547	19.9151	173.74367999999998	826.2812	506.28520000000003	129.41719999999998	100.8788	84.6436	832.3087	619.3197	1100.72258	690.367
K02004	2635.2276	357.5395	387.52742000000006	1131.0068999999999	1863.9057	329.3097	409.3594	105.53070000000001	1710.0078000000005	1539.0416	2029.83658	1140.0785
K02005	764.002	0.0	27.166999999999998	112.2689	419.561	205.222	88.3805	0.0	52.443000000000005	108.367	0.0	139.842
K02006	739.9967	34.6183	162.5077	214.38420000000002	497.0969999999999	348.658	0.0	0.0	462.7041	1070.2047	963.4588	688.819
K02007	0.0	0.0	0.0	141.3802	0.0	113.02	0.0	40.8357	0.0	0.0	391.9201	0.0
K02008	78.0177	34.6183	0.0	0.0	0.0	58.6625	155.231	0.0	252.829	38.6556	317.70889999999997	0.0
K02009	225.96159999999998	0.0	30.2437	0.0	177.7748	0.0	40.791	0.0	0.0	14.5486	17.3592	92.9215
K02010	241.24360000000001	13.0513	60.32296	896.7039000000001	1103.8381	704.044	347.9752	8.130510000000001	618.1619000000001	812.8831000000001	655.0889999999999	1402.8543
K02011	146.723	40.7083	74.96215000000001	446.4441	230.88950000000003	269.4996	90.6398	89.9128	276.9123	228.90109999999999	1003.4598000000001	736.7094999999999
K02012	945.6166999999999	80.8693	75.3178	627.9595	778.871	318.80769999999995	791.1872	107.1343	544.8582	837.9246	1914.3307000000002	1375.3547999999998
K02013	374.755	337.7902	84.55539999999999	1564.4874000000002	327.6063	269.9643	215.005	72.3466	1197.7256000000002	1527.4662	2486.5135999999998	619.209
K02014	2063.9149	1824.6310299999998	810.3927600000002	3350.4083	2654.2137999999995	7560.257900000001	1698.8003299999998	518.71168	2310.6489	2248.0468	1920.8394	2086.6648000000005
K02015	157.685	200.95361	73.5129	1859.514	459.433	886.0588	506.1333000000001	12.9383	1056.1161	791.68484	1856.8218000000004	765.4103000000001
K02016	394.54690000000005	194.2892	231.86583000000002	861.0503	1056.8831	1401.2559999999999	670.6556	93.6676	1148.0133999999998	1396.7671000000003	1736.6720100000002	1088.3183999999999
K02017	340.661	0.0	0.0	160.703	158.796	0.0	0.0	18.509	197.7466	216.65070000000003	546.0219999999999	156.6366
K02018	0.0	0.0	20.6358	541.8791	158.796	0.0	0.0	52.36600000000001	64.7265	419.1626	648.8198000000001	0.0
K02019	0.0	28.0841	0.0	247.642	0.0	94.8493	0.0	0.0	40.6157	141.641	73.3099	0.0
K02020	234.69400000000002	0.0	14.0477	96.6858	325.827	0.0	0.0	0.0	37.2652	129.68	67.2708	0.0
K02021	748.5740000000001	0.0	26.9113	345.60609999999997	1493.5232999999998	1109.0062	300.9791	63.4541	235.51260000000002	187.0445	363.7354	294.4744
K02022	98.11	0.0	0.0	160.6624	295.998	30.8613	64.2251	0.0	100.1032	224.7057	132.6868	0.0
K02024	0.0	28.5393	0.0	37.5711	0.0	0.0	0.0	0.0	0.0	155.85299999999998	0.0	0.0
K02025	0.0	0.0	10.876	0.0	0.0	23.7102	61.7176	75.0923	202.81329999999997	206.5847	104.6558	156.519
K02026	0.0	35.2553	10.876	141.874	922.283	567.2812	140.691	17.5795	58.2803	131.1798	17.5148	1578.17
K02027	203.7335	368.87	59.836290000000005	538.4019000000001	144.433	401.9556	143.10330000000002	15.3942	380.05510000000004	1135.3451000000002	90.59049999999999	81.4552
K02028	413.09479999999996	331.90319999999997	289.31367	1573.2606999999998	420.899	102.29560000000001	138.2065	0.0	519.9556	1715.1232999999997	1353.743	966.7069
K02029	713.5462	57.2318	20.319000000000003	796.9061000000002	1474.3500000000001	442.67379999999997	647.0658	230.285	814.6077	902.0826	1329.4562	1968.4237999999998
K02030	1383.3651	58.9178	188.422	497.5129	1530.1148	442.5533999999999	460.3115	53.1334	776.8621999999999	1007.2363000000001	496.89130000000006	1297.9242
K02031	1579.5300000000002	64.22934	108.18039	635.4029	540.4867	1158.8392	364.74440000000004	75.24395	1860.6652000000001	906.1288999999999	1660.8068000000003	756.334
K02032	2114.1004000000003	133.59764	133.64529	801.9217000000001	1112.9316999999999	1091.4714	421.17719999999997	75.24395	1916.5413000000003	1315.3943000000002	1773.3392000000001	1283.7423
K02033	490.62030000000004	64.4083	113.40727	1699.3576000000003	1016.5050000000001	85.35249999999999	149.8007	191.98809999999997	1181.303	1195.4404000000002	1588.9955000000002	281.9341
K02034	702.8204	54.3013	48.781490000000005	897.9929	1062.017	304.09749999999997	158.3038	22.9402	451.52209999999997	299.84630000000004	1446.0849	258.32
K02035	2126.3696999999997	649.7627	638.7386100000001	3187.248199999999	2900.5453999999995	1889.2015000000001	583.3884000000002	268.18106	3293.4633999999996	3123.892	4808.4257	1947.9255
K02036	0.0	0.0	26.1583	0.0	0.0	0.0	0.0	0.0	51.3291	0.0	185.468	0.0
K02037	0.0	0.0	14.0477	23.4473	0.0	0.0	108.6265	0.0	81.5622	41.28	98.1302	136.608
K02038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.5622	0.0	98.1302	0.0
K02040	0.0	0.0	15.1911	51.0272	0.0	638.673	278.41900000000004	0.0	111.525	855.5646	877.335	0.0
K02041	106.057	0.0	12.8131	0.0	110.62200000000001	28.0612	0.0	0.0	0.0	0.0	20.8756	0.0
K02042	0.0	0.0	0.0	0.0	376.415	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02044	389.53510000000006	0.0	0.0	61.931799999999996	482.951	0.0	24.3559	30.1425	34.9251	110.1877	0.0	121.3938
K02045	0.0	0.0	0.0	75.3096	0.0	0.0	0.0	18.509	82.1026	62.0287	441.67199999999997	55.0496
K02046	0.0	0.0	20.6358	468.8468	0.0	0.0	0.0	0.0	0.0	419.1626	473.2828	0.0
K02047	0.0	0.0	0.0	86.7842	0.0	0.0	20.0504	17.149	37.8443	71.4807	17.0563	0.0
K02049	1684.6659000000002	9.478760000000001	69.8741	453.8576	1174.225	190.6085	381.5445	0.0	308.74960000000004	244.7587	513.1750000000001	1480.8471000000002
K02050	123.351	82.36725999999999	76.9063	526.3605	385.881	546.1735	30.2817	140.841	516.9738	727.0636999999998	599.8119	411.4103
K02051	641.4439	55.1028	97.5513	102.54750000000001	653.0624	887.6492999999999	0.0	20.0881	102.82000000000001	107.7806	254.88529999999997	341.451
K02052	0.0	0.0	8.76487	62.4169	12.0268	9.40734	0.0	7.11195	22.6267	28.5791	67.9605	0.0
K02053	0.0	0.0	7.60898	148.5543	42.5231	16.4611	0.0	12.3307	26.6785	0.0	216.29919999999998	0.0
K02054	0.0	0.0	0.0	26.0498	30.1277	0.0	0.0	0.0	18.8945	21.467	85.12899999999999	0.0
K02055	0.0	32.0638	8.18768	91.1003	0.0	0.0	0.0	0.0	85.7792	64.6457	323.0666	0.0
K02056	428.5629	0.0	46.628099999999996	122.66040000000001	68.6717	7.69305	90.10040000000001	34.2979	179.93329000000003	23.624209999999998	89.25569999999999	33.4838
K02057	1190.0544	0.0	62.1527	233.8176	1012.4024	99.8771	374.9103	18.0323	266.1568	206.454	30.5946	590.3052
K02062	49.4991	0.0	0.0	0.0	0.0	38.4566	0.0	28.1432	0.0	24.4171	146.249	0.0
K02063	156.025	18.8085	93.5748	306.63950000000006	0.0	98.21629999999999	0.0	0.0	465.4122	552.5456	144.7756	69.91
K02064	0.0	13.6306	0.0	259.003	0.0	55.4775	18.4865	55.9918	270.03319999999997	333.3702	266.5788	126.402
K02065	0.0	66.3446	23.0985	151.9889	85.4159	219.0684	27.127	161.9524	130.8147	190.3278	314.6232	0.0
K02066	0.0	24.8611	63.07038	547.2903	0.0	1281.2687	73.1544	92.59389999999999	67.9456	472.7818	744.4241	0.0
K02067	133.0494	0.0	48.8638	326.38100000000003	371.31280000000004	262.1431	116.52539999999999	0.0	590.7285	260.6342	412.808	267.3435
K02068	0.0	0.0	26.1583	0.0	0.0	33.0474	223.7	48.5281	78.8586	228.997	185.468	0.0
K02069	0.0	0.0	0.0	38.2609	0.0	0.0	0.0	0.0	319.039	95.2039	0.0	110.709
K02071	333.408	31.635	73.64529999999999	246.3486	489.23	0.0	132.60299999999998	70.7288	217.1898	302.2485	627.9091000000001	588.9559999999999
K02072	191.50599999999997	0.0	88.14200000000001	448.84889999999996	96.3887	80.1542	0.0	29.3218	265.4319	114.1147	1064.6702	588.4480000000001
K02073	638.4559999999999	10.0471	26.8064	235.2143	505.6838	0.0	183.0012	0.0	179.9865	207.8283	149.9411	271.94350000000003
K02074	261.67900000000003	0.0	61.115	635.4384	0.0	27.2102	0.0	0.0	354.8963	665.6025099999999	373.1889	112.76799999999999
K02075	0.0	21.9819	42.8842	324.5495	0.0	36.9562	0.0	0.0	156.5645	199.41019999999997	232.8182	82.2561
K02076	0.0	0.0	0.0	677.682	0.0	0.0	0.0	0.0	199.267	0.0	0.0	0.0
K02077	473.7239	0.0	62.7948	411.7196	720.5649999999999	137.4726	53.7511	12.3307	284.966	390.8858	456.7955	309.9749
K02078	752.613	0.0	0.0	740.5796	145.66899999999998	101.87	832.9823000000001	0.0	643.524	634.6703	170.139	498.996
K02081	0.0	10.294	7.30768	48.9281	0.0	214.5083	13.6877	0.0	68.1896	123.34719999999999	214.1424	49.5615
K02082	0.0	0.0	102.825	33.4675	0.0	0.0	289.5251	0.0	517.8024	27.5749	0.0	65.6985
K02106	167.801	0.0	0.0	33.4017	116.006	0.0	0.0	0.0	73.2924	0.0	0.0	0.0
K02108	0.0	0.0	10.9581	327.9757	128.05700000000002	280.937	0.0	0.0	138.1626	57.495	502.4863	833.2489999999999
K02109	0.0	0.0	12.4436	704.8106000000001	312.93399999999997	429.129	137.819	39.4725	783.5939000000001	392.47600000000006	932.3457999999999	735.604
