Sample_ID	observed_species	shannon	simpson	invsimpson	Pielou_evenness
C1	17	2.12417251889491	0.837969878404736	6.17169196785463	0.749739698689195
C2	4	1.09499045994062	0.60932177658826	2.5596512425677	0.789868653188529
C3	9	1.93800158179187	0.82918024059618	5.85412368855987	0.882022530505911
C4	15	2.11558289635379	0.81804318126844	5.4958094286936	0.781219969811756
C5	13	2.03438083530883	0.829916616415015	5.87946911051621	0.793146589577192
C6	12	1.41936831217533	0.64112212450426	2.78646321849359	0.571195828340845
N1	17	2.18683512451469	0.812489004588789	5.33302059330977	0.771856849080016
N2	13	2.23776467382554	0.873462657563743	7.90280545447481	0.872440099963689
N3	13	2.1855639945463	0.8601741995991	7.15175595013839	0.852088556130127
N4	13	1.90500053101722	0.784096008481534	4.63168833965013	0.742704929232033
N5	14	1.99460034409082	0.82726825974094	5.78932394532827	0.755800308582765
N6	22	2.66601612623998	0.912214306986992	11.3913778621287	0.862497415182196
