	s__Actinomyces_bouchesdurhonensis	s__Actinomyces_oris	s__Actinomyces_SGB17157	s__Aggregatibacter_segnis	s__Aggregatibacter_sp_2125159857	s__Alloprevotella_SGB1410	s__Alloprevotella_sp_oral_taxon_473	s__Arachnia_propionica	s__Bacteroidetes_oral_taxon_274	s__Campylobacter_concisus	s__Campylobacter_SGB19292	s__Campylobacter_SGB96438	s__Capnocytophaga_gingivalis	s__Capnocytophaga_granulosa	s__Capnocytophaga_leadbetteri	s__Capnocytophaga_SGB2480	s__Capnocytophaga_sputigena	s__Cardiobacterium_SGB9419	s__Corynebacterium_matruchotii	s__Dialister_invisus	s__Eubacterium_sulci	s__Filifactor_alocis	s__Fusobacterium_nucleatum	s__Fusobacterium_pseudoperiodonticum	s__Gemella_haemolysans	s__Gemella_morbillorum	s__Gemella_sanguinis	s__GGB1088_SGB1395	s__GGB1144_SGB1468	s__GGB12441_SGB19290	s__GGB12761_SGB19791	s__GGB1833_SGB2477	s__GGB1843_SGB2516	s__GGB1843_SGB2524	s__GGB4533_SGB94822	s__GGB4937_SGB6891	s__Granulicatella_SGB8239	s__Granulicatella_SGB8255	s__Haemophilus_haemolyticus	s__Haemophilus_parahaemolyticus	s__Haemophilus_parainfluenzae	s__Haemophilus_sputorum	s__Lachnospiraceae_bacterium_oral_taxon_500	s__Lautropia_mirabilis	s__Leptotrichia_massiliensis	s__Leptotrichia_SGB6069	s__Leptotrichia_sp_oral_taxon_212	s__Leptotrichia_sp_oral_taxon_215	s__Leptotrichia_wadei	s__Neisseria_sp_oral_taxon_014	s__Neisseria_subflava	s__Peptostreptococcus_SGB749	s__Porphyromonas_endodontalis	s__Porphyromonas_pasteri	s__Prevotella_conceptionensis	s__Prevotella_melaninogenica	s__Prevotella_nanceiensis	s__Prevotella_nigrescens	s__Prevotella_oris	s__Prevotella_oulorum	s__Prevotella_pallens	s__Prevotella_salivae	s__Prevotella_SGB1459	s__Rothia_mucilaginosa	s__Schaalia_odontolytica	s__Selenomonas_SGB5880	s__Solobacterium_moorei	s__Sphingomonas_melonis	s__Streptococcus_australis	s__Streptococcus_gordonii	s__Streptococcus_infantis	s__Streptococcus_mitis	s__Streptococcus_parasanguinis	s__Streptococcus_rubneri	s__Tannerella_serpentiformis	s__Treponema_denticola	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_parvula	s__Veillonella_rogosae	unclassified
s__Gemella_sanguinis	0.2822931083378757	0.10788189998544907	0.2533353408821231	-0.2427085120522993	0.3070034943965376	-0.23772956904809606	-0.14143454933372937	0.225987345239458	0.23891409070123495	-0.12528873870727458	0.17054850510453762	0.127924808986871	0.12451402256263672	0.02157360836895451	-0.30865144439534214	0.44439750528949507	-0.2718849295337019	0.40922813512606415	0.25972451466217583	0.2803094617553533	-0.010240807385579328	-0.11584838063078252	-0.3006697313440465	0.23217877535147263	0.07496272691180615	-0.2971610220414104	1.0	0.290655629365201	0.032711129264298325	-0.008684802067505135	0.1657337689900697	-0.18978811531405804	0.137086925575473	0.015341372185013892	-0.2770634306592252	-0.28392340129644733	0.0641666784993147	0.23442402134242984	0.09168081432163595	0.015366398495543047	0.4525197991173678	0.35924730033321917	-0.2375099627561229	0.1836531224881351	0.14975134652908556	-0.2882121278655243	0.25275890783371574	0.14178776780903996	0.0008921611919097119	0.22475074337685425	0.16657502911216526	-0.23373774626128263	0.13927544851046558	-0.3575716890311941	0.1506211984840523	0.45345173043973513	-0.15143730250820497	-0.24126681700063132	0.27252478034435745	0.381258768569118	-0.04535662463037153	-0.019041348177234404	0.11326077075255461	-0.028298280443078586	0.17726778416246436	-0.02553093409935813	-0.18904460020721114	0.5016804488939536	0.3968508501712522	0.3277108629745251	0.4630306106726304	-0.21815583990211324	-0.08355678396413774	0.2326332247079003	0.3044604317868617	0.227130009251227	-0.07158954030622344	0.0014317043029706588	0.14919898390165126	0.09658916654862823	-0.5719516494279414
s__GGB1088_SGB1395	0.23890386085963017	0.3401045240981213	0.2081539575591449	-0.040185449157567686	0.35427774954624774	-0.24072512109315883	-0.2505824707734286	0.5128756053402521	0.4216174696922049	0.2451861888419183	0.05564158578947538	0.11190746172691587	0.36189671446388905	0.3407425849077924	-0.14459405237406409	0.33100025926787324	-0.2918982118823813	0.028436343741151632	0.18683529082219189	-0.08722925794123679	0.31867162279059386	-0.27510344199005177	-0.035746561203649205	-0.16946413590828524	-0.45114574971624566	-0.3000385122590632	0.290655629365201	1.0	0.2729904808474466	0.14069834990665311	0.25083954898801064	-0.09849864655966734	0.10536265130597508	-0.30611711971537875	-0.23279638605315944	-0.04586020630998121	0.07243681566691469	0.1255851134026281	0.3286291741331948	-0.39417274699622673	0.32294812281090735	0.13707205930577626	-0.23717484344162687	0.32525065248209	0.06619022310615047	-0.10097960550590354	0.30111667948607124	-0.13481206943803398	0.2389024397791199	0.02871855777490817	-0.2434435544394815	-0.08014950505542148	0.14059234737678694	-0.44728193573911224	0.0785383571680264	0.6178411553533101	0.07433053970897106	-0.2447725915115892	0.2777413925809336	0.283337051917709	0.1990028609584802	0.22608974225759182	0.1870383089581979	-0.3796461617328591	0.3270459942497544	0.28790000049948833	-0.22300809195659094	0.325992215106112	0.41462989748453477	0.2991869854643336	0.3017306603176866	-0.1383616514636951	-0.44474774424649044	0.2242501843607349	0.32035670317190945	0.2715743973874288	0.18551606892044065	-0.30434709466927756	0.16765428378712105	-0.40661362108042676	-0.5478830645662038
s__GGB1144_SGB1468	-0.2151037801946001	0.07376092381220167	0.16819593950854306	-0.3153745882083145	0.13889941926107435	-0.25515927429018215	-0.28086181311796393	0.12410533656077835	0.14590101075007308	0.9452135986634559	0.14607834195720162	-0.1035632719900603	0.13187695888698128	0.28448983883176826	-0.39792652704453985	-0.14312778032613005	-0.22994891539200218	-0.08811874424614492	-0.15728520124650885	0.07854806512778506	0.9104360422770531	-0.21394883840690881	0.08065578833583106	-0.2901391684152228	-0.1711679971538017	-0.39803061863741296	0.03271112926429832	0.27299048084744665	1.0	-0.1628431667695176	0.24023603143211347	-0.1982291918716353	-0.2474148714508958	-0.17222253950848343	-0.27446850435363185	-0.36037805297674796	-0.18439978015968508	0.27087008525244094	0.26918103926168957	-0.1207082524635068	0.3895568343538973	-0.23532112823611578	-0.29639727958743733	-0.09141329440975603	-0.25526927902113367	-0.3271418177493392	-0.09408267862992331	-0.28478110418123037	0.8621615017505332	0.08774005262836379	-0.3110743105509879	-0.26384649864837706	0.08511859686154946	-0.6509929226607298	0.18310160083579852	0.5867890891434446	-0.11580227797716228	-0.3139212448603481	0.1842427164037288	-0.002498459703982601	0.9005586543616515	0.8443225715811655	-0.02177999202985729	-0.18848593456856716	-0.1259126174664706	0.907209628312297	-0.23442082048336066	-0.3146198006712954	0.14684667761956646	0.0297637945234284	-0.04324848479644024	0.4448289367167253	-0.20938655882186663	0.057977229794309526	0.3400894962875802	0.15038314627844093	0.9397572884528085	-0.18306562897981618	-0.115669036510374	-0.14967434054124773	0.10868238070218118
s__GGB12441_SGB19290	0.02344373373185831	0.19389663371556196	0.07606008978280385	0.7633372349379313	-0.08366380641507071	-0.3016256394815271	-0.2653139482225526	0.17832403351810416	0.06751213545898002	-0.1296699032471719	0.0887917202724477	0.927492369217682	0.056933135481835276	0.010435785549356508	0.6564561284543369	-0.22542297978721137	-0.2657057912337933	-0.06909852648156965	0.03868567325456871	-0.11362776663383028	-0.14254319461784015	-0.3153535530930278	0.3563806670410229	-0.3708466066881233	-0.3446520801927399	0.4954152839435129	-0.008684802067505135	0.14069834990665314	-0.1628431667695176	1.0	-0.25283718389269955	-0.28890716337847744	0.9212713475829704	-0.2610343683886967	-0.25583631319096795	-0.22338745276281613	0.9250328690027142	-0.05696018496014203	-0.07613386772181407	-0.24958069735669175	-0.5011615921115535	-0.18394957288226324	-0.24961559222743335	-0.10709430521649489	0.9310275508108468	0.6814553040165618	-0.18166161466218617	-0.37126110511443533	-0.0908753897808352	0.16423506378686575	-0.3304005854295501	-0.2700291716188288	0.12197546345392751	0.2874464284034559	0.08782420806226357	-0.2701038233208659	0.9306737876003044	-0.2782877016157983	0.014960296377093882	-0.05852011393881386	-0.13418986105120181	-0.21628961064477	0.08087653670931741	-0.26904242250865096	-0.016529367327306144	-0.12293525491585165	-0.39932570852901483	-0.28318469945421365	-0.19744228227730815	0.01689763048369746	-0.08577938758639747	0.427824411807482	-0.21789202838367494	0.12897383950213887	0.1774801934153231	-0.029109597313205834	-0.1253828081521842	-0.27641657516011686	-0.10693946032786433	-0.3152807249710379	0.13090139298352693
s__GGB12761_SGB19791	-0.11302361235096856	0.3337928988652027	-0.29201664728336696	-0.3875236018933774	0.41069286626174867	-0.24443869160926374	-0.17562070200997348	0.13980141557939513	0.20365755742827957	0.28501480266792156	0.10961219773492564	-0.11222690613445224	0.10318569858556506	0.2512823615063877	-0.2576116220967645	0.18636164840986041	-0.23486360830111164	0.29062433979850744	0.3505193929573308	0.3113821094581512	0.24703587005232092	-0.2357083549356152	-0.16182146673192485	0.12114469946489391	-0.005727693810068297	-0.3112802772821333	0.1657337689900697	0.25083954898801064	0.24023603143211347	-0.25283718389269955	1.0	-0.1962239091992169	-0.21733288309832632	-0.0631839062275826	-0.21079189571364493	-0.311578009958331	-0.27189255668292467	0.11112291272259878	0.2803615748368933	-0.00834934794608327	0.4057655456687425	0.1152896222804352	-0.20130549620701388	0.1839237534438576	-0.23981424403843493	-0.2675757817762837	0.28740150279287835	0.12629319788156593	0.25529454243686656	0.1455247249668296	0.1098686690853232	-0.015817456092907696	0.06614872525413579	-0.3431800492886104	0.2698378838872469	0.46621725667286623	-0.09471126455297527	-0.17868899562664145	0.06084936100248347	0.03734636819100148	0.2073668548679526	0.2652717180642109	0.11886883637547005	0.06607666774405417	-0.017337282740465733	0.144254186495059	-0.15993419223901478	0.3877890898279736	0.1922535638380653	0.04885397097304374	0.043246220996097484	-0.15118399382993786	0.04781920617968013	-0.08055910271860817	0.25773972956827046	0.0515567448285788	0.16383277139934388	0.14210078934446238	0.1538376438105752	-0.011222687840345746	-0.3763672223868786
s__GGB1833_SGB2477	-0.023667122520744974	-0.16292544718909438	-0.10075172073672552	0.3231306859443358	-0.2153143903073581	0.9432402979461545	0.911517271898634	-0.16092754508853552	-0.009853503045702795	-0.273031922165746	0.03968049317009162	-0.3504687767834484	-0.23000761877152143	0.014858637859193778	0.43503307558837556	-0.0057550227970565426	0.9371725635226809	-0.12135746160688046	-0.15992536862072207	-0.11662668565644702	-0.2454784038748576	0.930803080728023	0.34209723499800204	-0.3860211819354693	-0.3943027392553013	0.6486608552603075	-0.18978811531405804	-0.09849864655966734	-0.19822919187163532	-0.28890716337847744	-0.19622390919921687	1.0	-0.36358733762560347	-0.33722495068877634	0.9137270771973949	0.8855580253953657	-0.2525196650151692	-0.09313209400083478	-0.2686263539595335	-0.37714821270674415	-0.536307329923088	-0.29070881378604174	0.921391622115936	0.04940434245288009	-0.2829636029960159	0.4282789442601411	-0.15821542049146256	-0.4035491761408415	-0.14503657755648822	-0.11273830443475925	-0.3851157236447207	0.8672361107529258	0.030207542090164893	0.05867055012319093	-0.332344556316153	-0.28807792016217204	-0.2648021323579264	0.9410465526649638	-0.1310379195429941	-0.261858740745989	-0.23078514812320888	-0.1536977873428937	-0.08030699511752389	-0.40122440434049694	-0.08647490845652203	-0.1981718849910696	0.929760843945913	-0.3068974235217057	-0.09144471287400648	-0.20191629057911514	-0.19920220675763828	-0.5703109968448229	-0.4302061048300608	-0.24194690182580086	-0.11166436694050089	-0.2556846770370483	-0.19949488251988193	-0.36321955199025036	-0.07310861714633995	-0.3842701445903489	0.2894781954625799
s__GGB1843_SGB2516	-0.03114263324412518	0.23034937842547815	0.04845774017716893	0.6930608701978376	-0.16845430251856913	-0.3781998494139719	-0.27461923300282376	0.2574839389757493	0.029026465073834325	-0.14379968342970606	-0.03632485525988091	0.9278922652071219	0.06966960306518069	-0.052043533476189965	0.5839769366479889	-0.15590461427361643	-0.3290460894285976	-0.2166415535357108	0.21447864257468663	-0.090374087947102	-0.22032224955912358	-0.3549998779131875	0.16816444626133786	-0.26561582379615906	-0.16991942045969677	0.46671409570237693	0.13708692557547303	0.10536265130597508	-0.2474148714508958	0.9212713475829705	-0.21733288309832632	-0.36358733762560347	1.0	-0.10155781833188669	-0.31680872355219575	-0.3046625031631037	0.9127120178545493	0.005941085722640814	-0.07934881726751375	-0.23157751632971613	-0.48548955599538374	-0.11524551202219992	-0.34870212221156666	-0.070145269942319	0.8931722619509912	0.5957158158762547	-0.14081981634942875	-0.27562469189315547	-0.13532341835467424	0.06428278593458739	-0.3003696327517832	-0.3231603446955247	0.046370892685885734	0.2955688216343984	0.14702011548388294	-0.29468381317977566	0.9217529885759246	-0.36304680508902637	-0.0910310171075038	0.07239892196622626	-0.16617938233299034	-0.22976167149615773	0.07774796939054396	-0.17895983388853537	0.14166257945105942	-0.16176642988469098	-0.4008760015814919	-0.17328533825850526	-0.04076521568498709	0.050135353340847816	-0.020972062528385824	0.4397271833430088	-0.10986839593780984	0.1932697719113511	0.23196939205123757	-0.006751761122244591	-0.13841516780552132	-0.10740381895471957	-0.07076032981317323	-0.16464583284206197	0.08539647979041666
s__GGB1843_SGB2524	-0.18707291391243924	-0.05532917349418474	-0.061419312029003255	-0.43334390607189244	-0.1689302302748727	-0.24660885099887814	-0.28385675783094033	-0.4690061444409833	-0.1565163292327579	-0.22505822018926563	0.01866668400753639	-0.29547803764168146	-0.057651171513475215	-0.23448712519693382	-0.4161362877630025	-0.008690759050051736	-0.3149306579651995	-0.007212198081414611	-0.05149590110030226	-0.09366572974848222	-0.28733261260763976	-0.1829667523681897	-0.6825228053971863	0.6130053505221262	0.9200540505723368	-0.301572278619851	0.015341372185013892	-0.3061171197153788	-0.17222253950848343	-0.26103436838869665	-0.06318390622758262	-0.33722495068877634	-0.10155781833188669	1.0	-0.2304120082094888	-0.2594807824207261	-0.29171086325207823	-0.050041995307528515	-0.15941727108333106	0.9065215063981789	0.2260051319019667	0.5632307785479211	-0.30756085885210993	0.22386603779899258	-0.3173778143006534	-0.5019078246664863	-0.22121324116923352	0.5702586488565735	-0.2056270739419565	-0.25949532742886994	0.639939785736255	-0.2589969790550306	0.04623729810320276	0.33254348859060934	-0.1971444658803198	-0.3900772748216804	-0.2753736764888227	-0.2309813998279429	-0.05741420691504809	-0.047022186007732635	-0.29763751140086425	-0.2626694631337939	0.012164010807347012	0.889229622549957	0.00843298618021273	-0.2671302621130487	-0.24767081622546017	0.19427812369032937	-0.33798866563141206	-0.041572280240589114	-0.0915985410736192	0.3759698895888751	0.9166870693143089	-0.06316564499779405	-0.31127592336037513	0.01693107262784717	-0.2936055356634344	0.9066420815035525	-0.054098503949381545	0.9164960129262347	0.2578013519102992
s__GGB4533_SGB94822	-0.003680271671017251	-0.1163770817616305	-0.10086983021554474	0.3756800463413592	-0.20853651585867894	0.9350122930721207	0.8670132511645646	-0.2442857224137123	-0.20065040990596347	-0.28648102181898055	-0.030024769007349447	-0.2868581060983645	-0.20373008841253087	0.04453974322679351	0.506739740459748	-0.12754233283784927	0.9364179200523024	-0.07297004038045862	-0.0057429958116918135	-0.03398907315770902	-0.32412620653279045	0.8836974569835856	0.22105983645406535	-0.38873140106308596	-0.32818008149861744	0.6541030703275013	-0.27706343065922523	-0.23279638605315944	-0.27446850435363185	-0.2558363131909679	-0.21079189571364496	0.9137270771973949	-0.31680872355219575	-0.23041200820948882	1.0	0.8773574794323442	-0.19058310700616715	-0.05919050273248061	-0.3471002612087811	-0.30845058702620587	-0.5805478374422381	-0.27901264598315456	0.8994836330105789	0.030706817642647904	-0.19866466749249848	0.4680892180699178	-0.265669490251287	-0.3615502685859972	-0.2303131944796476	-0.05635130747320436	-0.38443970871897015	0.8190061085092923	-0.03419250673572878	0.07134290137944999	-0.3714299219455657	-0.3390681595614821	-0.25990884122993024	0.9172677598484831	0.029347072141700892	-0.23698439057211704	-0.22935669756142252	-0.24026649634160607	-0.10197076110535977	-0.3165778298883547	-0.11316678355657887	-0.31519885288390526	0.9196252143083309	-0.36131021390992113	-0.10470166395235765	-0.29781530091092934	-0.1611402990950842	-0.5569703629793805	-0.3447383243674872	-0.21899555028374762	-0.14965975351063485	-0.20500325341599476	-0.26613338192175706	-0.35355302354627627	-0.24979717857234107	-0.2990515041733948	0.34608386251099454
s__GGB4937_SGB6891	-0.06611050826899745	-0.29882006923752	-0.19786864479101268	0.3695517103055257	-0.3120512153251868	0.9023590078898167	0.8416018470074269	-0.2570234727964884	-0.17518155238655925	-0.3104285161194688	0.01887169048931441	-0.23254918436790922	-0.18805904632355125	0.03787464060366334	0.5201817105432476	0.06789641620670667	0.8931250921859448	-0.07469850342132175	-0.18186075811723246	-0.1273235781830032	-0.29500613935907405	0.8517127384779453	0.3640584917218629	-0.33922029706006335	-0.34759457455964904	0.6205660373139816	-0.28392340129644733	-0.04586020630998121	-0.36037805297674796	-0.22338745276281616	-0.311578009958331	0.8855580253953657	-0.3046625031631037	-0.2594807824207261	0.8773574794323442	1.0	-0.14037531204584075	-0.00724096061776365	-0.3808564647018867	-0.26266403239512565	-0.604256940055752	-0.3702632289375706	0.8976716472712153	-0.13829436433263353	-0.18944446921331554	0.4783517924514674	-0.17100958887072926	-0.2698514243051723	-0.26530222292260663	-0.22852648815872534	-0.31727564005537745	0.8044990896429338	-0.1167371313378868	0.08784989804303217	-0.36990700435471746	-0.4019460644538013	-0.25929329970795467	0.8975130039118966	-0.1601090182208426	-0.14850568796452224	-0.23958742292054142	-0.2839575300441791	-0.09869194363775652	-0.2865126025620339	-0.17268094246858284	-0.28444057424981806	0.8411805368178081	-0.35433410408154964	-0.06821596880118908	-0.33067887807246965	-0.18803903970142308	-0.4750590015698952	-0.31552910257909955	-0.2794809123851435	-0.2311307156631197	-0.3398824791260651	-0.2631951622683161	-0.3242092426143576	-0.04210533897479274	-0.2668334826546386	0.37651144942216747
s__Granulicatella_SGB8239	0.1414723365680143	0.3520363558281309	0.0032466184547169704	0.7689178185123775	-0.0515776529761832	-0.25792319166215627	-0.1943272005926419	0.2385870721127577	0.10952430164093069	-0.1769667736364685	0.007607990342194089	0.9409070215171619	-0.032056960557025144	-0.04118565503265132	0.6595009738590192	-0.19093110057149126	-0.25880429199773125	-0.1389678789642641	0.1965095880426197	0.02380876266311377	-0.19450930373162145	-0.24483485782586983	0.3552171319137909	-0.33966166896568145	-0.3825135360384846	0.4649227658805148	0.06416667849931469	0.07243681566691469	-0.18439978015968506	0.9250328690027142	-0.27189255668292467	-0.2525196650151692	0.9127120178545494	-0.2917108632520782	-0.19058310700616718	-0.14037531204584075	1.0	0.17741500160858414	0.021062082763788258	-0.39696544722221994	-0.5061917919130975	-0.17626749489815302	-0.23879975214513247	-0.09672649823654184	0.9482836689282735	0.7018861019205207	-0.09905638257561163	-0.32803035061290653	-0.17249100651594926	0.12994555921683898	-0.3443286713603154	-0.2594760762202255	-0.057602052337640076	0.2426654409779758	0.14463520591487838	-0.264430836850166	0.91981904694228	-0.2505209479301132	0.04740236207051777	0.05358086612100556	-0.15895715341264616	-0.2652560279069537	0.09531311984003665	-0.3666222645851218	0.13962340185653185	-0.19528530313135725	-0.30268443644447224	-0.1730022560771266	-0.154419444842293	0.03717963498515335	0.03938629532052468	0.2929286579034366	-0.26005833841607706	0.11000344757259836	0.22190590366201252	0.042247935188634005	-0.17164636307327036	-0.28840613444495444	-0.008399481928354213	-0.31484771247452836	0.03952068761342759
s__Granulicatella_SGB8255	0.06159694792663713	0.08927946089043717	-0.05726045893875863	-0.08125937539546196	0.11218051377100394	-0.19945193256728316	-0.17732716592250827	0.10508909031253365	0.2584415421505949	0.2384073963231555	-0.02010961243842299	0.04694686419122342	0.2555593622758585	0.1130435929838409	-0.103673345207664	0.24797213283277675	-0.13243496084450052	-0.01495108651453705	0.1877223749350595	0.2784404191777821	0.19725794112671166	-0.15835415648933973	-0.20786343128989432	-0.1492340812990579	-0.04889825923730545	-0.046184977368702806	0.23442402134242984	0.1255851134026281	0.27087008525244094	-0.05696018496014204	0.11112291272259878	-0.09313209400083479	0.005941085722640814	-0.050041995307528515	-0.05919050273248061	-0.00724096061776365	0.17741500160858414	1.0	0.11532858435326096	-0.08571123980220946	0.11341869051192661	0.14216896603563484	-0.13157798239323848	0.07441768326125694	0.028731958880050208	-0.02284139310285569	0.10146686160316448	-0.09600869035532338	0.30758289879154194	-0.03808450839434277	-0.1729444329340941	-0.13549782103794955	0.2977211473496629	-0.34184785057241995	0.22162989612313322	0.4671800493413122	0.04315243605588601	-0.24720968318137965	-0.028464156976970214	0.2815658782703709	0.22911942256797113	0.29162707943139565	0.055716026168140975	-0.06819121341549529	-0.028660400313896644	0.2090187008308165	-0.042447074323964856	0.32056911195397764	0.02464767318087829	0.06343927647532742	0.30435604704776176	0.013715471255922327	-0.22140370031876094	0.12249500182262216	0.16392805258823573	0.10886001330479446	0.12595969364067058	-0.08074621433400736	0.16919966416713958	-0.11320193175331168	-0.3273326713153793
s__Haemophilus_haemolyticus	0.2797603432835012	0.15633562490703867	-0.022026747030354468	-0.3420297585158454	0.3716558235718137	-0.3158484725003306	-0.3208667748768524	0.2530608178057817	-0.07654244788035552	0.3293787107664886	-0.13927983647386286	0.03583080906884299	0.10538645297620843	0.11537723695975322	-0.41530183950128063	0.26188074745487094	-0.3813066522695506	0.1480219955435792	0.17957221080479607	-0.11226518132508113	0.2233345374551089	-0.3736832257972532	-0.2897761587087153	0.09605657539442211	0.09443335812209057	-0.33477082166099836	0.09168081432163594	0.3286291741331948	0.26918103926168957	-0.07613386772181407	0.2803615748368933	-0.2686263539595335	-0.07934881726751374	-0.15941727108333106	-0.3471002612087812	-0.3808564647018868	0.02106208276378825	0.11532858435326096	1.0	-0.0841438761133762	0.4039074594430159	0.2523329728952452	-0.29985328301100045	0.09337884364008191	-0.02327827065270547	-0.35767352300126676	0.177576172732071	0.1156478513139182	0.265139310062526	-0.1324974456098264	-0.017912660558741696	-0.32891101729811767	0.015085208947074973	-0.34776124160047034	0.24864854451793839	0.41941961894156243	-0.05326964392035256	-0.4016899787793692	0.223591342485797	0.27833818420110024	0.2716437588542309	0.29672375035645326	0.14738873915313566	-0.1113734222508178	-0.142252851070713	0.2801767699843694	-0.32686042384073666	0.3387006912135232	0.1886924577576282	0.21208551024493996	0.11414269440073395	-0.061012573624671426	-0.029049470979402095	0.2124635785872009	0.22949503550304207	0.4393881348156607	0.2611364206849838	0.001464551032207143	0.1436250829647212	0.02121851251472155	-0.46790282506168557
s__Haemophilus_parahaemolyticus	-0.008260417227154409	-0.10247589515280006	-0.008271179434902125	-0.5026533827076142	-0.1918787828758444	-0.27739077044386745	-0.3326699609420264	-0.4331206777099773	-0.1490169657656885	-0.0937816345055831	-0.01656788893369829	-0.29773468130831093	-0.11958100591738621	-0.48243326769543904	-0.4942548726418081	0.07546213283966796	-0.34719881360393234	0.11186534028621059	-0.04626392576945753	-0.07321762751818656	-0.1289802997498539	-0.30130068378299457	-0.7069922884938915	0.6213254879344933	0.9460070697147113	-0.4897386113015267	0.015366398495543051	-0.39417274699622673	-0.1207082524635068	-0.24958069735669175	-0.008349347946083267	-0.3771482127067442	-0.23157751632971613	0.9065215063981789	-0.30845058702620587	-0.26266403239512565	-0.39696544722221994	-0.08571123980220946	-0.0841438761133762	1.0	0.3255792493756653	0.4803439247329159	-0.31580879947064167	0.035801644774008906	-0.2899070556531438	-0.5295445985655574	-0.15914463356015182	0.6033271230597284	-0.14906629905171298	-0.22957271764451287	0.676118593768573	-0.3926017666492554	0.14539452227568245	0.2738103212194648	-0.2435522691562585	-0.2622936599920489	-0.30699172987184786	-0.3032807634248335	-0.12946408775815754	-0.02310357849826585	-0.16192520563585244	-0.15521672924417518	-0.13914148358944214	0.9312384088350085	-0.029208471504708476	-0.15335998098842868	-0.2796312294666693	0.1784026106823332	-0.21822224995146988	-0.06694345408363514	-0.04251306981803946	0.4358609401370144	0.9251283180246406	0.11129666066497543	-0.13942734894886238	-0.00995442811787798	-0.12889447268648968	0.9028564769502442	0.019359629177112397	0.9111389582779577	0.27064987060963164
s__Haemophilus_parainfluenzae	0.09109977616929399	0.3507889455301987	0.30284749093413244	-0.8981654273677793	0.381761800012099	-0.596361154236333	-0.6206666757145014	0.22312854414508598	0.14045586894716744	0.3910231668150911	0.1347989694815101	-0.42984621091126685	0.22840896324659066	0.058381688386248506	-0.9480936890492886	0.33716165411617766	-0.6237059922858117	0.3353007135385405	0.1484334093697907	0.27675863980191845	0.3887346542906459	-0.5406504595517825	-0.4839656026418858	0.4969164483536809	0.3481579300993391	-0.9594990333163482	0.4525197991173678	0.32294812281090735	0.3895568343538973	-0.5011615921115535	0.40576554566874257	-0.536307329923088	-0.4854895559953838	0.2260051319019667	-0.5805478374422381	-0.604256940055752	-0.5061917919130975	0.11341869051192661	0.4039074594430159	0.3255792493756653	1.0	0.5017037718186401	-0.5858268027287836	0.22952066462449874	-0.5349657603225079	-0.9277649089400877	0.42511691271976154	0.5210497762807476	0.3934721690374926	0.06802168243790169	0.5164535082284705	-0.4991118475780284	0.08773201837834228	-0.46248066609397753	0.1714518338345773	0.7598421564073391	-0.520076075128183	-0.5666232327752305	0.18795036495971687	0.5814527949076802	0.3045685836763189	0.47167350242401446	0.18896572590167243	0.3049962328458493	0.12695907025754288	0.40637977688132776	-0.47070741716460407	0.7063873710861593	0.3374716679637499	0.4312529580514407	0.3809743482680203	-0.014106669822948887	0.25369629831135787	0.2528006844459872	0.4329283897829206	0.3884608531538991	0.3409000121680791	0.28929522631604765	0.4138264564437031	0.29466459964450625	-0.6460610680795127
s__Haemophilus_sputorum	0.26920182547853194	0.40304760384122507	0.24672043674802946	-0.43636532664065075	0.44049578060979044	-0.3143219044372844	-0.2611361664029398	0.26010998847357153	0.10110496700928623	-0.20917452305893308	0.24260884312903877	-0.22637041470182262	0.16997107384101767	0.0943493485854576	-0.4677972837856984	0.511879034886217	-0.37646565398611215	0.3774936420467546	0.31241805481090756	0.2402103573440743	-0.2111187798999309	-0.20632699637523144	-0.9280999002311401	0.1482408227836469	0.5303252383163606	-0.47452114479068264	0.35924730033321917	0.13707205930577626	-0.23532112823611578	-0.18394957288226324	0.1152896222804352	-0.29070881378604174	-0.1152455120221999	0.5632307785479211	-0.27901264598315456	-0.3702632289375706	-0.17626749489815305	0.14216896603563484	0.25233297289524514	0.4803439247329159	0.5017037718186401	1.0	-0.3135882976412908	0.08079775106516651	-0.16534524779175383	-0.408012465464628	-0.22570089293051707	0.18270906966190748	-0.2017951365850346	0.25135122719057923	0.21523139298682387	-0.1593737255875604	0.1666714979099128	-0.2529199211795705	0.17253371832885062	0.1703903454899876	-0.3377605895578367	-0.2700178439287956	0.322052338296695	0.3634574162528166	-0.24766855175470798	-0.16490624106101875	0.15684439073047227	0.5299956309558704	0.31950320370286495	-0.1934425242922318	-0.24865525589571058	0.7053935700558343	0.25913539649319256	0.46029729800932123	0.35890224417199157	-0.012331409665700501	0.5455443991584998	0.5218645804095108	0.07303622738931773	0.37109250510650993	-0.245256230099485	0.5772553614713543	0.1909523275563808	0.46980458106987755	-0.35744162479058816
