	s__Actinomyces_bouchesdurhonensis	s__Actinomyces_oris	s__Actinomyces_SGB17157	s__Aggregatibacter_segnis	s__Aggregatibacter_sp_2125159857	s__Alloprevotella_SGB1410	s__Alloprevotella_sp_oral_taxon_473	s__Arachnia_propionica	s__Bacteroidetes_oral_taxon_274	s__Campylobacter_concisus	s__Campylobacter_SGB19292	s__Campylobacter_SGB96438	s__Capnocytophaga_gingivalis	s__Capnocytophaga_granulosa	s__Capnocytophaga_leadbetteri	s__Capnocytophaga_SGB2480	s__Capnocytophaga_sputigena	s__Cardiobacterium_SGB9419	s__Corynebacterium_matruchotii	s__Dialister_invisus	s__Eubacterium_sulci	s__Filifactor_alocis	s__Fusobacterium_nucleatum	s__Fusobacterium_pseudoperiodonticum	s__Gemella_haemolysans	s__Gemella_morbillorum	s__Gemella_sanguinis	s__GGB1088_SGB1395	s__GGB1144_SGB1468	s__GGB12441_SGB19290	s__GGB12761_SGB19791	s__GGB1833_SGB2477	s__GGB1843_SGB2516	s__GGB1843_SGB2524	s__GGB4533_SGB94822	s__GGB4937_SGB6891	s__Granulicatella_SGB8239	s__Granulicatella_SGB8255	s__Haemophilus_haemolyticus	s__Haemophilus_parahaemolyticus	s__Haemophilus_parainfluenzae	s__Haemophilus_sputorum	s__Lachnospiraceae_bacterium_oral_taxon_500	s__Lautropia_mirabilis	s__Leptotrichia_massiliensis	s__Leptotrichia_SGB6069	s__Leptotrichia_sp_oral_taxon_212	s__Leptotrichia_sp_oral_taxon_215	s__Leptotrichia_wadei	s__Neisseria_sp_oral_taxon_014	s__Neisseria_subflava	s__Peptostreptococcus_SGB749	s__Porphyromonas_endodontalis	s__Porphyromonas_pasteri	s__Prevotella_conceptionensis	s__Prevotella_melaninogenica	s__Prevotella_nanceiensis	s__Prevotella_nigrescens	s__Prevotella_oris	s__Prevotella_oulorum	s__Prevotella_pallens	s__Prevotella_salivae	s__Prevotella_SGB1459	s__Rothia_mucilaginosa	s__Schaalia_odontolytica	s__Selenomonas_SGB5880	s__Solobacterium_moorei	s__Sphingomonas_melonis	s__Streptococcus_australis	s__Streptococcus_gordonii	s__Streptococcus_infantis	s__Streptococcus_mitis	s__Streptococcus_parasanguinis	s__Streptococcus_rubneri	s__Tannerella_serpentiformis	s__Treponema_denticola	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_parvula	s__Veillonella_rogosae	unclassified
s__Campylobacter_SGB19292	0.2279670820481836	-0.0005508833139066249	0.1996609353939504	-0.05322512044564647	-0.054572679733616736	0.015321213954242522	0.028946189446305413	-0.0399043990029497	0.22981087209282386	0.13069002794469406	1.0	0.0603444003270545	-0.009689833123391431	-0.09905900764395786	0.017772747719235975	0.06258910771371513	-0.03269625369724489	0.17867617976472283	-0.21169882844760352	0.010741318561239365	0.09120537257412739	0.006111528966802534	-0.26660482979381595	-0.05123799561899839	0.03624873302739268	-0.04780206071283982	0.17054850510453765	0.05564158578947538	0.14607834195720162	0.0887917202724477	0.10961219773492564	0.03968049317009162	-0.03632485525988092	0.018666684007536388	-0.030024769007349447	0.01887169048931441	0.0076079903421940875	-0.020109612438422977	-0.13927983647386286	-0.01656788893369829	0.13479896948151007	0.24260884312903874	0.07836896151496608	0.1022883117141162	-0.11719463295842675	0.0031014522012852803	0.133706165884859	-0.0695760291555812	0.06832711571874804	0.10984448636267595	-0.15980444241229186	0.11944019307320076	0.017525055728301292	-0.3081461209301388	-0.021105065007433713	0.19750732955573902	0.024628889425688517	0.04980154310831682	0.10838196895355891	0.0047154718379737726	0.17017678866815616	0.18986884387833441	-0.10221663682541307	0.05184245785988438	0.11643424886377357	0.09467053965075828	0.05201325496335102	0.1965669899493842	-0.02758241202234553	0.18971252460589133	0.09322364737071406	-0.22112367666979682	0.009692510017471125	0.07763710888419172	-0.015446810648195225	-0.0028794908730339214	0.12203107344412813	-0.006697067610915566	-0.0022605845677510098	0.11046659642346326	-0.09157370030654818
s__Campylobacter_SGB96438	0.0901085395418354	0.2770328898161145	0.04015500273625426	0.7175120441882279	-0.13374753423485325	-0.27034049974905494	-0.25945234526806094	0.11462046915648624	0.19588312191751173	-0.10057859375859604	0.0603444003270545	1.0	-0.013589029983803829	-0.07830229992553454	0.6222280171879109	-0.15647498130051107	-0.3153552096268877	-0.1857522908616619	0.025800625714753625	-0.10735574095988587	-0.12998175535258968	-0.3513544510086994	0.3314174402556359	-0.34947190457170496	-0.33606088092867614	0.3991645002208334	0.127924808986871	0.11190746172691587	-0.1035632719900603	0.927492369217682	-0.11222690613445226	-0.35046877678344845	0.9278922652071218	-0.29547803764168146	-0.28685810609836454	-0.23254918436790922	0.9409070215171618	0.04694686419122342	0.03583080906884299	-0.297734681308311	-0.42984621091126685	-0.22637041470182262	-0.29836130563233226	-0.09414702721674922	0.9329198046751898	0.6254431449694156	-0.0627502484954701	-0.3542133796035756	-0.041007652636196094	0.09439760154903884	-0.27603442934769673	-0.34913852200779866	0.12473937431475018	0.24520088278441357	0.14415972530476143	-0.21329205124090259	0.9129294260315861	-0.3307193252782729	-0.09209731679667213	0.0664098129096999	-0.08907341039113853	-0.22300146860173412	0.13724174161701455	-0.31675461375358227	-0.005565073206040177	-0.09495950202725983	-0.4647519966905294	-0.30539339661740195	-0.012884367981098696	0.03203792724602685	-0.010919320890148456	0.40019763432703137	-0.23404893064879068	0.10061469955780425	0.15557934155636663	-0.04502908459706262	-0.080844791903628	-0.2833331283232152	-0.012690956116787982	-0.2778447154745919	0.10115829003487582
s__Capnocytophaga_gingivalis	0.2860042663741412	0.06764801096309914	0.11320581001142521	-0.16223065633146333	0.32587465295796353	-0.2761506542085403	-0.20584584072503803	0.11942954085046764	-0.19310201460933002	0.13548271863144443	-0.009689833123391431	-0.013589029983803829	1.0	0.2857844665271153	-0.1258993360290323	-0.0213966128317214	-0.26473116375959826	-0.009717573823680761	0.2442353025833887	0.04393038926061757	0.19559682565928732	-0.1853994808580621	0.021410868629031153	0.16066417682533266	-0.0201868618686715	-0.1634773638292202	0.12451402256263672	0.36189671446388905	0.13187695888698128	0.056933135481835276	0.10318569858556506	-0.23000761877152145	0.06966960306518069	-0.057651171513475215	-0.20373008841253085	-0.18805904632355125	-0.032056960557025144	0.2555593622758585	0.10538645297620844	-0.11958100591738621	0.22840896324659063	0.16997107384101767	-0.3008368028347419	0.02339180272284726	-0.03140580905452178	-0.16122448659052335	0.19741733748457468	0.1513772531028446	0.16342562059206212	-0.051779848230270924	0.12023772996886178	-0.1978254235342741	0.011461655081603569	-0.3170300178295535	0.2358840227663545	0.458976867116848	0.05796486371139517	-0.28132609897113764	0.0601668525568433	-0.0040275878268666646	0.1254678604215726	0.009705565486960886	0.27343940502020647	0.08431204757223468	0.16288492128831622	0.15100093820925417	-0.22665123504293314	0.3269239522184646	0.11186486840498133	0.053465250694507985	-0.024434286186527623	-0.0039276991517777395	-0.03126727854499306	0.11376961985795425	0.3689111340089364	0.1338356287332116	0.06493235581235393	-0.0330143201410152	-0.10260713878956215	-0.06959874446062667	-0.41400108775963296
s__Capnocytophaga_granulosa	0.26563021314216995	0.41891165150528964	0.06230841336695189	0.00603068217048108	0.28355586396633653	0.040573520363465565	0.052958849522023003	0.5114495707680001	-0.03437693721490379	0.20604621688985902	-0.09905900764395786	-0.07830229992553454	0.2857844665271153	1.0	-0.11654588857420813	0.11836385524756646	0.014612258715678634	-0.002723625339629063	0.15035425922186535	0.16431810652993628	0.24638819339485069	-0.046270531828957434	0.10646199696940319	-0.2074928949912777	-0.2649119520047344	-0.09019571742392392	0.021573608368954514	0.3407425849077924	0.2844898388317682	0.010435785549356508	0.2512823615063877	0.01485863785919378	-0.052043533476189965	-0.23448712519693382	0.0445397432267935	0.03787464060366334	-0.04118565503265132	0.1130435929838409	0.11537723695975322	-0.4824332676954391	0.058381688386248506	0.09434934858545758	0.042693867308964455	0.17455531585430864	0.029393395071532182	0.011362604027652334	0.18726028812462636	-0.11329184921508277	0.3469035098783091	0.19236781821097565	-0.22779590244425668	0.21146817366536144	0.08490712337058764	-0.4395053478906835	0.1437926821843353	0.39131514237997145	-0.06560066615614651	0.0029291472535353203	-0.02392242935468225	0.06071001385596116	0.1801851012946398	0.19402274521760665	0.13280104900724787	-0.21171688916372244	0.28469693688725356	0.1913706281270051	-0.08400187529880312	0.14614733863182922	0.09789807302443138	0.13957551236753538	-0.04765995609310568	-0.2258307252880551	-0.22136223870937732	0.2578481042465694	0.24382440370395997	0.19896448933660943	0.3033588043574243	-0.1474008801644685	0.26685785923647487	-0.3264250554682786	-0.37092314036476404
s__Capnocytophaga_leadbetteri	-0.013626967015988865	-0.18815177440474304	-0.2663598197516887	0.9561158245205796	-0.35010360604877494	0.42377414084030907	0.5414142751519304	-0.05159930107447104	-0.05035753935260692	-0.3729965004292433	0.017772747719235975	0.6222280171879109	-0.1258993360290323	-0.11654588857420811	1.0	-0.31027989861203764	0.4634343526554986	-0.24324558250707357	-0.19854861915373873	-0.32188586566624877	-0.3902048620692713	0.41591319135650495	0.5115601358880281	-0.5764713321023223	-0.474141128579723	0.9394137055543045	-0.3086514443953421	-0.14459405237406409	-0.39792652704453985	0.6564561284543369	-0.2576116220967645	0.43503307558837556	0.583976936647989	-0.4161362877630025	0.506739740459748	0.5201817105432476	0.6595009738590192	-0.103673345207664	-0.4153018395012806	-0.4942548726418082	-0.9480936890492886	-0.4677972837856984	0.4919340026503694	-0.07434936371978366	0.6692277449548392	0.9605474506017051	-0.3272203171311188	-0.6040368660284021	-0.35942198840795436	-0.10300516144198023	-0.6062807173788962	0.3454726662701746	-0.08258599917976432	0.38110986797934776	-0.13641965505695278	-0.6413603029423409	0.6291052434640012	0.4518368296049844	-0.20857164002784917	-0.30658707011632513	-0.3243940966021003	-0.4389958785159659	0.01439014274075531	-0.4813918359148417	-0.08051543190499624	-0.376745105676514	0.35968117327837623	-0.5672039280983303	-0.3391932558900491	-0.33778204916985327	-0.33019273195564075	-0.010583823502736896	-0.4152921046409863	-0.17541725298931554	-0.15710524058826994	-0.25616151322033587	-0.34099440575986595	-0.4946075825148456	-0.31867752014777684	-0.42599169193111	0.491498425668965
s__Capnocytophaga_SGB2480	0.048832816266225015	0.26458257138836944	0.2739734504644265	-0.27568152324921286	0.22224439002972268	-0.15516180887069225	-0.07159859399963796	0.15048334924944268	0.043343913804467324	-0.16086185044231824	0.06258910771371513	-0.15647498130051107	-0.0213966128317214	0.11836385524756644	-0.3102798986120376	1.0	-0.08836474872524305	0.19384538568668236	0.14151826357125585	0.0847772903794955	-0.039960488495220714	0.012368169706474908	-0.28257224164245587	0.06705086780429206	-0.08645442102885297	-0.322631954485755	0.44439750528949507	0.33100025926787324	-0.14312778032613005	-0.22542297978721137	0.18636164840986041	-0.005755022797056543	-0.15590461427361646	-0.008690759050051736	-0.12754233283784927	0.06789641620670667	-0.19093110057149126	0.24797213283277675	0.26188074745487094	0.07546213283966798	0.3371616541161776	0.5118790348862169	-0.1261178704988437	0.1778372123140899	-0.1740652258005283	-0.24929194078709035	0.24224426618611278	0.16712585815050235	-0.09509407881590584	0.36706929761108786	0.08506634061233437	-0.09775794922746837	0.21225249846255229	-0.17858572359190883	0.06507584529709218	0.3909416284935593	-0.3114496613811766	-0.061912762716780846	0.16988669094180164	0.33275434758673095	-0.010321346419928762	0.044592904093504734	0.09588801373426176	0.10921009747377816	0.2734460500582421	-0.034083717108296455	-0.026667931144108138	0.649465646047598	0.3303824768083838	0.32175011241509566	0.05955806262265901	-0.44102584280699086	0.012044465374418053	0.24494857703196177	0.027393745429621086	0.49286772408708157	-0.07226043084421865	-0.05616029339253453	0.40446291348890095	0.050625243726060726	-0.5359927359128833
s__Capnocytophaga_sputigena	-0.048425763684852505	-0.24894813555387757	-0.08087590977872613	0.3214545022800316	-0.3133078945474067	0.9460139906135384	0.9162237113545271	-0.13356593124010724	-0.02666097851720602	-0.2589346579690093	-0.03269625369724489	-0.3153552096268877	-0.2647311637595982	0.014612258715678634	0.4634343526554986	-0.08836474872524305	1.0	-0.15786697368191782	-0.16471143824816675	-0.16605452773015278	-0.28154643196653234	0.9231849311936411	0.35286943945712324	-0.34582629576185947	-0.3279121128911403	0.6551439818748392	-0.27188492953370197	-0.2918982118823813	-0.22994891539200216	-0.2657057912337933	-0.2348636083011116	0.9371725635226809	-0.3290460894285976	-0.3149306579651994	0.9364179200523024	0.8931250921859448	-0.25880429199773125	-0.13243496084450052	-0.3813066522695506	-0.34719881360393234	-0.6237059922858117	-0.37646565398611215	0.9359207267195737	-0.06168632771988565	-0.25033861071674	0.44017572029787644	-0.18728593419643264	-0.3809575553374942	-0.2390602719856057	-0.21162802794317698	-0.3765614568468284	0.8386123892882902	-0.07675450855677202	0.09909304458583712	-0.22431704287237564	-0.38126894017135154	-0.33226133880507214	0.9371917179842678	-0.07565471741084942	-0.16619879320390754	-0.21590185363161118	-0.18740156311344253	-0.10924702937214796	-0.3655331902524719	-0.17887994226141188	-0.2688733785513663	0.9355574618043159	-0.3817842464332215	-0.13840765428606586	-0.28121563144940065	-0.16089521525414174	-0.5709972607367833	-0.3879641808847622	-0.2957171672216352	-0.1395072077437881	-0.2560793979622258	-0.24433387090979428	-0.36083048366804704	-0.09208109927496744	-0.31650695089867276	0.37550436256352626
s__Cardiobacterium_SGB9419	-0.033143153450151855	0.08657879831444559	0.05323945255502993	-0.11506043194342319	0.24017458294091398	-0.10774261010292374	-0.055491533143526214	0.31269826677330015	0.2738756270232175	0.0031209675998205635	0.17867617976472283	-0.1857522908616619	-0.009717573823680761	-0.002723625339629063	-0.24324558250707357	0.19384538568668236	-0.15786697368191782	1.0	0.09968461920300284	0.13034993636457648	0.0838536430341346	-0.18979423481630672	-0.2052724084235339	0.14040416123476382	0.0458985308574249	-0.30160658571329557	0.4092281351260641	0.02843634374115163	-0.08811874424614491	-0.06909852648156967	0.29062433979850744	-0.12135746160688046	-0.2166415535357108	-0.007212198081414611	-0.07297004038045862	-0.07469850342132175	-0.1389678789642641	-0.01495108651453705	0.1480219955435792	0.11186534028621059	0.3353007135385405	0.3774936420467546	-0.09696122666246165	0.09175340559166237	-0.10304579513483743	-0.06907158504009198	0.23710287791646284	0.18120134078640132	0.019320568395999868	0.0699369507078189	0.08239380127073044	-0.027649117757506073	0.16981587061372413	-0.3839040580985714	0.21179455347483686	0.4528705216401125	-0.042181023639707854	-0.17513849844110452	-0.1347817950807671	-0.024796065667798985	0.04124397665119048	0.18493329865024363	-0.07931766203926771	0.08488047473302746	0.109048516433368	-0.00127902792070822	-0.059639552295554815	0.4661481256412319	0.35177154053255644	0.2305439413114917	0.42083468397722323	-0.28893700400548594	0.09964273733654089	0.07957371735149962	0.1236004123526265	0.1612135544187737	-0.021781936222186028	0.05703482559921019	0.06085072261322738	0.09937754964113776	-0.29176764227775304
s__Corynebacterium_matruchotii	0.28542000428575026	0.283114736210414	0.044721188106842724	-0.13219761197661134	0.29052508970884655	-0.06826926043552661	-0.08052409735115429	0.14515267711163699	-0.033938065160155614	-0.1869025052029255	-0.21169882844760352	0.025800625714753625	0.24423530258338877	0.15035425922186535	-0.19854861915373873	0.14151826357125585	-0.16471143824816675	0.09968461920300284	1.0	0.24718191828718994	-0.055086215508450456	-0.16217799512012476	-0.19234298633959562	0.036066217315899346	-0.12463927063957214	-0.08270213233229837	0.25972451466217583	0.18683529082219189	-0.15728520124650885	0.03868567325456871	0.3505193929573308	-0.15992536862072207	0.21447864257468663	-0.051495901100302256	-0.0057429958116918135	-0.18186075811723246	0.1965095880426197	0.1877223749350595	0.17957221080479605	-0.04626392576945752	0.14843340936979066	0.31241805481090756	-0.06237130328874105	0.09627602000559643	0.08167866520844125	-0.0959236495039849	0.17922916821565252	0.08072173321874297	0.027932400934160776	0.198282312501601	0.05938987217986261	0.012734635442209433	0.29404568735260006	-0.13841791575608065	0.09035232566239376	0.22274038009711883	0.04002293429206598	-0.056443833421813694	0.03297647523012692	-0.09140497855643867	-0.14755390236746113	-0.19334396431166487	0.1930528437686771	-0.014550577575426072	0.04380115414360409	-0.11850713697907947	-0.06480864182013837	0.496018091830534	0.4111974592506985	0.08026736650412451	0.1869718054908554	-0.33427360410433526	-0.10362537232227406	0.042195587186676736	-0.1035945575071139	-0.05724930539076939	-0.05837299908571205	-0.10306878514222681	0.3072681681188933	-0.08979431764808792	-0.4418845936439163
s__Dialister_invisus	-0.024070510695677415	0.2647169426481479	-0.18336099556825905	-0.23266187807238206	0.4057030738650044	-0.14581572732396178	-0.16535249101183394	0.15044395809515115	0.10981798490961442	-0.04787778849171327	0.010741318561239369	-0.10735574095988587	0.04393038926061757	0.16431810652993628	-0.32188586566624877	0.08477729037949548	-0.16605452773015278	0.13034993636457648	0.24718191828718994	1.0	0.061304903865798815	-0.2424347410518532	-0.1602216211088856	0.14427799049143303	-0.132067072848283	-0.16889485250832792	0.28030946175535343	-0.08722925794123676	0.07854806512778506	-0.11362776663383026	0.3113821094581512	-0.11662668565644702	-0.090374087947102	-0.09366572974848221	-0.03398907315770903	-0.1273235781830032	0.023808762663113776	0.2784404191777821	-0.11226518132508113	-0.07321762751818656	0.27675863980191845	0.24021035734407428	-0.17615536678588878	0.0311520816751318	-0.1473937118599592	-0.23220356825184563	0.27729227547480095	0.21935558255606868	0.014097735350850514	0.20319598871567046	0.15462793614611917	0.061932020796745646	0.06270820184272882	-0.2647228551864172	0.04192489691977051	0.2999283413621697	-0.1276544676534533	-0.08840887232635433	0.05365613752556664	0.26857509314185657	-0.058330796492438566	0.11133337685165473	0.2618975231995106	0.017107882546933975	0.14171932731362905	-0.09290229831430527	-0.057599572646575656	0.3453358730072297	0.1558600021353379	0.26044253215991386	0.2542789985963311	-0.26174325316152525	0.015968964908724424	-0.021942932927567722	0.25788080019480897	0.2678919722630221	-0.09486187959032331	-0.047935731270245155	0.27274640778690595	-0.16708144756792032	-0.4046102232237652
s__Eubacterium_sulci	-0.15492841778813865	0.02626932599338951	0.1753730544027207	-0.3424481845541709	0.27810003829422847	-0.2981710452875689	-0.2708002353864417	0.17053981471045723	0.1104270747684933	0.9174247620027008	0.09120537257412738	-0.12998175535258968	0.19559682565928735	0.24638819339485066	-0.3902048620692713	-0.03996048849522072	-0.28154643196653234	0.0838536430341346	-0.055086215508450456	0.061304903865798815	1.0	-0.29547064115386124	0.09597962959781393	-0.18757297525444916	-0.12260962319050608	-0.3810496655726246	-0.010240807385579328	0.31867162279059386	0.9104360422770532	-0.14254319461784015	0.24703587005232092	-0.24547840387485761	-0.22032224955912355	-0.28733261260763976	-0.32412620653279045	-0.2950061393590741	-0.19450930373162145	0.19725794112671166	0.2233345374551089	-0.1289802997498539	0.3887346542906459	-0.21111877989993086	-0.3005136583870449	-0.16072256459936	-0.21502087892588612	-0.38048192915681256	-0.03518418799653307	-0.2505786468549147	0.9095304204677608	0.20007926284016644	-0.21684983498912125	-0.32137439169175086	0.012871309303261356	-0.7336232696689592	0.25072399806525997	0.6589812564475173	-0.15181115218905517	-0.3352359346654557	0.17002145240613692	0.1809301917061078	0.9093072402510316	0.8945395005045105	-0.027716106871600005	-0.11801179346624398	-0.05254792608597876	0.9202229891407885	-0.24923922592211245	-0.23305188610998837	0.04177859290842756	0.089142716802691	-0.0554785512584606	0.3713735701488836	-0.30357309437526214	-0.006991545980597907	0.35937847253685024	0.20657385782071114	0.9428660308253878	-0.15718862414417484	-0.04531315832234333	-0.23821632728781944	-0.01122357348241192
s__Filifactor_alocis	-0.06194688827140044	-0.4034928658121809	-0.019439363591778946	0.27265965167417816	-0.27672583537787854	0.9194864379970105	0.9330752618534901	-0.2020073159738061	-0.10388224838964527	-0.29345473841665615	0.0061115289668025345	-0.35135445100869944	-0.18539948085806213	-0.04627053182895745	0.4159131913565049	0.012368169706474908	0.923184931193641	-0.18979423481630672	-0.16217799512012476	-0.2424347410518532	-0.29547064115386124	1.0	0.2728447541688088	-0.3510236305594063	-0.2994382762791109	0.595172533938238	-0.11584838063078251	-0.27510344199005177	-0.21394883840690881	-0.3153535530930278	-0.23570835493561518	0.930803080728023	-0.3549998779131875	-0.1829667523681897	0.8836974569835856	0.8517127384779452	-0.24483485782586983	-0.1583541564893397	-0.3736832257972532	-0.30130068378299457	-0.5406504595517824	-0.20632699637523144	0.9292541380924719	-0.07298918247568989	-0.27389123327716647	0.38613300173927195	-0.20086452984915748	-0.36194998822268215	-0.3304152261817739	-0.12947938406971957	-0.40421757918089785	0.7912483566679382	-0.07438698320602999	0.026415762845251958	-0.24941466345537971	-0.3518294521052387	-0.31757504850364	0.9156962487063414	0.1375809200496555	-0.220236443136263	-0.12062707315265168	-0.21769434640846624	-0.1609851888854487	-0.298656988733666	-0.03307174155172785	-0.26379991569919853	0.9101801281219837	-0.291894815278672	-0.04401468660786991	-0.24573570225843983	-0.11755012102559004	-0.5739229742826022	-0.2987512602577723	-0.24251775916527804	-0.06847510617509528	-0.24170508444071886	-0.3138900402923269	-0.32677297047685205	0.08073361211283986	-0.2763838572384403	0.3185359501337294
s__Fusobacterium_nucleatum	-0.12960555957042696	-0.20349682085514664	-0.1989159899348928	0.5228324949506562	-0.30724761109441756	0.2901912064000377	0.2964945381986165	-0.04530018943254651	0.17120027798667745	0.03585810303540811	-0.26660482979381595	0.33141744025563596	0.021410868629031157	0.10646199696940317	0.5115601358880281	-0.28257224164245587	0.35286943945712324	-0.20527240842353386	-0.19234298633959565	-0.1602216211088856	0.09597962959781393	0.2728447541688088	1.0	-0.1755945815429346	-0.7092676693136173	0.5415711638327265	-0.30066973134404656	-0.035746561203649205	0.08065578833583105	0.3563806670410229	-0.16182146673192488	0.34209723499800204	0.16816444626133786	-0.6825228053971863	0.22105983645406532	0.36405849172186294	0.3552171319137909	-0.20786343128989432	-0.2897761587087153	-0.7069922884938915	-0.4839656026418858	-0.9280999002311401	0.3024236765916472	-0.11696429725683705	0.2906802517199465	0.47770476061943395	0.3622995641547895	-0.21782896424750398	0.06574698783784094	-0.08415482706023991	-0.24668849408124668	0.27118599035088886	-0.18053387988654296	0.27331251830069936	0.05893885530850517	-0.0692009490307518	0.3778743862594317	0.3011992362910625	-0.2386050497292373	-0.14292431328057587	0.10169040427291888	0.023637795923935036	-0.24229381657763513	-0.7165980833609774	-0.16792414323567528	0.040758466339680194	0.2588926578482813	-0.49362475241615134	-0.16734643305044117	-0.25504728663024373	-0.10933003726102898	-0.2261902375534866	-0.7137971617310122	-0.317524545473462	0.003391932113893706	-0.29076468860305243	0.06257751181781929	-0.7276837512691497	-0.23565245517294328	-0.6644351252085976	0.0704438302319899
s__Fusobacterium_pseudoperiodonticum	-0.06008805412295329	-0.09888767860125683	0.04348445232381187	-0.5554689829160537	0.0645417313878062	-0.3556886787843614	-0.36449664492570016	-0.23240801579825152	0.05081519031320372	-0.2690425877354362	-0.05123799561899839	-0.34947190457170496	0.16066417682533266	-0.2074928949912777	-0.5764713321023222	0.06705086780429206	-0.34582629576185947	0.14040416123476385	0.03606621731589935	0.14427799049143303	-0.18757297525444916	-0.35102363055940633	-0.1755945815429346	1.0	0.6300728458479807	-0.5433122674446156	0.23217877535147266	-0.16946413590828524	-0.2901391684152228	-0.3708466066881233	0.12114469946489392	-0.3860211819354693	-0.26561582379615906	0.6130053505221262	-0.388731401063086	-0.33922029706006335	-0.33966166896568145	-0.1492340812990579	0.09605657539442211	0.6213254879344933	0.4969164483536809	0.1482408227836469	-0.3958291608220129	0.1664371156519377	-0.3516914667287322	-0.5989164011663923	0.6294711971720003	0.9738902023700698	-0.27820824552991363	0.021089651994426035	0.9639888919907733	-0.3005292266307118	0.03641622697612214	0.5059291822717634	0.02878214007899597	-0.06459682528591597	-0.3675601255672958	-0.26048878667715836	-0.1651058311018893	0.07690219538643847	-0.3206568666033343	-0.1696436212013738	0.09841778319272543	0.6045839526018767	0.18656180751901252	-0.3360622281016286	-0.3062352192959612	0.45932999708270134	-0.0019073448494517148	0.20831254892424816	0.2808817602064294	-0.05259849752327078	0.6151024394473865	-0.1854680680930089	-0.15190844876821896	0.15433376297762272	-0.2792778929039706	0.557400220963914	0.03609365286909545	0.6251361223101692	-0.3104770646336568
s__Gemella_haemolysans	0.025471261069851314	-0.1380804126103443	0.006775822539512711	-0.4720538700574055	-0.1510777210788568	-0.3210714517642947	-0.3344497066284293	-0.47216993930852363	-0.31437703979414977	-0.1357661604667367	0.03624873302739268	-0.33606088092867614	-0.02018686186867151	-0.2649119520047344	-0.474141128579723	-0.08645442102885295	-0.3279121128911403	0.0458985308574249	-0.12463927063957214	-0.132067072848283	-0.12260962319050608	-0.2994382762791109	-0.7092676693136174	0.6300728458479806	1.0	-0.47617561164529554	0.07496272691180615	-0.45114574971624566	-0.1711679971538017	-0.34465208019273985	-0.005727693810068297	-0.39430273925530135	-0.16991942045969677	0.9200540505723369	-0.32818008149861744	-0.34759457455964904	-0.3825135360384846	-0.048898259237305446	0.09443335812209058	0.9460070697147114	0.34815793009933904	0.5303252383163606	-0.3372751703379935	0.02611540075146988	-0.2840372939240303	-0.5524812211703121	-0.12459570901396488	0.6154396616493295	-0.19397713855137472	-0.24858971016991044	0.6631056114532974	-0.40577618736543547	0.08551471392254448	0.31327984351341576	-0.23094814811069875	-0.3270254215647571	-0.3257781808390583	-0.3296918060539348	-0.07458406323938235	0.04230649619412466	-0.1962667753009189	-0.1879025408361386	0.0036448507558149565	0.9247795349395278	0.006434122171358566	-0.24847681473251615	-0.32421606875494713	0.18299097384936058	-0.2645820519210962	-0.002461271491356897	-0.10249111010316037	0.40612761277217657	0.92730638719192	-0.11365200017062502	-0.107205065024806	0.2038628455965351	-0.15426391851154478	0.9284333918267786	-0.035076211465050744	0.9346605381543821	0.2148034488389125
s__Gemella_morbillorum	-0.05790115892306754	-0.20845174383754858	-0.30030943767833385	0.8790137975389654	-0.43113787297728584	0.631574471284488	0.6964225265854338	-0.05843024869206304	-0.063689406296128	-0.39668312858189636	-0.04780206071283982	0.3991645002208334	-0.16347736382922018	-0.09019571742392392	0.9394137055543044	-0.322631954485755	0.6551439818748392	-0.3016065857132955	-0.08270213233229837	-0.16889485250832792	-0.38104966557262454	0.595172533938238	0.5415711638327265	-0.5433122674446156	-0.47617561164529565	1.0	-0.2971610220414104	-0.3000385122590632	-0.3980306186374129	0.49541528394351286	-0.3112802772821333	0.6486608552603075	0.46671409570237693	-0.30157227861985103	0.6541030703275013	0.6205660373139816	0.46492276588051473	-0.04618497736870281	-0.33477082166099836	-0.4897386113015266	-0.9594990333163482	-0.47452114479068264	0.6528261527438597	-0.07801845192499297	0.4750679215997854	0.9227443633525314	-0.35083899123866236	-0.5790531541794517	-0.3318538289598967	-0.10456605478301205	-0.6055820284153708	0.5483681144888615	-0.15168990630007967	0.3346891684647337	-0.21946716488458937	-0.641499681552101	0.46284098480180647	0.6448363952019276	-0.17044465460044939	-0.49859221185271047	-0.32099439982465566	-0.3876132293689646	-0.08911961473788935	-0.45608670612680735	-0.15670311819441518	-0.3305850293418825	0.5556969768991376	-0.5998909134627337	-0.31968578632568323	-0.3773600268900221	-0.3778280198366756	-0.1617771638738255	-0.48222424833885047	-0.30966222184899084	-0.18220216123370064	-0.39475425466770586	-0.35068060902470954	-0.43315248798504946	-0.3956002206909518	-0.44629626734678485	0.494171545978148
