OTUID	All	C	E	Y
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9383|s__GGB9383_SGB72489	0.000268	0.0008033333	0.0000000000	0.0000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9383|s__GGB9383_SGB72489|t__SGB72489	0.000268	0.0008033333	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella	0.000267	0.0001666667	0.0006333333	0.0000000000
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis	0.000267	0.0001666667	0.0006333333	0.0000000000
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis|t__SGB9272	0.000267	0.0001666667	0.0006333333	0.0000000000
k__Bacteria|p__Tenericutes	0.000263	0.00079	0.00000	0.00000
k__Bacteria|p__Tenericutes|c__CFGB4862	0.000263	0.00079	0.00000	0.00000
k__Bacteria|p__Tenericutes|c__CFGB4862|o__OFGB4862	0.000263	0.00079	0.00000	0.00000
k__Bacteria|p__Tenericutes|c__CFGB4862|o__OFGB4862|f__FGB4862	0.000263	0.00079	0.00000	0.00000
k__Bacteria|p__Tenericutes|c__CFGB4862|o__OFGB4862|f__FGB4862|g__GGB4750	0.000263	0.00079	0.00000	0.00000
k__Bacteria|p__Tenericutes|c__CFGB4862|o__OFGB4862|f__FGB4862|g__GGB4750|s__GGB4750_SGB6579	0.000263	0.00079	0.00000	0.00000
k__Bacteria|p__Tenericutes|c__CFGB4862|o__OFGB4862|f__FGB4862|g__GGB4750|s__GGB4750_SGB6579|t__SGB6579	0.000263	0.00079	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB98319	0.000259	0.0000000000	0.0007783333	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB98319|t__SGB98319	0.000259	0.0000000000	0.0007783333	0.0000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_170	0.000257	0.00000	0.00000	0.00077
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_170|t__SGB15886	0.000257	0.00000	0.00000	0.00077
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB5805	0.000253	0.0007583333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB5805|t__SGB5805	0.000253	0.0007583333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH	0.000252	0.0000000000	0.0007566667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH|t__SGB4893	0.000252	0.0000000000	0.0007566667	0.0000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria	0.000247	0.0000000000	0.0000000000	0.0007416667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria|t__SGB16987	0.000247	0.0000000000	0.0000000000	0.0007416667
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pluralibacter	0.000242	0.0000000000	0.0007266667	0.0000000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pluralibacter|s__Pluralibacter_gergoviae	0.000242	0.0000000000	0.0007266667	0.0000000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pluralibacter|s__Pluralibacter_gergoviae|t__SGB10111	0.000242	0.0000000000	0.0007266667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Schneewindia	0.000242	0.000725	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Schneewindia|s__Candidatus_Schneewindia_gallinarum	0.000242	0.000725	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Schneewindia|s__Candidatus_Schneewindia_gallinarum|t__SGB63326	0.000242	0.000725	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620	0.000241	0.0007233333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620|s__GGB9620_SGB15068	0.000241	0.0007233333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620|s__GGB9620_SGB15068|t__SGB15068	0.000241	0.0007233333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria	0.00024	0.00000	0.00072	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_timonensis	0.00024	0.00000	0.00072	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_timonensis|t__SGB6719	0.00024	0.00000	0.00072	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB59899	0.000239	0.0007183333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	0.000228	0.0000000000	0.0006833333	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum|t__SGB6180	0.000228	0.0000000000	0.0006833333	0.0000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	0.000227	0.000595	0.000000	0.000085
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	0.000227	0.000595	0.000000	0.000085
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae|t__SGB15494	0.000227	0.000595	0.000000	0.000085
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB15012	0.000226	0.0000000000	0.0006783333	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB15012|t__SGB15012	0.000226	0.0000000000	0.0006783333	0.0000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9400	0.000226	0.0006783333	0.0000000000	0.0000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9400|s__GGB9400_SGB14745	0.000226	0.0006783333	0.0000000000	0.0000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9400|s__GGB9400_SGB14745|t__SGB14745	0.000226	0.0006783333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB9120	0.000226	0.0000000000	0.0006766667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120	0.000226	0.0000000000	0.0006766667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120	0.000226	0.0000000000	0.0006766667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB4642	0.000226	0.0000000000	0.0006766667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB4642|s__GGB4642_SGB6421	0.000226	0.0000000000	0.0006766667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB4642|s__GGB4642_SGB6421|t__SGB6421	0.000226	0.0000000000	0.0006766667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella	0.000223	0.00067	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella|s__Candidatus_Parachristensenella_avicola	0.000223	0.00067	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella|s__Candidatus_Parachristensenella_avicola|t__SGB58519	0.000223	0.00067	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_gallinarum	0.00022	0.00000	0.00000	0.00066
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_gallinarum|t__SGB63309	0.00022	0.00000	0.00000	0.00066
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii	0.000214	0.0006433333	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii|t__SGB9947	0.000214	0.0006433333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3345	0.000213	0.00000	0.00064	0.00000
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB14781	0.000213	0.00000	0.00064	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3345|s__GGB3345_SGB9340	0.000213	0.00000	0.00064	0.00000
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB14781|t__SGB14781	0.000213	0.00000	0.00064	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3345|s__GGB3345_SGB9340|t__SGB9340	0.000213	0.00000	0.00064	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38744	0.000211	0.0000750000	0.0005566667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38744|s__GGB38744_SGB14842	0.000211	0.0000750000	0.0005566667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38744|s__GGB38744_SGB14842|t__SGB14842	0.000211	0.0000750000	0.0005566667	0.0000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli	0.00021	0.00055	0.00000	0.00008
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli|t__SGB14386	0.00021	0.00055	0.00000	0.00008
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	0.000203	0.0006083333	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	0.000203	0.0006083333	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium	0.000203	0.0006083333	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164	0.000203	0.0006083333	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164|t__SGB15164	0.000203	0.0006083333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans	0.000202	0.000605	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans|t__SGB4078	0.000202	0.000605	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Flemingibacterium	0.000199	0.0005983333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Flemingibacterium|s__Candidatus_Flemingibacterium_merdigallinarum	0.000199	0.0005983333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Flemingibacterium|s__Candidatus_Flemingibacterium_merdigallinarum|t__SGB59451	0.000199	0.0005983333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.000194	0.0000000000	0.0005816667	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0.000194	0.0000000000	0.0005816667	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09	0.000194	0.0000000000	0.0005816667	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09|t__SGB8236	0.000194	0.0000000000	0.0005816667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB3004	0.000182	0.0000000000	0.0005466667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004	0.000182	0.0000000000	0.0005466667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004	0.000182	0.0000000000	0.0005466667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158	0.000182	0.0000000000	0.0005466667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158|s__GGB58158_SGB79798	0.000182	0.0000000000	0.0005466667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158|s__GGB58158_SGB79798|t__SGB79798	0.000182	0.0000000000	0.0005466667	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB1311	0.000174	0.0005216667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311	0.000174	0.0005216667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311	0.000174	0.0005216667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3140	0.000174	0.0005216667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3140|s__GGB3140_SGB4153	0.000174	0.0005216667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3140|s__GGB3140_SGB4153|t__SGB4153	0.000174	0.0005216667	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis	0.000173	0.0000000000	0.0005183333	0.0000000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis|t__SGB10119	0.000173	0.0000000000	0.0005183333	0.0000000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834	0.000171	0.0000000000	0.0000000000	0.0005133333
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834|t__SGB6834	0.000171	0.0000000000	0.0000000000	0.0005133333
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica	0.000167	0.0000000000	0.0005016667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4421	0.000167	0.0004416667	0.0000000000	0.0000600000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4421|t__SGB4421	0.000167	0.0004416667	0.0000000000	0.0000600000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15273	0.000167	0e+00	5e-04	0e+00
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15273|t__SGB15273	0.000167	0e+00	5e-04	0e+00
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_sp_NSJ_35	0.000162	0.0003283333	0.0000000000	0.0001583333
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_sp_NSJ_35|t__SGB82546	0.000162	0.0003283333	0.0000000000	0.0001583333
k__Bacteria|p__Firmicutes|c__CFGB2881	0.000158	0.000000	0.000475	0.000000
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881	0.000158	0.000000	0.000475	0.000000
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881	0.000158	0.000000	0.000475	0.000000
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9189	0.000158	0.000000	0.000475	0.000000
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9189|s__GGB9189_SGB14128	0.000158	0.000000	0.000475	0.000000
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9189|s__GGB9189_SGB14128|t__SGB14128	0.000158	0.000000	0.000475	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244	0.000157	0.0004716667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244|t__SGB29302	0.000157	0.0004716667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB30287	0.000149	0.0004466667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287	0.000149	0.0004466667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287	0.000149	0.0004466667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287|g__GGB42378	0.000149	0.0004466667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287|g__GGB42378|s__GGB42378_SGB59548	0.000149	0.0004466667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287|g__GGB42378|s__GGB42378_SGB59548|t__SGB59548	0.000149	0.0004466667	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB53514	0.000148	0.0000000000	0.0004433333	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB53514|t__SGB53514	0.000148	0.0000000000	0.0004433333	0.0000000000
k__Bacteria|p__Bacteroidetes|c__CFGB76189	0.000147	0.00000	0.00000	0.00044
k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189	0.000147	0.00000	0.00000	0.00044
k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189|f__FGB76189	0.000147	0.00000	0.00000	0.00044
k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189|f__FGB76189|g__GGB1538	0.000147	0.00000	0.00000	0.00044
k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189|f__FGB76189|g__GGB1538|s__GGB1538_SGB2121	0.000147	0.00000	0.00000	0.00044
k__Bacteria|p__Bacteroidetes|c__CFGB76189|o__OFGB76189|f__FGB76189|g__GGB1538|s__GGB1538_SGB2121|t__SGB2121	0.000147	0.00000	0.00000	0.00044
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia	0.000146	0.0004383333	0.0000000000	0.0000000000
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis	0.000146	0.0004383333	0.0000000000	0.0000000000
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis|t__SGB1477	0.000146	0.0004383333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus	0.000146	0.0000000000	0.0000000000	0.0004383333
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_manihotivorans	0.000146	0.0000000000	0.0000000000	0.0004383333
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_manihotivorans|t__SGB7146	0.000146	0.0000000000	0.0000000000	0.0004383333
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_phocaeensis	0.000145	0.000000	0.000000	0.000435
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_phocaeensis|t__SGB14384	0.000145	0.000000	0.000000	0.000435
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_rimae	0.000144	0.0000000000	0.0000000000	0.0004316667
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_rimae|t__SGB985	0.000144	0.0000000000	0.0000000000	0.0004316667
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica|t__SGB29577	0.000141	0.0000000000	0.0004233333	0.0000000000
k__Bacteria|p__Firmicutes|c__CFGB3009	0.00014	0.00042	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009	0.00014	0.00042	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009	0.00014	0.00042	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB31234	0.00014	0.00042	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB31234|s__GGB31234_SGB14869	0.00014	0.00042	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB31234|s__GGB31234_SGB14869|t__SGB14869	0.00014	0.00042	0.00000	0.00000
