ID	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.00021	0.0	0.08784	0.0	0.0	0.0	0.1546	0.0	0.0	0.0	0.00135	0.00921	0.0	0.01113	0.87041	0.0	0.0	0.00385
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	31.48258	24.41587	1.73334	1.28471	0.02063	0.10158	0.01815	64.84201	43.83537	32.57584	20.026	0.01644	0.12172	0.25789	0.00664	0.68616	1.46357	0.01799
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__SGB2303	20.07374	0.00751	0.14318	0.02637	0.0	0.11568	0.21449	0.08673	0.30912	0.48427	0.29076	0.0	0.03157	0.0	0.0	0.00144	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus|t__SGB4584	7.10446	0.77525	0.0	0.14794	0.0	3.24986	0.64288	0.0	0.0	0.0	0.08575	5.95504	0.0	0.0	4.88824	0.01279	0.0	0.04022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei|t__SGB1815	5.88434	0.0	0.50215	0.0	0.0	0.0	0.0	0.0	0.21846	0.0	0.0	0.0	0.01914	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__SGB1829	4.41348	0.0	0.0	0.0	0.0	0.0	0.06084	0.00046	0.0	0.0	0.0	0.01651	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB1836	2.73024	1.08392	0.26798	0.05062	0.3612	0.23829	0.31606	0.00473	1.82288	2.94051	0.05206	0.00037	0.00471	0.00105	0.01556	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234|t__SGB15234	1.87526	2.83489	0.00402	0.11781	0.0	0.0	0.0	0.10188	5.08062	1.08042	8.72482	0.0	0.0	0.0	0.0	0.0	0.0	0.28532
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__SGB1846	1.51213	0.04934	0.00464	0.0	0.0	0.0	0.01541	0.0	0.29813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271	1.29169	0.62947	0.03748	0.03332	0.01246	0.00738	0.01728	0.35519	0.19244	0.02937	0.43505	0.0	0.0	0.07771	0.00473	0.0	0.0	0.31579
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_alactolyticus|t__SGB8017	1.27842	0.0	0.0	0.00783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249|t__SGB15249	1.23948	0.29736	0.32952	0.03273	0.0	0.0	0.00188	0.0	0.06754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00626	0.10682
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244|t__SGB15244	1.07762	0.36449	0.12654	0.01035	0.0	0.0	0.00369	0.0	0.0	1.09986	0.0	0.0	0.0	0.02882	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4149|t__SGB15091	1.0627	6.76051	0.0	0.14945	0.0	0.02735	0.12249	4.58545	0.0	0.0	1.61833	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__SGB1934	1.05908	0.16298	0.99104	0.13616	0.152	0.40084	0.19009	0.0	0.29435	0.04897	0.0662	0.00111	0.00125	0.00034	0.00028	0.0	0.0	0.00914
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480|s__GGB9480_SGB14874|t__SGB14874	1.05244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17419
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB15260|t__SGB15260	1.05187	0.50749	0.59342	0.36868	0.0	0.0	0.36056	0.00094	0.0	0.0	3.95766	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855	0.94972	0.0	0.0	0.07155	0.0	0.09868	0.0	0.03802	4.21423	0.0	0.57983	0.0	0.0	0.0	0.10052	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Gallibacter|s__Gallibacter_intestinalis|t__SGB3937	0.83257	0.0	0.0	0.01707	0.0	0.02312	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum|t__SGB4037	0.64747	0.03705	0.01993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00583
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__SGB2301	0.56999	0.11154	0.20505	0.08325	0.0	0.01461	0.11666	0.00112	0.0	1.04713	0.0614	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031|t__SGB15031	0.54753	0.0	0.02543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__SGB1877	0.53496	0.84176	0.14062	0.07877	0.6955	0.26043	0.30631	0.00953	0.01973	0.11135	0.0	0.0	0.00126	0.0	0.00013	0.0	0.0	0.00537
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB6554|s__GGB6554_SGB9256|t__SGB9256	0.52506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__SGB2295	0.50011	0.05391	0.39012	0.06748	0.17511	0.05248	0.02883	0.65107	0.58419	0.08398	0.19839	0.0	0.0	0.0	0.0	0.0	0.0	0.02773
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous|t__SGB15120	0.46866	0.0	0.5048	0.06616	0.0	0.01108	0.0	0.0	0.0	0.0	1.63025	0.0	0.0	0.0	0.0	0.16189	0.0	0.19107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15087|t__SGB15087	0.46796	0.35545	0.07297	0.0932	0.0	0.0	0.0	0.17131	0.57564	0.24531	0.0	0.0	0.0	0.02486	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4831	0.45031	0.0	0.38551	0.04931	0.00862	0.0	0.0	0.0	0.00989	0.0	0.0	0.0	0.07204	0.83261	0.0	0.25774	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885|t__SGB1677	0.43564	0.0	0.0	0.0	0.0	0.81244	0.0	0.02318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76000|o__OFGB76000|f__FGB76000|g__GGB4271|s__GGB4271_SGB5817|t__SGB5817	0.4328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05109	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis|t__SGB4588	0.43141	0.08035	0.0	0.0	0.0	3.06689	2.222	0.0	0.0	0.0	0.0	0.03389	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella|s__Edwardsiella_tarda|t__SGB10233	0.42532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis|t__SGB6806	0.382	0.5474	0.61555	0.79621	0.0	2.21634	0.01457	0.0	0.0	0.0	0.0	0.0	0.0	8.61984	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__SGB1830	0.31778	0.00517	0.10872	0.08541	0.06685	1.30969	0.46048	0.0065	0.17829	0.16181	0.07355	0.0	0.0	0.00497	0.0256	0.0	0.0	0.0041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques|t__SGB4608	0.29715	0.79339	0.0	0.02684	0.16448	0.02958	0.17551	0.00186	0.07926	0.0	0.00229	0.0	0.0	0.0	0.08614	0.0986	0.0	0.2178
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__SGB1949	0.27148	0.43755	0.84014	0.44645	0.11212	0.17438	0.11342	0.00423	0.0	0.0642	0.15078	0.0	0.00423	0.0	0.0	0.0	0.0	0.005
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__SGB1867	0.26494	0.10854	0.2054	0.02272	0.09317	0.09871	0.00944	0.0	0.04322	0.00998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum|t__SGB4198	0.24377	0.32055	0.79476	0.0	0.0	0.00869	0.00629	0.0	0.0	0.0	0.01209	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger|t__SGB15467	0.23105	0.49755	0.61807	0.10632	0.00096	0.08375	0.0	0.1904	0.23842	2.70022	1.65971	0.0	0.0	0.84013	0.0	0.01308	0.0	0.24862
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216|t__SGB15216	0.23043	1.22508	0.20144	0.04623	0.0	0.0	0.03263	0.49898	0.008	0.68823	0.07438	0.0	0.00379	0.0	0.0	0.0	0.0	0.09097
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101|t__SGB63101	0.2076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_georgiana|t__SGB10108	0.19251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3271|s__GGB3271_SGB4321|t__SGB4321	0.19065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79916|s__GGB79916_SGB4587|t__SGB4587	0.18982	0.0	0.06984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4582	0.17786	0.02387	1.0324	0.45007	0.69583	0.5637	0.89464	0.0	0.0	0.0	0.0	4.20882	1.88127	2.48094	2.0076	1.74341	2.33039	0.07985
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola|t__SGB5190	0.16711	0.29726	0.45779	0.03276	0.1859	0.05831	0.31143	0.0	0.01185	0.14311	0.01197	0.0	0.0	0.0	0.0	0.0	0.0	0.00872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis|t__SGB4987	0.16024	0.06085	0.30688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_BX16|t__SGB3957	0.15839	0.00362	0.0	0.01688	0.01202	0.00427	0.0	0.00393	0.01233	0.00162	0.03255	0.0	0.03223	0.24879	0.0	0.0	0.0578	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815|t__SGB4815	0.15609	0.0	0.41644	0.25643	0.10972	0.03776	0.0462	0.0	0.0	0.0	0.0	0.0	0.04917	0.14154	0.0	0.00526	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__SGB4575	0.14763	0.01769	0.37326	0.04674	0.45316	0.91979	0.15763	0.0	0.0	0.0	0.0	0.28989	0.88655	2.36645	0.0	0.86612	1.22626	0.06748
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus|t__SGB1790	0.14064	0.18462	0.62471	0.00535	0.17622	0.01217	0.02201	0.0	0.42671	0.03179	0.01287	0.0	0.0	0.00604	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa|t__SGB4031	0.13305	0.0	0.00656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670	0.13062	0.06745	0.19313	0.0	0.18129	0.22075	0.31746	0.0	0.0	0.0	0.00127	0.0	0.0	0.20927	0.0	0.0	0.14378	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB3958	0.1268	0.0	0.04472	0.0	0.0	0.0	0.00294	0.0	0.01842	0.0	0.07792	0.0	0.0	0.3667	0.0	0.0	0.08915	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta|t__SGB14809	0.12204	0.0	0.0	0.00562	0.12005	0.0083	0.01374	0.0	0.00103	0.0	0.28711	0.77297	0.07087	0.05887	0.09751	0.01405	0.25032	0.01494
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15272|t__SGB15272	0.12094	0.01359	0.003	0.0	0.0	0.0	0.0	0.0202	0.0	0.00082	0.05189	0.0	0.0	0.00095	0.0	0.0	0.0	0.00182
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__SGB8071	0.1122	0.00475	0.0	0.0	0.0	0.04597	0.0	0.0	0.0	0.0	0.0	0.17802	0.0	0.28702	0.0	0.07118	0.0	0.04384
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__SGB698	0.1073	0.00679	0.0	0.05208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_SGB4939|t__SGB4939	0.10052	0.0	0.12135	1.47146	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.0	0.03903	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_plautii|t__SGB15132	0.09685	0.00822	0.08735	0.17605	0.0	0.05314	0.0463	0.0	0.0	0.06365	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.10506
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis|t__SGB4820	0.0888	0.1644	0.27132	0.323	0.28764	0.45747	0.44677	0.0	0.00627	0.0	0.0	3.67901	1.74452	0.84949	0.61802	2.25225	2.54184	0.06708
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_faecis|t__SGB1940	0.08838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__SGB2318	0.08424	0.21147	0.43444	0.38848	0.0	0.04932	0.22837	0.22659	1.69545	3.23221	0.06721	0.0	0.15121	0.0	0.0	0.00881	0.05483	0.015
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15374|t__SGB15374	0.08326	0.14906	0.52575	0.0	0.0	0.01828	0.204	0.0	0.05341	0.24382	0.8834	0.0	0.0	0.0	0.0	0.0	0.0	0.6107
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_SGB15503|t__SGB15503	0.08281	0.00699	0.0	0.0	0.0	0.0	0.0	0.60221	0.01631	0.99796	0.18769	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__SGB10115	0.08019	1.0923	2.09372	0.15348	0.0	0.06948	8.26524	0.00995	0.0	3.83673	2.00403	0.0	0.10596	0.0	0.0	0.01003	0.18939	0.06711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii|t__SGB4537	0.08016	0.00025	0.01746	0.64344	0.01597	0.10951	0.03845	0.0	0.0	0.0	0.0	0.0	4.29566	3.18429	7.90829	2.93746	0.0	0.02822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__SGB4786	0.08002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__SGB1941	0.0778	0.17317	0.31149	0.0	0.00555	0.00874	0.12459	0.0	0.03358	0.0	0.05239	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis|t__SGB15078	0.07765	0.03326	0.01607	0.00021	0.0	0.01666	0.00093	0.05691	0.00464	0.34493	0.00394	0.0	0.0	0.0	0.0	0.0	0.0	0.75041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera_intestinalis|t__SGB4910	0.07256	0.0	0.32436	0.00058	1.6309	0.30987	0.25864	0.0	0.00079	0.00767	0.0	0.0	0.0	0.05812	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__SGB1861	0.06859	0.07296	0.00595	0.00492	0.00424	0.2111	0.04526	0.0	0.15683	0.0124	0.02815	0.0	0.0	0.0	0.00765	0.0	0.0	0.00309
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15106|t__SGB15106	0.06663	0.34497	0.1371	0.0	0.0	0.0	0.08838	0.0	0.19447	0.0	0.34135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans|t__SGB4262	0.05846	0.0	0.0027	0.0	0.0	0.0	0.20063	0.0	0.0	0.00242	0.02753	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4811	0.0582	0.02329	0.63815	0.22057	0.31358	0.06134	0.03419	0.0	0.00146	0.0	0.0	5.36083	1.28619	4.25865	0.0	0.58034	6.10508	0.0596
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_anaerobia|t__SGB14824_group	0.05691	0.0	0.0	0.17214	0.0	0.1071	0.0	0.05576	0.0	0.0	0.08794	0.0	0.05993	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__SGB4079	0.05686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00505	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3817|s__GGB3817_SGB5182|t__SGB5182	0.05623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola|t__SGB15089	0.05538	0.01548	0.00471	0.0651	0.12804	0.0	0.07135	0.00271	0.02734	0.14414	0.70516	0.0	0.01815	0.00467	0.0	0.0	0.00205	0.33345
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__SGB8007_group	0.05307	0.00954	0.0	0.03991	0.0	0.30897	0.0	0.0	0.0	0.0	0.0	2.39742	7.76511	3.35211	0.19127	0.88497	0.99305	0.03366
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4781	0.0501	0.07404	0.07252	0.0659	0.0	0.02173	0.04453	0.0	0.00586	0.0	0.05581	0.14009	0.02424	0.76279	0.0	0.0	0.33409	0.0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3034|s__GGB3034_SGB4030|t__SGB4030	0.04803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa|t__SGB1784	0.04611	0.00908	0.03681	0.0	0.0	0.00642	0.04831	0.0	0.01211	0.02272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_DONG20_135|t__SGB4034	0.04468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis|t__SGB4826	0.04258	0.00381	1.21949	0.9747	0.37586	0.75667	0.56179	0.0	0.0	0.0	0.00049	3.67251	6.2592	2.67228	4.94602	2.19973	1.1999	0.0
