Taxonomy	C1	C2	C3	Y1	Y2	Y3
p__Actinobacteria	0.42420	0.00000	0.60492	10.84847	7.70933	33.44790
p__Euryarchaeota	0.00000	0.05786	0.00000	0.00000	0.00000	0.00000
p__Fusobacteria	0.00000	0.00000	0.00000	0.00600	0.00000	0.00000
p__Proteobacteria	37.10338	20.36540	9.17496	0.00000	0.00000	0.52827
p__Bacteroidetes	3.59259	10.80849	29.39105	0.00000	0.51221	1.02509
p__Synergistetes	0.31853	3.35052	0.06043	0.00000	0.00000	0.00000
p__Firmicutes	107.50183	73.44418	65.19665	94.58175	101.45756	73.97656
p__Verrucomicrobia	0.09852	1.40154	6.82174	0.00000	0.00000	0.00000
p__Lentisphaerae	0.00000	0.04627	0.00000	0.00000	0.00000	0.00000
