k__Bacteria	All
k__Bacteria	C
k__Bacteria	E
k__Bacteria	Y
k__Bacteria|p__Firmicutes	All
k__Bacteria|p__Firmicutes	C
k__Bacteria|p__Firmicutes	E
k__Bacteria|p__Firmicutes	Y
k__Bacteria|p__Firmicutes|c__Clostridia	All
k__Bacteria|p__Firmicutes|c__Clostridia	C
k__Bacteria|p__Firmicutes|c__Clostridia	E
k__Bacteria|p__Firmicutes|c__Clostridia	Y
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	All
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	C
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	E
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	Y
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	All
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	C
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	E
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	Y
k__Bacteria|p__Proteobacteria	All
k__Bacteria|p__Proteobacteria	C
k__Bacteria|p__Proteobacteria	E
k__Bacteria|p__Proteobacteria	Y
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	All
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	C
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	E
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	Y
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	All
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	C
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	E
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	Y
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	All
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	C
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	E
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	Y
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	All
